"","a_log","h_log","h12","log_w","sigma","sigma2","error","a_log.est","h_log.est","h12.est","log_w.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"78","-1","-5","-2e-04","-6.25","0.2","0.2","NaN","-1.60354481648895","-5.09625353096379","5.05673995431854e-05","-9.37349063200513","0.439985524221712","0.280107452277205","0","2903.13585173019","-1432.81800013832","430"
"79","-2.5","-5","-0.00035","-5","0.2","0.2","NaN","-1.55987962207948","-3.59168711248952","-1.69277884718487e-05","-9.21621155258385","0.474285231634423","0.277935329767879","0","2952.24823982277","-1457.37419418461","527"
"80","-2.5","-1","1e-04","-8.75","0.2","0.2","NaN","-2.38647118940418","0.924809845444564","-2.57097490073378","-10.5895833742246","0.676310857588769","0.280781483418391","0","3350.04179706863","-1656.27097280753","247"
"81","-1.5","-1","-2e-04","-10","0.2","0.2","NaN","-1.25312419999036","-1.37575309215779","-0.000366377561514734","-9.6288601234574","0.640996519468995","0.289584259010897","0","3238.13285912783","-1600.31650383713","74"
"82","-3","-3","-5e-04","-5","0.2","0.2","NaN","-1.60101257613965","-5.25238380567128","5.43080124212737e-05","-8.72158315308899","0.438773546660517","0.28044982950621","0","2901.05669689349","-1431.77842271997","511"
"83","-1","-4","-5e-05","-6.25","0.2","0.2","NaN","-1.41637984165328","-4.92828357431142","2.167240380659e-05","-6.18611127167579","0.425103025984577","0.28034205946236","0","2872.62622290169","-1417.56318572407","460"
"84","-2","-5","-5e-05","-5","0.2","0.2","NaN","-1.57326062819696","-4.56024533357234","3.41838954178144e-05","-10.0816878680548","0.443914256928796","0.28148431371571","0","2909.01131424371","-1435.75573139508","578"
"85","-1.5","-3","-2e-04","-10","0.2","0.2","NaN","-1.44084234559816","-3.37710380520892","-1.55108319509451e-05","-9.13941526311738","0.466753792683605","0.2860707665668","0","2971.56193750296","-1467.0310430247","64"
"86","-1","-5","-0.00035","-5","0.2","0.2","NaN","-1.60072186353641","-4.92845870034481","4.47106205772714e-05","-9.61443133193915","0.440169359729071","0.280585432180978","0","2904.03761143182","-1433.26887998913","530"
"87","-1.5","-2","-5e-04","-7.5","0.2","0.2","NaN","-1.29065071884329","-3.31398426796207","1.52885043629662e-05","-9.62479443729026","0.485908734500153","0.278156601256523","0","2998.5442481661","-1480.52219835627","269"
"88","-3","-3","1e-04","-6.25","0.2","0.2","NaN","-1.53114231507379","-5.18009022433147","4.99419674019839e-05","-7.50019307306656","0.434285984514206","0.275290890411029","0","2891.35153205088","-1426.92584029866","486"
"89","-2.5","-4","-0.00035","-10","0.2","0.2","NaN","-1.61339815864862","-3.66793625211218","-1.54701115384788e-05","-10.3767384147191","0.446908561251459","0.282354338437143","0","2951.27179744599","-1456.88597299622","32"
"90","-1","-2","-2e-04","-7.5","0.2","0.2","NaN","-1.59188506558231","-5.06968296347454","4.87516841584705e-05","-8.8158320770046","0.438841611189109","0.280407555926437","0","2900.94260656752","-1431.72137755698","320"
"91","-2","-4","-5e-04","-10","0.2","0.2","NaN","-1.47191063625285","-3.74703231083361","8.79215827248294e-06","-10.3256091936571","0.472263437750032","0.288782139163672","0","2946.90116503632","-1454.70065679138","8"
"92","-1.5","-5","-5e-05","-10","0.2","0.2","NaN","-1.68133341668229","-4.46635217503457","1.50268955550001e-05","-9.67590667611593","0.442176994054787","0.28439174206568","0","2915.33299119033","-1438.91656986839","79"
"93","-1","-2","-5e-05","-8.75","0.2","0.2","NaN","-1.50704247742925","-5.11640156555685","4.09174782878702e-05","-7.00295691880652","0.431687344479549","0.280963151284178","0","2884.07477846138","-1423.28746350391","220"
"94","-2","-1","1e-04","-10","0.2","0.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","123"
"95","-1","-3","-2e-04","-7.5","0.2","0.2","NaN","-1.30310408276945","-2.13812744962359","-0.000146615416115531","-9.52169740601495","0.610905540892832","0.306458071792991","0","3149.08526593087","-1555.79270723865","315"
"96","-2","-4","-5e-04","-8.75","0.2","0.2","NaN","-1.47191063625285","-3.74703231083361","8.79215827248294e-06","-10.3256091936571","0.472263437750032","0.288782139163672","0","2946.90116503632","-1454.70065679138","133"
"97","-1","-1","-5e-04","-10","0.2","0.2","NaN","-1.43460748639289","-1.82569901598859","-0.000750051377242323","-8.60349796138319","0.581331037960721","0.280840716943892","0","3192.07574479421","-1577.28794667033","25"
"98","-3","-5","-5e-04","-10","0.2","0.2","NaN","-1.63525687196077","-5.91832604268714","7.63653556567393e-05","-9.91311303143132","0.443603824985788","0.282005767685157","0","2910.18307727677","-1436.34161291161","1"
