"","a_log","h_log","log_w","kr_log","sigma","sigma2","error","a_log.est","h_log.est","log_w.est","kr_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"51","-2","-3","-8.75","-2.375","0.2","0.2","NaN","-1.08218710134909","-4.13463296976619","0.344692732988956","-5.78649572381091","0.405222295580793","0.277568318816969","0","2819.39531490054","-1390.94773172349","163"
"52","-2","-4","-10","-1.125","0.2","0.2","NaN","-1.10299890960176","-4.1756145527918","0.262888537021928","-5.78576956815999","0.405068452235084","0.280749818505555","0","2819.37352943803","-1390.93683899224","383"
"53","-1.5","-5","-7.5","-3","0.2","0.2","NaN","-1.09028797911997","-4.13816302030494","0.34721908440483","-5.812306532597","0.4057655359623","0.280788423341559","0","2819.23729769359","-1390.86872312002","54"
"54","-3","-1","-10","-3","0.2","0.2","NaN","-1.08937152241314","-4.13559053068849","0.345899732177761","-5.81037383604873","0.405738667612311","0.280806199681535","0","2819.23783794817","-1390.8689932473","21"
"55","-2.5","-3","-10","-2.375","0.2","0.2","NaN","-1.08965381708004","-4.13345698368674","0.347495657969154","-5.81513902483297","0.405946150785302","0.280837231001438","0","2819.23891222397","-1390.86953038521","137"
"56","-2.5","-4","-8.75","-1.75","0.2","0.2","NaN","-1.09042767519508","-4.13852920703355","0.346445563669096","-5.81194632957084","0.405858199206916","0.28078346287687","0","2819.23731026999","-1390.86872940822","282"
"57","-2.5","-2","-8.75","-0.5","0.2","0.2","NaN","-1.0901224660027","-4.13965600832222","0.345768831515036","-5.81089783502726","0.405879812454969","0.280787073775899","0","2819.2375772092","-1390.86886287782","542"
"58","-2.5","-1","-8.75","-1.75","0.2","0.2","NaN","-1.09016984015923","-4.1376945032892","0.350343192538678","-5.81315590037273","0.405829905810168","0.280780677271656","0","2819.23732275213","-1390.86873564929","297"
"59","-2.5","-1","-7.5","-3","0.2","0.2","NaN","-1.08809426764389","-4.13160242144003","0.348318474978365","-5.80925987923002","0.40628714240911","0.280568012495404","0","2819.24146019143","-1390.87080436894","72"
"60","-2.5","-3","-10","-1.125","0.2","0.2","NaN","-1.08320448431622","-4.13118658731994","0.319295517366615","-5.78258249552094","0.406315269782953","0.279205438028689","0","2819.30158533813","-1390.90086694229","387"
"61","-1","-3","-6.25","-1.125","0.2","0.2","NaN","-1.24601998438188","-4.20259031399161","0.607240724026013","-6.83386314181619","0.410969473706743","0.280183399529987","0","2833.1235275842","-1397.81183806532","465"
"62","-1","-2","-6.25","-2.375","0.2","0.2","NaN","-1.09086829327914","-4.13906330052855","0.346600592994407","-5.81171064089338","0.405958013513503","0.280847164776263","0","2819.23761928891","-1390.86888391768","220"
"63","-2","-2","-10","-3","0.2","0.2","NaN","-1.21621774045724","-4.2321636391595","0.31442298185975","-6.39640936733955","0.408227427424227","0.281990399852759","0","2824.81767173624","-1393.65891014134","18"
"64","-1.5","-5","-8.75","-1.125","0.2","0.2","NaN","-1.08972576124916","-4.14108816119288","0.345067406924887","-5.80712279811882","0.405926464097227","0.280766641237671","0","2819.23850588993","-1390.86932721819","404"
"65","-2.5","-5","-5","-0.5","0.2","0.2","NaN","-1.089676535994","-4.13775492454258","0.351996284904096","-5.81189961546856","0.40572816198197","0.280774358683161","0","2819.23746497119","-1390.86880675882","602"
"66","-1","-1","-10","-2.375","0.2","0.2","NaN","-1.3577506506367","-4.34118761354178","-0.223176534083464","-7.05808341312727","0.415373453436504","0.281526849403951","0","2840.93644676739","-1401.71829765692","150"
"67","-1.5","-1","-5","-0.5","0.2","0.2","NaN","-1.08784790642017","-4.1349227253553","0.345603666449743","-5.80378951512567","0.405932282580742","0.28092240681522","0","2819.23960644205","-1390.86987749425","624"
"68","-1.5","-2","-6.25","-0.5","0.2","0.2","NaN","-1.09122112850759","-4.14288390257044","0.352528799906765","-5.81218544955273","0.40577990749946","0.28093047328183","0","2819.23913419542","-1390.86964137093","594"
"69","-2","-1","-10","-1.75","0.2","0.2","NaN","-1.09209453679637","-4.13926226009594","0.347018118758284","-5.81976462522536","0.405517032650593","0.280627455748556","0","2819.23924006195","-1390.8696943042","273"
"70","-1.5","-4","-10","-2.375","0.2","0.2","NaN","-1.08867072048137","-4.13895868904245","0.350925106217177","-5.80926345363326","0.405630758122825","0.280852787591757","0","2819.23867487772","-1390.86941171208","134"
"71","-2","-4","-8.75","-1.75","0.2","0.2","NaN","-1.09019994081391","-4.13771801256652","0.348247794862594","-5.81249863516538","0.40576911018511","0.280737253820902","0","2819.23730966454","-1390.86872910549","283"
"72","-1","-3","-10","-3","0.2","0.2","NaN","-1.08966072776714","-4.13736277500366","0.34867444054494","-5.81100618107167","0.405749946563847","0.280784894330777","0","2819.23737025615","-1390.8687594013","15"
"73","-1","-2","-8.75","-3","0.2","0.2","NaN","-1.08496473470494","-4.13111788449636","0.351489490165684","-5.79890378994894","0.405817946382329","0.280490188221481","0","2819.24422013164","-1390.87218433904","45"
"74","-1.5","-2","-8.75","-0.5","0.2","0.2","NaN","-1.09122112850759","-4.14288390257044","0.352528799906765","-5.81218544955273","0.40577990749946","0.28093047328183","0","2819.23913419542","-1390.86964137093","544"
"75","-3","-2","-6.25","-0.5","0.2","0.2","NaN","-1.09069203512104","-4.13986043117107","0.348247537573864","-5.81114277156341","0.405634211013797","0.280644205177565","0","2819.23790682375","-1390.8690276851","591"
"76","-1","-3","-7.5","-1.125","0.2","0.2","NaN","-1.17444584391684","-4.26096025653429","-0.136527749356423","-5.95465667557714","0.406063191824235","0.280496053644732","0","2821.88894341721","-1392.19454598183","440"
"77","-2","-2","-6.25","-0.5","0.2","0.2","NaN","-1.09138527809201","-4.1391079656735","0.350540465754429","-5.81581857993131","0.405416770318138","0.281012985074803","0","2819.23942702288","-1390.86978778466","593"
"78","-3","-5","-7.5","-3","0.2","0.2","NaN","-1.39058099503287","-4.1580363458425","0.535577187290595","-13.1279913736806","0.425065318501526","0.280836186259531","0","2867.46159592463","-1414.98087223554","51"
"79","-3","-4","-5","-1.125","0.2","0.2","NaN","-1.09038479943375","-4.13934517941131","0.348506624296712","-5.81469435689739","0.405652865849248","0.280729139661792","0","2819.23789704993","-1390.86902279819","481"
"80","-2","-1","-10","-2.375","0.2","0.2","NaN","-1.0902371553985","-4.1364351051158","0.345801451187048","-5.81482368450219","0.405660025269278","0.280683575904305","0","2819.23804065227","-1390.86909459936","148"
"81","-2.5","-2","-5","-2.375","0.2","0.2","NaN","-1.09115450155642","-4.13980357102453","0.34539402913145","-5.81291862157108","0.405841871130808","0.280752335487399","0","2819.23745775271","-1390.86880314957","242"
"82","-2.5","-1","-6.25","-1.75","0.2","0.2","NaN","-1.08992351014144","-4.13636549858027","0.351342640616931","-5.81541803852708","0.405771433080931","0.280598365965638","0","2819.23819470668","-1390.86917162656","347"
"83","-1","-1","-8.75","-2.375","0.2","0.2","NaN","-1.09050214951768","-4.13905522100935","0.347524481942989","-5.81172052365992","0.405804595547199","0.280752746149996","0","2819.23731625311","-1390.86873239978","175"
"84","-3","-2","-5","-1.125","0.2","0.2","NaN","-1.09018570501251","-4.13950723116526","0.348538797581657","-5.81074859136035","0.405839924419865","0.280714896502189","0","2819.23747044285","-1390.86880949465","491"
"85","-1.5","-3","-10","-3","0.2","0.2","NaN","-1.11464121478781","-4.16129280138957","0.277618541567635","-5.78920953010799","0.398999112531642","0.279068654298161","0","2819.9153116059","-1391.20773007617","14"
"86","-1","-2","-6.25","-3","0.2","0.2","NaN","-1.09008712523305","-4.13746037162309","0.347153354913295","-5.81166112815506","0.405771413756699","0.280765857447","0","2819.23733212255","-1390.8687403345","95"
"87","-3","-2","-5","-2.375","0.2","0.2","NaN","-1.08795260388981","-4.13675305810287","0.348729199496398","-5.80740928552284","0.405998184697837","0.2808202500093","0","2819.2388063819","-1390.86947746417","241"
"88","-2","-1","-8.75","-3","0.2","0.2","NaN","-1.08826316526192","-4.13481593042876","0.349581901829207","-5.80551125695719","0.405573629892266","0.280814246980152","0","2819.23896075668","-1390.86955465156","48"
"89","-2.5","-5","-10","-3","0.2","0.2","NaN","-1.09025437522999","-4.13859724283769","0.347559394563003","-5.81146132016658","0.405714632625773","0.280760697238449","0","2819.23735326678","-1390.86875090661","2"
"90","-1","-1","-5","-3","0.2","0.2","NaN","-1.09038909587277","-4.13590678192871","0.352032005655946","-5.81324964989764","0.405895291533231","0.280731638634282","0","2819.23797377356","-1390.86906116","125"
"91","-1.5","-3","-6.25","-1.75","0.2","0.2","NaN","-1.09157416550359","-4.14192613956361","0.347966885127801","-5.81654256683913","0.405780645409608","0.280606172901133","0","2819.23869945102","-1390.86942399873","339"
"92","-1","-4","-7.5","-1.75","0.2","0.2","NaN","-1.09023948421365","-4.13798352242764","0.347633275895461","-5.81268192111675","0.405685476150076","0.280765226510571","0","2819.23739508714","-1390.86877181679","310"
"93","-1","-1","-8.75","-1.125","0.2","0.2","NaN","-1.0918045046917","-4.13469019911494","0.407395764461224","-5.84448109173974","0.411620327339291","0.280877225013198","0","2819.49410504276","-1390.9971267946","425"
"94","-1","-1","-6.25","-1.75","0.2","0.2","NaN","-1.11180330174259","-4.16803830832722","0.238907243520272","-5.85082307049232","0.405999011972138","0.280769712387653","0","2819.3855922766","-1390.94287041152","350"
"95","-3","-5","-6.25","-1.75","0.2","0.2","NaN","-1.09274512536279","-4.13715835893164","0.346327013678732","-5.82208105125982","0.405541434447374","0.280502673088801","0","2819.24119067851","-1390.87066961248","326"
"96","-2","-2","-6.25","-1.125","0.2","0.2","NaN","-1.09358756164491","-4.14621752407349","0.350147497738618","-5.81548541779743","0.405598163915136","0.280551028375071","0","2819.24236544374","-1390.87125699509","468"
"97","-2","-1","-7.5","-0.5","0.2","0.2","NaN","-1.08954950500819","-4.13779077222089","0.352060689372161","-5.81342173022216","0.405880957791492","0.280710854459527","0","2819.23777781737","-1390.86896318191","573"
"98","-1.5","-3","-5","-1.75","0.2","0.2","NaN","-1.09157416550359","-4.14192613956361","0.347966885127801","-5.81654256683913","0.405780645409608","0.280606172901133","0","2819.23869945102","-1390.86942399873","364"
