"","a_log","h_log","sigma","sigma2","error","a_log.est","h_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"60","-2.33333333333333","-4.11111111111111","0.2","0.2","NaN","-2.70936370161527","-3.24560653014658","0.229851602525304","0.242686542624195","0","1840.30791393321","-907.593165288687","24"
"61","-3","-2.77777777777778","0.2","0.2","NaN","-2.70859355637667","-3.24381662329745","0.229849634202114","0.242634341588118","0","1840.30807092901","-907.593243786582","51"
"62","-1.44444444444444","-3.22222222222222","0.2","0.2","NaN","-2.70930124197498","-3.24573378454621","0.229887684841855","0.242698935600866","0","1840.30787416372","-907.593145403937","48"
"63","-1.22222222222222","-1.88888888888889","0.2","0.2","NaN","-2.70920074643233","-3.24472407015212","0.229871134480596","0.242720578702413","0","1840.30787134546","-907.59314399481","79"
"64","-2.55555555555556","-5","0.2","0.2","NaN","-2.70968034879804","-3.24570597105904","0.229836697504405","0.242701024024567","0","1840.30797406233","-907.593195353246","3"
"65","-2.77777777777778","-2.77777777777778","0.2","0.2","NaN","-2.70909441632677","-3.24487457091864","0.229906615713261","0.242735104020096","0","1840.30787592838","-907.59314628627","52"
"66","-1","-4.55555555555556","0.2","0.2","NaN","-2.62115487773465","-2.82672456890792","0.230829114832805","0.243296453587428","0","1843.47353749308","-909.175977068621","20"
"67","-2.33333333333333","-1.44444444444444","0.2","0.2","NaN","-2.70931126684011","-3.24574893921179","0.22989990896858","0.242686965624213","0","1840.30788402871","-907.593150336435","84"
"68","-1.88888888888889","-2.77777777777778","0.2","0.2","NaN","-2.70902423484244","-3.24460453999941","0.229900460117989","0.242704392621661","0","1840.30786732947","-907.593141986814","56"
"69","-2.55555555555556","-4.11111111111111","0.2","0.2","NaN","-2.70896309555609","-3.24489246115655","0.229906757501567","0.242714504375223","0","1840.30787708589","-907.593146865024","23"
"70","-2.33333333333333","-4.55555555555556","0.2","0.2","NaN","-2.7090749014904","-3.24517315279862","0.229905720952961","0.242727439538977","0","1840.30787503155","-907.593145837853","14"
"71","-3","-3.66666666666667","0.2","0.2","NaN","-2.70899892308362","-3.2442513021684","0.229881003626363","0.242734799158758","0","1840.30787968841","-907.593148166283","31"
"72","-2.55555555555556","-3.22222222222222","0.2","0.2","NaN","-2.70913887203087","-3.24486454853308","0.229888191904732","0.242681633858841","0","1840.30787780215","-907.593147223155","43"
"73","-1.22222222222222","-4.55555555555556","0.2","0.2","NaN","-2.70855422824446","-3.24530702720507","0.229892106490112","0.242751100632664","0","1840.30801815021","-907.593217397185","19"
"74","-1.66666666666667","-3.66666666666667","0.2","0.2","NaN","-2.70871270824508","-3.24429563340338","0.229976692005827","0.242689612562674","0","1840.30805877204","-907.593237708101","37"
"75","-1.66666666666667","-5","0.2","0.2","NaN","-2.70927076232924","-3.24443993674307","0.229889626277589","0.24268953096447","0","1840.30788078472","-907.593148714441","7"
"76","-1.22222222222222","-2.33333333333333","0.2","0.2","NaN","-2.70922443138416","-3.24522388683806","0.229883396026835","0.242698474806842","0","1840.30786667125","-907.593141657704","69"
"77","-1.88888888888889","-2.33333333333333","0.2","0.2","NaN","-2.70906446730501","-3.24474505034546","0.229901142011785","0.242695246152198","0","1840.30786977177","-907.593143207966","66"
"78","-1.44444444444444","-1.44444444444444","0.2","0.2","NaN","-2.70925525281863","-3.24504928413063","0.229878319383937","0.242706283544456","0","1840.30786584637","-907.593141245266","88"
"79","-1","-2.77777777777778","0.2","0.2","NaN","-2.7091980951803","-3.24651891460421","0.229860301694863","0.242706114286203","0","1840.30793330934","-907.593174976747","60"
"80","-1.22222222222222","-1","0.2","0.2","NaN","-2.70928889203871","-3.24513194521676","0.229883454487243","0.242726405171388","0","1840.30786790519","-907.593142274675","99"
"81","-2.77777777777778","-5","0.2","0.2","NaN","-2.70918703959073","-3.24500683161562","0.229882856051874","0.242715241585622","0","1840.30786220404","-907.593139424101","2"
"82","-2.11111111111111","-3.22222222222222","0.2","0.2","NaN","-2.70925661376136","-3.24463250610057","0.229901389858752","0.242725463478603","0","1840.30787084125","-907.593143742704","45"
"83","-2.55555555555556","-1","0.2","0.2","NaN","-2.70984697661032","-3.24799025697211","0.229935225881421","0.242657645998658","0","1840.30810624495","-907.593261444555","93"
"84","-2.55555555555556","-3.66666666666667","0.2","0.2","NaN","-2.70912313403352","-3.24433754891854","0.229892010213008","0.242687617078221","0","1840.30787646976","-907.593146556961","33"
"85","-1.88888888888889","-3.22222222222222","0.2","0.2","NaN","-2.70917166993832","-3.24480497859201","0.229875631840158","0.242701960324323","0","1840.30786758368","-907.593142113919","46"
"86","-2.77777777777778","-1.88888888888889","0.2","0.2","NaN","-2.70800848622732","-3.2449446190206","0.22989139317523","0.24271402924957","0","1840.30823948719","-907.593328065676","72"
"87","-1.66666666666667","-4.55555555555556","0.2","0.2","NaN","-2.70934181690745","-3.24501426157808","0.229891378250574","0.242721629230104","0","1840.30786848777","-907.593142565966","17"
"88","-1.44444444444444","-2.33333333333333","0.2","0.2","NaN","-2.70924370827727","-3.24481151129255","0.229888593960923","0.242679627851887","0","1840.30788191037","-907.593149277265","68"
"89","-1.22222222222222","-3.66666666666667","0.2","0.2","NaN","-2.70933721539998","-3.24420350939165","0.229887444580836","0.242717578804264","0","1840.30788871771","-907.593152680936","39"
"90","-3","-4.11111111111111","0.2","0.2","NaN","-2.70913203868893","-3.24486443250793","0.229910774224468","0.242734792693821","0","1840.30787737449","-907.593147009326","21"
"91","-1.44444444444444","-4.11111111111111","0.2","0.2","NaN","-2.70830745659566","-3.24819841590955","0.229950539465976","0.242627588330744","0","1840.30873908483","-907.593577864495","28"
"92","-1","-4.11111111111111","0.2","0.2","NaN","-2.70922454748964","-3.24374030534544","0.229909742010627","0.242678963069422","0","1840.30792171984","-907.593169182","30"
"93","-1.22222222222222","-4.11111111111111","0.2","0.2","NaN","-2.70946207009934","-3.24726988372105","0.229829331272417","0.242805695739744","0","1840.30818210712","-907.593299375641","29"
"94","-1","-3.22222222222222","0.2","0.2","NaN","-2.70920714166676","-3.24452152545894","0.229909209718527","0.242655332350001","0","1840.30792989824","-907.593173271199","50"
"95","-2.55555555555556","-1.44444444444444","0.2","0.2","NaN","-2.70922695613293","-3.24457872507077","0.229898890995119","0.242746481349887","0","1840.30788717453","-907.593151909346","83"
"96","-1.66666666666667","-2.33333333333333","0.2","0.2","NaN","-2.70900276357243","-3.24352722191127","0.229761351733875","0.242678165634311","0","1840.30825299854","-907.593334821348","67"
"97","-1.88888888888889","-1","0.2","0.2","NaN","-2.70917168905867","-3.24452740236564","0.229923984855182","0.24272358593252","0","1840.30788686512","-907.593151754637","96"
"98","-1.22222222222222","-1.44444444444444","0.2","0.2","NaN","-2.70926812993086","-3.24448432178622","0.229892538764766","0.242718471254304","0","1840.30787063593","-907.593143640045","89"
