"","a_log","h_log","kr_log","sigma","sigma2","error","a_log.est","h_log.est","kr_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"57","-2.77777777777778","-1.44444444444444","-0.5","0.2","0.2","NaN","-2.6176309485661","-3.07971722435947","-0.922251983869087","0.229201894605385","0.242710379300476","0","1843.34656123042","-905.972291017808","482"
"58","-2.77777777777778","-1.88888888888889","-1.125","0.2","0.2","NaN","-2.61778094589994","-3.07950309184728","-0.922302756682333","0.229197387224458","0.242703279526599","0","1843.34655391301","-905.972287359107","372"
"59","-1.88888888888889","-4.11111111111111","-1.75","0.2","0.2","NaN","-2.6169132975421","-3.0794748516279","-0.932378508994541","0.22900240128917","0.242695055581258","0","1843.34796542819","-905.972993116695","226"
"60","-1.22222222222222","-2.77777777777778","-1.125","0.2","0.2","NaN","-2.61822894412988","-3.08039341203957","-0.924330663873949","0.229195549416403","0.242773590201338","0","1843.34664873616","-905.972334770681","359"
"61","-2.11111111111111","-1","-1.125","0.2","0.2","NaN","-2.61808181776419","-3.08010993267906","-0.923621470150395","0.229199517189232","0.242708582708167","0","1843.34656680293","-905.972293804067","395"
"62","-1","-5","-1.125","0.2","0.2","NaN","-2.61976384253203","-3.08490843642152","-0.945990558071052","0.229200246651712","0.242731349090797","0","1843.34775435265","-905.972887578926","310"
"63","-3","-1.44444444444444","-1.125","0.2","0.2","NaN","-2.61772038867302","-3.0795810239562","-0.920833752580468","0.229170000164651","0.242706398182066","0","1843.34656194168","-905.972291373442","381"
"64","-1.44444444444444","-1.88888888888889","-1.125","0.2","0.2","NaN","-2.61726945467913","-3.07851038522054","-0.920940086687936","0.229178479712939","0.242723242908291","0","1843.34659221849","-905.972306511843","378"
"65","-2.55555555555556","-1.88888888888889","-3","0.2","0.2","NaN","-2.61766355699563","-3.07854249292864","-0.919247008691676","0.229199206085253","0.242657890121957","0","1843.34663185878","-905.972326331991","73"
"66","-1.44444444444444","-5","-1.125","0.2","0.2","NaN","-2.61916541814946","-3.08035026780262","-0.920055275965826","0.229231649736356","0.242735168552071","0","1843.34704940374","-905.972535104469","308"
"67","-3","-1.88888888888889","-0.5","0.2","0.2","NaN","-2.61746443052937","-3.07840810395103","-0.92153937815869","0.229188278736097","0.242670352135147","0","1843.34660843016","-905.972314617679","471"
"68","-1.22222222222222","-1.88888888888889","-0.5","0.2","0.2","NaN","-2.61843806428701","-3.08012825669992","-0.91667631528374","0.229157615958403","0.242700493983415","0","1843.34678139712","-905.972401101162","479"
"69","-1.88888888888889","-3.22222222222222","-3","0.2","0.2","NaN","-2.61886991860496","-3.08361189492834","-0.927638744041075","0.229293122104242","0.242762429399069","0","1843.34705321147","-905.972537008336","46"
"70","-1","-1.88888888888889","-2.375","0.2","0.2","NaN","-2.61813189864334","-3.08061121538178","-0.91957669275424","0.229191145776062","0.242703297310529","0","1843.34659362826","-905.972307216729","180"
"71","-1.44444444444444","-2.77777777777778","-0.5","0.2","0.2","NaN","-2.47222473758916","-2.69722352908733","0.27836104279952","0.230651890364192","0.243078232817472","0","1848.23475851714","-908.41638966117","458"
"72","-2.77777777777778","-4.55555555555556","-3","0.2","0.2","NaN","-2.61784444345048","-3.07905074011211","-0.922423700062515","0.229181130702768","0.242714038082391","0","1843.34656922313","-905.972295014164","12"
"73","-2.77777777777778","-4.11111111111111","-1.125","0.2","0.2","NaN","-2.61803897043783","-3.08066633697599","-0.922535222167307","0.229168604512911","0.242691871109219","0","1843.34658841365","-905.972304609427","322"
"74","-1","-2.77777777777778","-1.75","0.2","0.2","NaN","-2.63928162652309","-3.11688860757888","-1.29410780435945","0.229253332866361","0.242717170843697","0","1843.54782109966","-906.072920952429","260"
"75","-1","-2.33333333333333","-1.125","0.2","0.2","NaN","-2.61828015339947","-3.07491420980373","-0.915456138279994","0.229231799342574","0.24261733350421","0","1843.34780187023","-905.972911337716","370"
"76","-1.44444444444444","-4.11111111111111","-0.5","0.2","0.2","NaN","-2.61772704658108","-3.0788113353606","-0.923726239617099","0.229195782809017","0.242701119162886","0","1843.3465817526","-905.972301278898","428"
"77","-3","-1.44444444444444","-2.375","0.2","0.2","NaN","-2.617703846248","-3.07934920440115","-0.924879775264234","0.229184177322055","0.242766071978717","0","1843.34663973112","-905.972330268158","181"
"78","-1.44444444444444","-3.66666666666667","-1.125","0.2","0.2","NaN","-2.61645347837403","-3.07769735584431","-0.910346575256651","0.229196084128694","0.242753326768311","0","1843.34685596348","-905.972438384341","338"
"79","-1.66666666666667","-1.44444444444444","-1.125","0.2","0.2","NaN","-2.61743169220433","-3.07847607851577","-0.924429988710125","0.229194848561279","0.242726521353679","0","1843.34662021481","-905.972320510007","387"
"80","-1.44444444444444","-4.55555555555556","-3","0.2","0.2","NaN","-2.66318432652213","-3.24629225033686","-1.13473017591592","0.229623315755425","0.243026775220291","0","1843.7611383075","-906.179579556347","18"
"81","-2.33333333333333","-1","-2.375","0.2","0.2","NaN","-2.61782059368612","-3.08066302884138","-0.920470181611007","0.229165509565174","0.242736390642816","0","1843.34660135296","-905.97231107908","194"
"82","-1.44444444444444","-1.44444444444444","-1.125","0.2","0.2","NaN","-2.61717493966032","-3.07678119925491","-0.92156475994344","0.229233188599508","0.242730532449558","0","1843.34672078988","-905.97237079754","388"
"83","-1.44444444444444","-2.77777777777778","-3","0.2","0.2","NaN","-2.61585520268199","-3.07428247354533","-0.913774512522641","0.229310553097657","0.242742016132021","0","1843.34735786254","-905.972689333867","58"
"84","-1.44444444444444","-5","-0.5","0.2","0.2","NaN","-2.61847469753964","-3.07866594644151","-0.931872908898234","0.229222847059596","0.24271269312886","0","1843.34689573245","-905.972458268825","408"
"85","-1.44444444444444","-3.22222222222222","-2.375","0.2","0.2","NaN","-2.61864736772771","-3.07996446184892","-0.916841852324456","0.228915390584234","0.242795409085244","0","1843.3485625047","-905.973291654948","148"
"86","-1.22222222222222","-1.44444444444444","-0.5","0.2","0.2","NaN","-2.61748009149504","-3.07833805079724","-0.91969044645426","0.229174872063228","0.242750434104078","0","1843.34660669582","-905.972313750507","489"
"87","-2.55555555555556","-5","-0.5","0.2","0.2","NaN","-2.61793901063444","-3.08003847577556","-0.919989926368282","0.229206936185209","0.242710147485626","0","1843.34656539417","-905.972293099682","403"
"88","-1.22222222222222","-2.77777777777778","-2.375","0.2","0.2","NaN","-2.61786747605143","-3.08054816295974","-0.91733717585551","0.229152699547318","0.242698302075949","0","1843.34664447608","-905.972332640642","159"
