"","r2_log","alpha11","alpha22","alpha12","alpha21","sigma","sigma2","error","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"72","-5","5e-04","0.001","5e-04","0.001","-1.6094379124341","-1.6094379124341","NaN","-10.5922639574015","0.000479798419318132","0.00172834378128065","15.3474345511471","-0.284139647106419","-0.284139647106419","-1.18245672859875","0","145.050572805376","-53.8947514757035","817"
"73","-1","0.005","0.001","0.001","0.005","-1.6094379124341","-1.6094379124341","NaN","-3.80547194839625","0.000477552955198344","0.00174159750244466","0.0225646857275552","-0.00256662424945089","-0.00256662424945089","-1.18170029098212","0","130.529505540081","-46.6342178430559","635"
"74","-0.5","5e-04","0.005","0.005","5e-04","-1.6094379124341","-1.6094379124341","NaN","-5.6060543114913","0.000483624029313178","0.00173620831865322","0.100377137685869","-0.000465805253748999","-0.000465805253748999","-1.18183720515199","0","146.735812069371","-54.7373711077009","164"
"75","-1","0.001","5e-04","5e-04","0.001","-1.6094379124341","-1.6094379124341","NaN","-8.56473304886295","0.0004825124639338","0.00163899941591337","-0.0105337861223293","-0.00259533829653339","-0.00259533829653339","-1.18402667124942","0","160.866688160648","-61.8028091533397","271"
"76","-1","0.001","0.005","0.005","0.001","-1.6094379124341","-1.6094379124341","replacement has 76 rows, data has 98","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NA","NA","423"
"77","-0.5","0.001","0.001","0.001","0.005","-1.6094379124341","-1.6094379124341","NaN","-1.83211254404654","0.000478873732027115","0.00176790996051817","0.00611497526956469","3.30342503916531e-06","3.30342503916531e-06","-1.05041164793954","0","178.205028841294","-70.4719794936624","600"
"78","-0.5","0.005","5e-04","5e-04","0.001","-1.6094379124341","-1.6094379124341","NaN","-7.41886914684546","0.000485038864898135","0.00170584831826176","0.445256214288838","0.0111577352787472","0.0111577352787472","-1.18357851508198","0","151.900475851486","-57.3197029987588","780"
"79","-5","0.005","0.001","0.005","0.001","-1.6094379124341","-1.6094379124341","NaN","-6.33197563725891","0.000486111738727217","0.00171818492323282","0.2500309338394","-0.0417024698725194","-0.0417024698725194","-1.18484060198306","0","128.880731049339","-45.809830597685","953"
"80","-0.5","0.001","5e-04","0.001","5e-04","-1.6094379124341","-1.6094379124341","NaN","-3.78868489910102","0.000503648016231043","0.0017793520137279","0.00886484725043691","0.000575725676110801","0.000575725676110801","-1.18270140097321","0","154.949916797106","-58.8444234715684","208"
"81","-3","5e-04","0.005","0.005","0.001","-1.6094379124341","-1.6094379124341","NaN","-4.97730083383773","0.000481729924319463","0.00171868732287826","0.0658127971829093","-0.0105534518084917","-0.0105534518084917","-1.18247250102822","0","129.128480668289","-45.9337054071603","930"
"82","-5","0.001","5e-04","0.001","0.001","-1.6094379124341","-1.6094379124341","NaN","-4.90021073762523","0.000480108005872541","0.00174344403822459","0.0616672913783959","-0.00958502766209378","-0.00958502766209378","-1.18469014812002","0","129.15396177181","-45.9464459589206","837"
"83","-1","0.001","5e-04","0.005","5e-04","-1.6094379124341","-1.6094379124341","NaN","-8.23286164304898","0.000471694630363671","0.00176103801700874","1.80720221929301","-0.245775224450077","-0.245775224450077","-1.18127284768006","0","129.494911807981","-46.1169209770061","143"
"84","-0.5","0.005","0.005","0.001","0.001","-1.6094379124341","-1.6094379124341","NaN","-4.52929324062063","0.000478505236424612","0.00173279792524329","0.042613746318197","-0.00645679820909547","-0.00645679820909547","-1.18475580970423","0","129.376434899213","-46.057682522622","1004"
"85","-5","0.001","0.001","5e-04","0.001","-1.6094379124341","-1.6094379124341","NaN","-5.4671509346792","0.000483055553729617","0.00178645154840282","0.107616830203559","-0.0173066748622862","-0.0173066748622862","-1.18389029245431","0","129.007097479812","-45.8730138129215","829"
"86","-3","0.001","0.005","0.001","0.005","-1.6094379124341","-1.6094379124341","NaN","-4.71248614992545","0.000479878099909654","0.00171486006309238","0.0514201426337033","-0.00772848708512048","-0.00772848708512048","-1.18249300080545","0","129.256855813917","-45.9978929799741","622"
"87","-0.5","0.001","0.001","5e-04","0.001","-1.6094379124341","-1.6094379124341","NaN","-6.11733232177268","0.000481263399802013","0.00169803751435809","0.169031160232243","-0.00183328943238086","-0.00183328943238086","-1.18438222295227","0","145.953976867425","-54.3464535067278","312"
"88","-1","0.001","0.001","0.001","0.001","-1.6094379124341","-1.6094379124341","NaN","-3.64178016384683","0.00050386257045397","0.00130204562049628","0.0151271909978189","-0.00020220905820118","-0.00020220905820118","-1.18099938218753","0","143.243460319826","-52.9911952329285","863"
"89","-5","0.001","5e-04","0.005","5e-04","-1.6094379124341","-1.6094379124341","NaN","-7.52101769878266","0.000480777765138742","0.00173515833019555","0.812092438546579","-0.138771245501077","-0.138771245501077","-1.1832357367248","0","128.82616520621","-45.7825476761205","133"
"90","-5","0.001","0.001","0.001","0.005","-1.6094379124341","-1.6094379124341","NaN","-5.74984571581386","0.0004804743937153","0.00174747637722745","0.13869784505514","-0.0231307349504602","-0.0231307349504602","-1.18219591195196","0","128.940770239378","-45.8398501927044","733"
"91","-0.5","5e-04","0.001","0.005","5e-04","-1.6094379124341","-1.6094379124341","NaN","-3.4657335757257","0.000481090137045354","0.00168443696114586","0.0159065611763558","-0.00169594510282061","-0.00169594510282061","-1.1826468739919","0","131.630856795911","-47.1848934709712","148"
"92","-5","0.005","0.005","0.001","0.001","-1.6094379124341","-1.6094379124341","NaN","-5.24384340043044","0.000481459592820234","0.00173552950822163","0.0861256705200995","-0.0137949387395589","-0.0137949387395589","-1.18380280825104","0","129.034321035864","-45.8866255909476","873"
"93","-0.5","0.001","0.001","0.005","0.005","-1.6094379124341","-1.6094379124341","NaN","-1.3812318680121","0.000478696986673662","0.00176372458076082","0.00518127179189938","0.000167940165765785","0.000167940165765785","-1.16721383905964","0","223.378698399272","-93.0588142726516","672"
"94","-0.5","0.001","0.001","0.005","5e-04","-1.6094379124341","-1.6094379124341","NaN","-3.61011766957762","0.000466658986050632","0.00162224783074374","0.018254180474954","-0.00189230180804126","-0.00189230180804126","-1.18633366542329","0","131.401256231279","-47.070093188655","192"
"95","-5","0.005","0.005","0.005","5e-04","-1.6094379124341","-1.6094379124341","NaN","-5.57813839905045","0.00048077307038973","0.00172372605928592","0.11790058964703","-0.0191603124159168","-0.0191603124159168","-1.18866368995002","0","128.980671071223","-45.8598006086268","169"
"96","-0.5","0.005","5e-04","0.005","0.005","-1.6094379124341","-1.6094379124341","NaN","-0.671356714847443","0.000520493442440706","0.00166554771579737","0.00473987000557188","0.000311255962472871","0.000311255962472871","-1.13008397233556","0","340.95153850571","-151.845234325871","652"
"97","-1","0.001","0.005","0.001","0.001","-1.6094379124341","-1.6094379124341","NaN","-10.4831150747966","0.000484860547552074","0.00170802851143579","10.0326652859194","0.186439794471886","0.186439794471886","-1.18324252452956","0","151.103431103134","-56.9211806245827","359"
"98","-3","0.001","5e-04","0.005","0.001","-1.6094379124341","-1.6094379124341","NaN","-4.34374535774371","0.000481708689368021","0.00174257154948364","0.035178299637044","-0.0052588683850092","-0.0052588683850092","-1.18070178970683","0","129.56667379806","-46.1528019720455","398"
