"","a_log","h_log","log_w","sigma","sigma2","error","a_log.est","h_log.est","log_w.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"32","-2.5","-5","-7.5","0.2","0.2","NaN","-1.85799047211283","-4.36160509254352","-7.59544841949089","0.430977731109128","0.280173219268473","0","2873.17428219758","-1420.96220299314","52"
"33","-1","-2","-5","0.2","0.2","NaN","-1.85840916403545","-4.3648212499686","-7.58173783017345","0.430836692080765","0.280147616715581","0","2873.17495559913","-1420.96253969391","120"
"34","-1","-4","-6.25","0.2","0.2","NaN","-1.8580665917358","-4.36217897170947","-7.59484744627034","0.430976224204402","0.280117690220188","0","2873.17436742295","-1420.96224560582","85"
"35","-2.5","-1","-7.5","0.2","0.2","NaN","-1.85774718103087","-4.36029427551158","-7.58974586598878","0.430956633231472","0.280178793528375","0","2873.17427608823","-1420.96219993846","72"
"36","-3","-2","-8.75","0.2","0.2","NaN","-1.88012162255468","-4.38832276645823","-7.91705693429216","0.430865655746599","0.280134063435725","0","2873.28089219621","-1421.01550799246","41"
"37","-3","-2","-10","0.2","0.2","NaN","-1.88012162255468","-4.38832276645823","-7.91705693429216","0.430865655746599","0.280134063435725","0","2873.28089219621","-1421.01550799246","16"
"38","-1","-3","-5","0.2","0.2","NaN","-1.85781368218704","-4.36242181038403","-7.59231525110808","0.430765411705278","0.280122663413738","0","2873.17458964977","-1420.96235671924","115"
"39","-1","-4","-8.75","0.2","0.2","NaN","-1.8580665917358","-4.36217897170947","-7.59484744627034","0.430976224204402","0.280117690220188","0","2873.17436742295","-1420.96224560582","35"
"40","-2","-5","-6.25","0.2","0.2","NaN","-1.85790559827302","-4.35848540397842","-7.59062445467716","0.430844084891476","0.280151091017304","0","2873.17459226522","-1420.96235802696","78"
"41","-2.5","-5","-6.25","0.2","0.2","NaN","-1.85799047211283","-4.36160509254352","-7.59544841949089","0.430977731109128","0.280173219268473","0","2873.17428219758","-1420.96220299314","77"
"42","-1.5","-3","-5","0.2","0.2","NaN","-1.85783139840618","-4.36025359785355","-7.59358772830121","0.430965933126786","0.280216717058772","0","2873.17427547873","-1420.96219963372","114"
"43","-2.5","-2","-8.75","0.2","0.2","NaN","-1.85532176615741","-4.35915388950216","-7.55138455492397","0.430987768936404","0.280168423839552","0","2873.17637931073","-1420.96325154972","42"
"44","-1.5","-5","-8.75","0.2","0.2","NaN","-1.85929426690313","-4.36385851650328","-7.59978448504988","0.430941293793499","0.28019787969842","0","2873.17451723721","-1420.96232051296","29"
"45","-1","-2","-7.5","0.2","0.2","NaN","-1.85840916403545","-4.3648212499686","-7.58173783017345","0.430836692080765","0.280147616715581","0","2873.17495559913","-1420.96253969391","70"
"46","-1.5","-1","-5","0.2","0.2","NaN","-1.85344777616523","-4.35744027610255","-7.53442141359596","0.430979175892206","0.280262272652007","0","2873.17863210698","-1420.96437794784","124"
"47","-3","-3","-5","0.2","0.2","NaN","-1.85902140501584","-4.36575421918217","-7.59749206621967","0.431146809585083","0.280207741016055","0","2873.17478208561","-1420.96245293716","111"
"48","-2.5","-4","-7.5","0.2","0.2","NaN","-1.85861820097123","-4.36254557855252","-7.59381476866365","0.430916415629555","0.280274904515289","0","2873.17440600913","-1420.96226489892","57"
"49","-2.5","-5","-8.75","0.2","0.2","NaN","-1.85799047211283","-4.36160509254352","-7.59544841949089","0.430977731109128","0.280173219268473","0","2873.17428219758","-1420.96220299314","27"
"50","-2.5","-3","-7.5","0.2","0.2","NaN","-1.86059600436207","-4.3668192154136","-7.60522618650938","0.431052367391676","0.280125263680175","0","2873.17549431463","-1420.96280905167","62"
"51","-3","-4","-10","0.2","0.2","NaN","-1.85814862561152","-4.36190574901527","-7.59330979185027","0.430956992960245","0.28018337397478","0","2873.17425272486","-1420.96218825678","6"
"52","-3","-3","-6.25","0.2","0.2","NaN","-1.85737623289552","-4.36022005545118","-7.5491439489344","0.430585882265589","0.280391885662276","0","2873.17984230056","-1420.96498304463","86"
"53","-2","-3","-7.5","0.2","0.2","NaN","-1.85783248246682","-4.36100644352825","-7.58983693077995","0.430992990479595","0.280197066691261","0","2873.17425306704","-1420.96218842787","63"
"54","-1.5","-1","-8.75","0.2","0.2","NaN","-1.85950328394905","-4.35946417735616","-7.60043483908923","0.430718287073822","0.280232293341479","0","2873.17545852167","-1420.96279115518","49"
"55","-3","-4","-5","0.2","0.2","NaN","-1.85814862561152","-4.36190574901527","-7.59330979185027","0.430956992960245","0.28018337397478","0","2873.17425272486","-1420.96218825678","106"
"56","-1.5","-4","-8.75","0.2","0.2","NaN","-1.86262124995148","-4.35146054865996","-7.7161922003455","0.430942299340695","0.28026776430256","0","2873.19795208122","-1420.97403793496","34"
"57","-3","-2","-6.25","0.2","0.2","NaN","-1.85791151914231","-4.3614978651164","-7.59461696553587","0.430880887864042","0.280209959611887","0","2873.17429883303","-1420.96221131087","91"
"58","-1.5","-5","-7.5","0.2","0.2","NaN","-1.85772164861741","-4.36110570990406","-7.59158765115609","0.430940272020982","0.28016342284935","0","2873.17427309374","-1420.96219844122","54"
"59","-3","-1","-8.75","0.2","0.2","NaN","-1.85811510266492","-4.3604068373099","-7.59430334836379","0.430946591451384","0.28023225185999","0","2873.17429569758","-1420.96220974314","46"
"60","-2","-2","-10","0.2","0.2","NaN","-1.85630500608406","-4.35311547919333","-7.59539782731268","0.431000481654831","0.280183904329937","0","2873.17583466157","-1420.96297922514","18"
"61","-1.5","-3","-10","0.2","0.2","NaN","-1.86223941133768","-4.36569053938824","-7.65502440373859","0.431029892246824","0.280233807719154","0","2873.17909399116","-1420.96460888993","14"
"62","-1","-2","-6.25","0.2","0.2","NaN","-1.85856353984879","-4.35882286685622","-7.61163019161598","0.431051697358311","0.280271235112027","0","2873.17511412524","-1420.96261895697","95"
"63","-1.5","-5","-10","0.2","0.2","NaN","-1.85772164861741","-4.36110570990406","-7.59158765115609","0.430940272020982","0.28016342284935","0","2873.17427309374","-1420.96219844122","4"
"64","-1","-5","-8.75","0.2","0.2","NaN","-1.85790873842179","-4.36117123631687","-7.59059208276328","0.430896997514394","0.280143698104883","0","2873.17431843698","-1420.96222111284","30"
"65","-2","-3","-8.75","0.2","0.2","NaN","-1.85783248246682","-4.36100644352825","-7.58983693077995","0.430992990479595","0.280197066691261","0","2873.17425306704","-1420.96218842787","38"
"66","-2","-1","-8.75","0.2","0.2","NaN","-1.85771213983778","-4.36007947428751","-7.59085355063841","0.430909068125481","0.280239499686656","0","2873.17430177886","-1420.96221278378","48"
"67","-2.5","-2","-6.25","0.2","0.2","NaN","-1.85786494306027","-4.36043976137976","-7.59024174815682","0.430971278801479","0.280251650350292","0","2873.17429558483","-1420.96220968677","92"
"68","-3","-1","-6.25","0.2","0.2","NaN","-1.85811510266492","-4.3604068373099","-7.59430334836379","0.430946591451384","0.28023225185999","0","2873.17429569758","-1420.96220974314","96"
"69","-1.5","-3","-6.25","0.2","0.2","NaN","-1.86223941133768","-4.36569053938824","-7.65502440373859","0.431029892246824","0.280233807719154","0","2873.17909399116","-1420.96460888993","89"
"70","-3","-5","-8.75","0.2","0.2","NaN","-1.85783947552196","-4.36072249168919","-7.59197211065631","0.431029381252255","0.280254052518822","0","2873.17430310576","-1420.96221344723","26"
"71","-1","-3","-8.75","0.2","0.2","NaN","-1.85792814595181","-4.36217357265533","-7.59543762443308","0.430893908128417","0.280101564240701","0","2873.1744670868","-1420.96229543775","40"
"72","-2","-4","-7.5","0.2","0.2","NaN","-1.85712835935276","-4.36062476997762","-7.58678160821931","0.430968265197779","0.280140737824082","0","2873.17438117109","-1420.9622524799","58"
"73","-2.5","-3","-6.25","0.2","0.2","NaN","-1.85769702193072","-4.36220233572529","-7.58927559017752","0.431004810893598","0.280327253568876","0","2873.17447438801","-1420.96229908836","87"
"74","-1.5","-2","-7.5","0.2","0.2","NaN","-1.85762258847852","-4.36107192546963","-7.59055934562275","0.4309324916168","0.280225214854862","0","2873.17426134311","-1420.96219256591","69"
"75","-3","-4","-7.5","0.2","0.2","NaN","-1.85814862561152","-4.36190574901527","-7.59330979185027","0.430956992960245","0.28018337397478","0","2873.17425272486","-1420.96218825678","56"
"76","-1.5","-2","-6.25","0.2","0.2","NaN","-1.85781907911639","-4.3611171018497","-7.59069794939191","0.430965288085634","0.280196311990535","0","2873.17424113769","-1420.9621824632","94"
"77","-1","-1","-10","0.2","0.2","NaN","-1.85780897116618","-4.35982245198724","-7.59387259482216","0.43099413297866","0.280221250118098","0","2873.17430908843","-1420.96221643856","25"
"78","-2","-3","-10","0.2","0.2","NaN","-1.85724292062704","-4.36017802187464","-7.58177326534638","0.431013903361228","0.280281766137896","0","2873.17446530373","-1420.96229454622","13"
"79","-3","-1","-5","0.2","0.2","NaN","-1.85848057408308","-4.3626552372989","-7.59933428227367","0.43111123853584","0.280222407698893","0","2873.17445150628","-1420.96228764749","121"
"80","-1.5","-4","-7.5","0.2","0.2","NaN","-1.85789856463366","-4.36129129972387","-7.59039811983975","0.430959816222128","0.280228238231374","0","2873.17424899588","-1420.96218639229","59"
"81","-3","-3","-10","0.2","0.2","NaN","-1.85798128770616","-4.36149782934923","-7.59318775511091","0.431010160416953","0.280231369031103","0","2873.17426196306","-1420.96219287588","11"
"82","-1","-1","-8.75","0.2","0.2","NaN","-1.85780897116618","-4.35982245198724","-7.59387259482216","0.43099413297866","0.280221250118098","0","2873.17430908843","-1420.96221643856","50"
"83","-2","-5","-5","0.2","0.2","NaN","-1.83215688764316","-4.32064373835932","-7.32514042879287","0.431119525208621","0.280077254005465","0","2873.29580807283","-1421.02296593076","103"
"84","-1","-3","-10","0.2","0.2","NaN","-1.93252051733779","-4.41281195560603","-11.1578784712116","0.431437995338546","0.280199593105706","0","2874.71997149734","-1421.73504764302","15"
"85","-2","-2","-6.25","0.2","0.2","NaN","-1.93410065691009","-4.41717897923241","-12.1484845376433","0.431473872209614","0.280171297494931","0","2874.78464940323","-1421.76738659597","93"
"86","-3","-2","-5","0.2","0.2","NaN","-1.85775260269839","-4.36106828447675","-7.58895623980154","0.430940260149676","0.28026783784411","0","2873.17430210847","-1420.96221294859","116"
"87","-2.5","-2","-10","0.2","0.2","NaN","-1.85703655754975","-4.35884847063224","-7.57842930173098","0.431003467054124","0.280209767883298","0","2873.1745621032","-1420.96234294595","17"
"88","-2","-1","-5","0.2","0.2","NaN","-1.85812024305845","-4.36276272100746","-7.59117160871264","0.431003910470932","0.280228208086645","0","2873.17429022743","-1420.96220700806","123"
"89","-1.5","-1","-6.25","0.2","0.2","NaN","-1.85735048537809","-4.3595352097833","-7.58953595964225","0.430631036770704","0.280007973972345","0","2873.17544444847","-1420.96278411859","99"
"90","-1.5","-3","-8.75","0.2","0.2","NaN","-1.87120834153581","-4.32601222827903","-8.0102584973366","0.43076956885211","0.280332734814917","0","2873.39984657452","-1421.07498518161","39"
"91","-3","-2","-7.5","0.2","0.2","NaN","-1.85775260269839","-4.36106828447675","-7.58895623980154","0.430940260149676","0.28026783784411","0","2873.17430210847","-1420.96221294859","66"
"92","-1.5","-2","-10","0.2","0.2","NaN","-1.85781907911639","-4.3611171018497","-7.59069794939191","0.430965288085634","0.280196311990535","0","2873.17424113769","-1420.9621824632","19"
"93","-2","-4","-8.75","0.2","0.2","NaN","-1.85697126833814","-4.35771303687681","-7.58706568606768","0.43098141624666","0.280244278258641","0","2873.17451907109","-1420.96232142989","33"
"94","-1","-3","-6.25","0.2","0.2","NaN","-1.93252051733779","-4.41281195560603","-11.1578784712116","0.431437995338546","0.280199593105706","0","2874.71997149734","-1421.73504764302","90"
"95","-3","-5","-7.5","0.2","0.2","NaN","-1.85851326763215","-4.3618590743314","-7.59672225317688","0.431086783288832","0.280231796413547","0","2873.1743870179","-1420.9622554033","51"
"96","-2.5","-2","-5","0.2","0.2","NaN","-1.85703655754975","-4.35884847063224","-7.57842930173098","0.431003467054124","0.280209767883298","0","2873.1745621032","-1420.96234294595","117"
"97","-1","-1","-7.5","0.2","0.2","NaN","-1.85780897116618","-4.35982245198724","-7.59387259482216","0.43099413297866","0.280221250118098","0","2873.17430908843","-1420.96221643856","75"
"98","-3","-5","-5","0.2","0.2","NaN","-1.85851326763215","-4.3618590743314","-7.59672225317688","0.431086783288832","0.280231796413547","0","2873.1743870179","-1420.9622554033","101"
