a_log,h_log,log_w,kr_log,sigma,sigma2,error,a_log.est,h_log.est,log_w.est,kr_log.est,sigma.est,sigma2.est,converge,BIC,logLik,strtpt
-1.5,-3,-5,-2.375,0.2,0.2,,-1.30774997260462,-4.12322873398327,-6.62478794965307,0.547122727996651,0.401154069406968,0.280337956839005,0,2805.8697659754,-1384.18495726092,239
-1,-1,-5,-0.5,0.2,0.2,,-1.4159978815115,-4.13749202710157,-7.54511687803814,0.551490830526016,0.404821147625448,0.280376367925255,0,2811.35451655223,-1386.92733254934,625
-2,-4,-7.5,-3,0.2,0.2,,-1.19683731624561,-4.11459841150014,-6.52969657882502,0.854059650062379,0.391638673461029,0.277227641748002,0,2810.9157137113,-1386.70793112887,58
-1.5,-3,-10,-2.375,0.2,0.2,,-1.30774997260462,-4.12322873398327,-6.62478794965307,0.547122727996651,0.401154069406968,0.280337956839005,0,2805.8697659754,-1384.18495726092,139
-1.5,-3,-7.5,-3,0.2,0.2,,-1.30879608909023,-4.12443070458351,-6.62089666319538,0.543730087038,0.401260859408669,0.280300412578159,0,2805.86833321598,-1384.18424088121,64
-3,-3,-7.5,-3,0.2,0.2,,-1.29320856917205,-3.95501743719778,-6.73007751441272,0.499805233109329,0.398965821677372,0.283143543467968,0,2807.36593472378,-1384.93304163511,61
-2.5,-4,-5,-2.375,0.2,0.2,,-1.3085311884679,-4.12354871365355,-6.62112948755845,0.549654468661285,0.401329075672709,0.280261961630415,0,2805.86806010698,-1384.18410432671,232
-1.5,-5,-10,-0.5,0.2,0.2,,-1.30829323576822,-4.1238138836272,-6.61918936552283,0.548903359938108,0.401393597629453,0.280293203482471,0,2805.86808767024,-1384.18411810834,504
-1.5,-5,-8.75,-2.375,0.2,0.2,,-1.30886058666326,-4.12686308563775,-6.61529717803586,0.545641825542857,0.40129433446136,0.280226309210086,0,2805.86844522516,-1384.1842968858,154
-1,-4,-8.75,-0.5,0.2,0.2,,-1.30914317106802,-4.12567950702738,-6.62001341409025,0.54516313342168,0.401354639552443,0.280312039030868,0,2805.8681359273,-1384.18414223687,535
-2.5,-1,-5,-0.5,0.2,0.2,,-1.30714303174819,-4.12650392818464,-6.61271230930653,0.55605775043664,0.401626062672178,0.280422534541514,0,2805.87040438312,-1384.18527646478,622
-1.5,-1,-7.5,-2.375,0.2,0.2,,-1.39773325234657,-4.14888614311378,-7.30628134222681,0.655399607833365,0.403292773205667,0.280379830382539,0,2809.56537103231,-1386.03275978938,199
-2.5,-2,-8.75,-1.75,0.2,0.2,,-1.30886754375456,-4.12249283498433,-6.62516826821013,0.552355400622397,0.40135150260162,0.280173650818835,0,2805.86858405372,-1384.18436630008,292
-2.5,-1,-7.5,-1.75,0.2,0.2,,-1.31103007662846,-4.12752682505441,-6.63760604595211,0.553450083475918,0.401764489286472,0.279884304433656,0,2805.87556973199,-1384.18785913922,322
-2.5,-2,-5,-0.5,0.2,0.2,,-1.30960288488521,-4.12606060273518,-6.62078026743507,0.546895760222392,0.401373789177284,0.280248713541427,0,2805.86816317807,-1384.18415586226,617
-2.5,-5,-5,-3,0.2,0.2,,-1.47759795071115,-4.04536680203906,-11.315626667976,0.630156426025565,0.408318598591382,0.280395798013534,0,2824.37555213777,-1393.43785034211,102
-2.5,-3,-7.5,-2.375,0.2,0.2,,-1.30122166569045,-4.11199962409903,-6.63106821104964,0.578522554320692,0.401304058954061,0.280308538731344,0,2805.88742595725,-1384.19378725184,187
-2.5,-2,-8.75,-1.125,0.2,0.2,,-1.30457904250594,-4.12376116587927,-6.61049327047577,0.545555191017314,0.401129037091658,0.28027712046981,0,2805.87405550133,-1384.18710202389,417
-1,-5,-10,-1.125,0.2,0.2,,-1.3094767434984,-4.12373587383848,-6.62096396048672,0.544368350551368,0.401397375653454,0.280226205924167,0,2805.86841884364,-1384.18428369504,380
-2,-1,-5,-0.5,0.2,0.2,,-1.31777168048998,-4.13574527095142,-6.65414357868883,0.515502116896497,0.401088776341938,0.280104380427504,0,2805.89372602484,-1384.19693728564,623
-2.5,-4,-7.5,-2.375,0.2,0.2,,-1.49018325345792,-4.09876098016077,-9.52781405886129,0.49708265707702,0.407730006352959,0.280572570047527,0,2822.39105279467,-1392.44560067056,182
-2,-2,-8.75,-2.375,0.2,0.2,,-1.45982155169707,-4.17619214510139,-7.7187611140531,0.131339427202578,0.402753551822923,0.279013432634712,0,2814.47975922775,-1388.48995388709,168
-2,-3,-5,-3,0.2,0.2,,-1.31000485511591,-4.12639135651489,-6.62194126551358,0.543141527842611,0.401377931997337,0.280346098802404,0,2805.86842590329,-1384.18428722487,113
-2,-3,-8.75,-2.375,0.2,0.2,,-1.30439766163484,-4.12269374230564,-6.61200581026149,0.565408446499801,0.400905755252661,0.280780388796131,0,2805.87721743067,-1384.18868298856,163
-3,-3,-7.5,-0.5,0.2,0.2,,-1.31033082093928,-4.12517058247581,-6.62521016198592,0.547134825435784,0.401217583668518,0.280293882716174,0,2805.86862193607,-1384.18438524126,561
-2,-2,-5,-1.125,0.2,0.2,,-1.30729787386907,-4.12299925341985,-6.61985145701883,0.55511006258489,0.401151693224311,0.28008445089042,0,2805.86926348539,-1384.18470601592,493
-2.5,-5,-7.5,-0.5,0.2,0.2,,-1.30880134010132,-4.12349738170676,-6.62157837405472,0.549742198759852,0.401377140348356,0.280256679367197,0,2805.8681051855,-1384.18412686597,552
-2,-5,-7.5,-0.5,0.2,0.2,,-1.4875788964678,-4.08773918339689,-9.78798062139015,0.568791593188874,0.408060644588389,0.280337329640938,0,2822.86395411343,-1392.68205132994,553
-2.5,-3,-10,-3,0.2,0.2,,-1.3093633008088,-4.12505982125328,-6.62098273150537,0.548347643685348,0.401067607699348,0.280248424455659,0,2805.868553865,-1384.18435120572,12
-1,-2,-6.25,-1.125,0.2,0.2,,-1.30802407071567,-4.12924962799954,-6.6152603314874,0.556813964703549,0.401529483825623,0.280576295630882,0,2805.87177672647,-1384.18596263646,470
-3,-3,-6.25,-0.5,0.2,0.2,,-1.31033082093928,-4.12517058247581,-6.62521016198592,0.547134825435784,0.401217583668518,0.280293882716174,0,2805.86862193607,-1384.18438524126,586
-2.5,-3,-8.75,-2.375,0.2,0.2,,-1.30875693462456,-4.1246674796996,-6.62245304027001,0.550837088208226,0.401257633707686,0.280265796713453,0,2805.8681787371,-1384.18416364177,162
-2,-2,-7.5,-2.375,0.2,0.2,,-1.45982155169707,-4.17619214510139,-7.7187611140531,0.131339427202578,0.402753551822923,0.279013432634712,0,2814.47975922775,-1388.48995388709,193
-2,-3,-10,-2.375,0.2,0.2,,-1.30439766163484,-4.12269374230564,-6.61200581026149,0.565408446499801,0.400905755252661,0.280780388796131,0,2805.87721743067,-1384.18868298856,138
-1.5,-2,-8.75,-2.375,0.2,0.2,,-1.30842611725709,-4.12342519057685,-6.62371779908943,0.549125319317605,0.40125820902828,0.28035810694713,0,2805.86846201202,-1384.18430527923,169
-1,-4,-6.25,-1.75,0.2,0.2,,-1.30813276709373,-4.12337795885166,-6.61593928040016,0.543711425107813,0.401392297957935,0.280168582325124,0,2805.8686987267,-1384.18442363657,335
-3,-2,-8.75,-0.5,0.2,0.2,,-1.30874688898375,-4.12584761806664,-6.62256658315487,0.544851778281316,0.401317725052536,0.280281926058837,0,2805.868689566,-1384.18441905622,541
-1,-3,-6.25,-3,0.2,0.2,,-1.30801415072145,-4.12433116985921,-6.61773930560867,0.549636344482024,0.401300430241648,0.280322269801914,0,2805.86817709864,-1384.18416282254,90
-1.5,-3,-6.25,-2.375,0.2,0.2,,-1.49372780351437,-4.09511621625659,-9.77993331069258,0.462906829227357,0.408151625654467,0.280299334485136,0,2823.02004171914,-1392.76009513279,214
-1,-1,-6.25,-2.375,0.2,0.2,,-1.30938682294274,-4.12529573421471,-6.62113396171168,0.549236288179977,0.40130075849997,0.280255956945071,0,2805.86814240726,-1384.18414547685,225
-2,-5,-10,-3,0.2,0.2,,-1.45198485253538,-4.12210913063007,-8.15063302049315,0.584103190186205,0.404923789547478,0.280716535560141,0,2816.09028921754,-1389.29521888199,3
-2,-2,-6.25,-1.75,0.2,0.2,,-1.31092796365341,-4.12887999604801,-6.62315704042485,0.541559680027325,0.401013253298454,0.280472678122151,0,2805.87018412375,-1384.1851663351,343
-2.5,-1,-5,-1.125,0.2,0.2,,-1.30942201026761,-4.12561102929242,-6.62311590426857,0.549935353395669,0.401358572345797,0.280368592227782,0,2805.86833290104,-1384.18424072374,497
-2,-1,-7.5,-0.5,0.2,0.2,,-1.30395215559353,-4.11910114863581,-6.60868909363131,0.56885044114087,0.400987390638427,0.280596304242019,0,2805.87575460385,-1384.18795157515,573
-2,-4,-8.75,-2.375,0.2,0.2,,-1.31368053756502,-4.11832780662379,-6.62245373455126,0.536235385313218,0.40136099694327,0.280939846617799,0,2805.89301194626,-1384.19658024635,158
-2,-1,-10,-3,0.2,0.2,,-1.24563711480331,-4.11987796814119,-6.29627356610185,0.523414039349897,0.391142681931078,0.282604151613122,0,2808.17708361659,-1385.33861608152,23
-2.5,-4,-10,-0.5,0.2,0.2,,-1.30666918362629,-4.12283264536667,-6.62986844530164,0.552892944991798,0.401511920329755,0.279979062401819,0,2805.87475006424,-1384.18744930534,507
-1.5,-2,-10,-1.75,0.2,0.2,,-1.30787126750623,-4.12581898103174,-6.61665626416058,0.552042342828401,0.401441321767541,0.280253271763737,0,2805.86855934323,-1384.18435394484,269
-2,-5,-8.75,-1.75,0.2,0.2,,-1.31022947152295,-4.12514505234271,-6.62241287075102,0.541299437928595,0.400998444726158,0.280240560736241,0,2805.86934632988,-1384.18474743816,278
-3,-1,-5,-1.75,0.2,0.2,,-1.31713512737797,-4.13538777594264,-6.65090422046159,0.57152108140185,0.400178166466487,0.279946644554084,0,2805.90724386204,-1384.20369620424,371
-2,-1,-6.25,-0.5,0.2,0.2,,-1.30395215559353,-4.11910114863581,-6.60868909363131,0.56885044114087,0.400987390638427,0.280596304242019,0,2805.87575460385,-1384.18795157515,598
-1.5,-1,-5,-0.5,0.2,0.2,,-1.309161634376,-4.12562390677999,-6.62041549151522,0.547961525275602,0.401294905736894,0.280223252958025,0,2805.86809359558,-1384.18412107101,624
-2.5,-5,-6.25,-0.5,0.2,0.2,,-1.30874684581611,-4.12434373266121,-6.62052278521547,0.549441724196802,0.401254382397569,0.280275343438246,0,2805.86806130986,-1384.18410492815,577
-1,-3,-10,-1.75,0.2,0.2,,-1.372304458005,-4.23467047018623,-6.71933803561972,0.258542253428332,0.401446652242134,0.280406902362126,0,2806.90565582737,-1384.70290218691,265
-1.5,-4,-6.25,-3,0.2,0.2,,-1.30907573298361,-4.12510167402898,-6.62233069828521,0.549324180574795,0.401353764891796,0.280245614664381,0,2805.86810414792,-1384.18412634718,84
-3,-1,-6.25,-1.75,0.2,0.2,,-1.31713512737797,-4.13538777594264,-6.65090422046159,0.57152108140185,0.400178166466487,0.279946644554084,0,2805.90724386204,-1384.20369620424,346
-3,-4,-7.5,-1.125,0.2,0.2,,-1.33582080225227,-4.12446319993982,-6.74007441546258,0.527006103239581,0.402730055456916,0.28405301960403,0,2806.26179983912,-1384.38097419278,431
-1.5,-2,-8.75,-3,0.2,0.2,,-0.742635245485813,-3.42725598921306,-5.66870989652658,1.52729479112318,0.419661214730062,0.281524985972269,0,2846.17319316415,-1404.3366708553,44
-2.5,-4,-8.75,-1.125,0.2,0.2,,-1.30877070714388,-4.12541389624735,-6.62072708954999,0.54730168737095,0.401335962744687,0.28026051491923,0,2805.86811766566,-1384.18413310605,407
-2.5,-5,-7.5,-3,0.2,0.2,,-1.30909344064099,-4.12515170156411,-6.62149133704257,0.545508606456697,0.401364490061588,0.280298679054481,0,2805.86813870884,-1384.18414362764,52
-1,-5,-5,-3,0.2,0.2,,-1.4941327110758,-4.22511579883021,-8.21584334771259,0.279009828109392,0.404381264139931,0.280079756576584,0,2817.79173375208,-1390.14594114926,105
-1,-1,-8.75,-0.5,0.2,0.2,,-1.3088502790882,-4.12430561691369,-6.62031218486598,0.549265072906005,0.401317749346601,0.280276946156558,0,2805.86803877301,-1384.18409365973,550
-3,-5,-8.75,-1.75,0.2,0.2,,-1.48465294579791,-4.06248414467284,-11.1302573606339,0.593682707435614,0.408617844358566,0.280635295148603,0,2824.31019823556,-1393.405173391,276
-2.5,-4,-7.5,-1.125,0.2,0.2,,-1.30877070714388,-4.12541389624735,-6.62072708954999,0.54730168737095,0.401335962744687,0.28026051491923,0,2805.86811766566,-1384.18413310605,432
-1.5,-2,-7.5,-1.125,0.2,0.2,,-1.39991391376883,-4.0018678567761,-7.71996126061631,0.550622698996622,0.403501637913851,0.280014694941824,0,2812.92320544225,-1387.71167699435,444
-3,-1,-7.5,-1.75,0.2,0.2,,-1.31713512737797,-4.13538777594264,-6.65090422046159,0.57152108140185,0.400178166466487,0.279946644554084,0,2805.90724386204,-1384.20369620424,321
