r1_log,r2_log,alpha11,alpha22,alpha12,alpha21,sigma,sigma2,error,r1_log.est,r2_log.est,alpha11.est,alpha12.est,alpha22.est,alpha21.est,sigma.est,sigma2.est,converge,BIC,logLik,strtpt
0.5,-3,0.001,0.001,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3288
-0.5,-3,0.005,0.005,0.005,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,679
-1,-5,0.005,0.001,5e-04,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2274
-2,-3,0.001,0.001,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1781
-1,-5,0.001,0.001,0.001,0.001,0.2,0.2,,-0.759393145796313,-5.53305728580809,0.000769261032293023,0.00225452606730789,0.114645594514381,-0.0244159365681987,0.305995394851024,0.238299269549253,0,113.33658941554,-35.3762547912166,3570
-0.5,-1,5e-04,5e-04,0.005,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2571
-1,-1,5e-04,0.001,0.001,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,970
-2,-1,0.005,0.001,5e-04,5e-04,0.2,0.2,,-0.936971099752773,-3.99673189258732,0.000751254407552641,0.00172568292716092,-0.00638090623520376,0.000251692477313985,0.295649995172357,0.247737290916506,0,164.686868921092,-61.0513945439925,105
0.5,-1,0.005,5e-04,0.005,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2604
-2,-3,0.001,5e-04,0.001,0.005,0.2,0.2,,-0.752353716011401,-3.33810667229019,0.00078205218743806,0.00217616736371548,0.0169521191285083,-0.00110319796024803,0.304091500886454,0.23794832724907,0,118.865968107297,-38.1409441370949,2869
-1,-1,5e-04,0.001,5e-04,0.001,0.2,0.2,,-0.814331801192161,-3.16231861870966,0.000805996048304902,0.00173876376816867,0.0104563629739953,-0.000502249319810986,0.299019794609027,0.247057382071441,0,125.216735986865,-41.3163280768787,1226
0.5,-0.5,0.001,5e-04,0.005,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2624
0.5,-5,5e-04,5e-04,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3332
-0.5,-1,0.005,0.001,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,4075
-1,-1,0.001,0.001,0.001,5e-04,0.2,0.2,,-0.772211726014685,-3.24154552563654,0.000818125519173065,0.00182748991641857,0.00831461497630338,-0.000933592305569769,0.303190694538582,0.253190380435015,0,128.041980484177,-42.7289503255349,858
-2,-3,5e-04,0.005,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3205
0.5,-1,0.001,0.005,5e-04,0.001,0.2,0.2,,-0.790237946443653,-3.56719934136704,0.000710823066590656,0.00182180053937628,0.0145979052804716,-0.00247156439064018,0.297389805979808,0.242475157672224,0,107.576236153026,-32.4960781599592,3228
-2,-5,0.005,0.005,0.001,0.001,0.2,0.2,,-0.856519187834367,-5.13464881086592,0.000799081233151012,0.00179363056959009,0.0785045061488876,-0.0134546282179032,0.3197038120769,0.239062339143691,0,118.960047953148,-38.1879840600205,1441
-1,-0.5,0.001,0.001,0.005,0.005,0.2,0.2,,-22.9545193958875,-41.6066624954149,1.25078224739584,15.2208754104385,0.505000252542633,-6.65835336447779,0.426772964841745,0.258650483718332,0,302.57947702593,-129.997698596412,2814
-0.5,-5,0.005,0.001,0.001,0.005,0.2,0.2,,-0.639536928245287,-8.39441988494571,0.000749434181550512,0.00193616238691908,1.94710461416911,-0.229285178463565,0.195649672416061,0.245707021440392,0,195.669104586678,-76.5425123767853,2915
-0.5,-1,0.005,0.005,0.001,0.001,0.2,0.2,,-0.605124543538455,-3.4255710267343,0.000857785915546064,0.00212683851991482,0.0138409982727179,-0.000278226737885425,0.212337901631682,0.245060668155581,0,210.030548076078,-83.7232341214856,4011
-2,-5,5e-04,0.005,5e-04,0.001,0.2,0.2,,-0.804637690690629,-6.99835313979473,0.000691325130643062,0.00186299191511142,0.412650557740908,0.000882974371470507,0.293633377412405,0.250370132710737,0,121.105718975863,-39.2608195713779,1153
-0.5,-1,0.001,5e-04,0.001,0.005,0.2,0.2,,-0.719434673312863,-5.44107028164738,0.00064313879156375,0.00191682118596581,0.0608700726770354,-0.0125322003095604,0.313024358115572,0.244127650134894,0,104.696390734227,-31.0561554505599,2363
0.5,-1,0.001,0.001,5e-04,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,252
-1,-1,0.001,0.001,0.001,5e-04,0.2,0.2,,-0.772211726014685,-3.24154552563654,0.000818125519173065,0.00182748991641857,0.00831461497630338,-0.000933592305569769,0.303190694538582,0.253190380435015,0,128.041980484177,-42.7289503255349,378
-1,-5,0.001,0.005,0.001,0.001,0.2,0.2,,-0.764168671354591,-5.61587558197281,0.000768561094280227,0.0021702254415827,0.117592895077032,-0.0264383516170322,0.300701185531359,0.234671486654836,0,112.319793657643,-34.8678569122678,1970
-2,-3,5e-04,0.001,5e-04,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2117
-1,-5,0.005,0.001,0.001,0.001,0.2,0.2,,-0.290491496540201,-4.47734905640872,0.0007380237071598,0.00089607912609661,-0.021262862182184,-0.0101387774246733,0.252767611284953,0.315461838758633,0,367.744668529921,-162.580294348407,1506
-1,-5,0.001,5e-04,5e-04,0.005,0.2,0.2,,-0.766524248851237,-4.52065594034147,0.000794536640893368,0.00115464466529433,0.0682345216464835,-0.00255409423233004,0.272249747946219,0.223545296964188,0,151.86450611989,-54.6402131433913,2098
-0.5,-1,0.005,0.005,5e-04,0.001,0.2,0.2,,-0.706289178026779,-5.33480934989374,0.000844193316341924,0.00181163506024565,0.0209988606522757,-0.0043882037913642,0.252410677785185,0.256000178133406,0,154.311167061307,-55.8635436140997,1195
-1,-3,0.005,0.001,5e-04,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,102
-1,-1,0.001,0.005,0.005,5e-04,0.2,0.2,,-0.768608231672246,-2.60476864469998,0.000769278333720632,0.00174929030820803,0.0080286260237439,5.12488547940373e-05,0.288348793440128,0.249733573962039,0,126.812248290337,-42.114084228615,698
0.5,-3,0.001,0.001,5e-04,0.005,0.2,0.2,,-0.780958779753157,-3.30140341065511,0.000799674085531943,0.00217278315026226,0.0138332272685352,-0.00154989942989538,0.297137121663309,0.239291873163366,0,119.326139411149,-38.3710297890207,2168
-0.5,-5,5e-04,5e-04,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1795
-2,-1,0.001,0.001,5e-04,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2297
0.5,-1,5e-04,0.001,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3148
-1,-0.5,0.005,0.005,5e-04,0.001,0.2,0.2,,-0.851978340654911,-0.722871516916064,0.000624214769120114,0.00229384384972011,0.00256725232887689,0.00178680140181419,0.223098378776404,1.57516061959538,0,738.381857744939,-347.898888955916,1198
0.5,-3,0.001,0.001,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2008
0.5,-1,0.001,0.001,0.001,0.001,0.2,0.2,,-0.801050442948463,-3.35088363733883,0.000694305258488586,0.00222229514663943,0.0137999050092636,-0.00193098488883996,0.29881373072792,0.24015513320204,0,106.722506701341,-32.0692134341168,1884
0.5,-1,5e-04,0.001,5e-04,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,76
0.5,-1,0.005,0.005,5e-04,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,172
-2,-1,0.005,0.001,0.001,0.001,0.2,0.2,,-0.751472755506747,-4.39542297484317,0.000765980154281539,0.00180205864143754,-0.00715438343793667,0.00112046048611456,0.30977643085961,0.252772454326798,0,158.804600194914,-58.1102601809031,1897
-1,-3,0.005,5e-04,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1062
-2,-3,0.001,5e-04,0.001,0.001,0.2,0.2,,-0.795887266597464,-3.82286411751423,0.000776174014177228,0.00191779871729148,0.0223076320973608,-0.00261258005986402,0.298792595972481,0.239860904242443,0,113.730961489342,-35.5734408281176,1333
-2,-1,0.001,0.001,0.005,0.001,0.2,0.2,,-0.801510995469419,-4.46673093430574,0.000783564659998066,0.00172845404383033,-0.00169288736906208,0.00342772228656851,0.270566070814901,0.247213853300864,0,166.573794836454,-61.9948575016733,1753
-2,-3,5e-04,5e-04,5e-04,0.005,0.2,0.2,,-0.87380631380911,-3.24400521803986,0.000796609411493325,0.00175041992868291,0.014648374979627,-0.00119366131724764,0.304136180227773,0.232884361510107,0,121.698519860193,-39.5572200135431,2053
0.5,-0.5,0.005,0.001,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3440
-0.5,-3,0.001,5e-04,0.005,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,535
-1,-1,0.005,0.005,0.005,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,682
-2,-1,0.005,5e-04,0.001,5e-04,0.2,0.2,,-0.795213111298418,-5.99758049268007,0.000807400949932823,0.00149708712181958,-0.0139565829148317,0.000403703571675278,0.3022807394594,0.26579428962028,0,152.642760554786,-55.0293403608391,809
-1,-1,0.001,0.001,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1754
-0.5,-0.5,0.001,5e-04,0.005,5e-04,0.2,0.2,non-finite finite-difference value [5],,,,,,,,,,,,543
-1,-3,5e-04,0.005,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1414
-1,-1,0.005,5e-04,0.001,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2346
-1,-3,0.001,0.001,0.001,0.001,0.2,0.2,,-0.667770177488443,-3.73434090061438,0.000687862569110677,0.00197242669665908,0.0156403564550605,-0.00309292497563972,0.275852098501124,0.246765617671073,0,104.673331502443,-31.044625834668,2006
-1,-5,0.001,5e-04,5e-04,5e-04,0.2,0.2,,-0.563569232777623,-5.73923693651528,0.000719488375704592,0.00162064524602626,0.125812980226178,-0.0296243286151665,0.284368342136966,0.245615089169195,0,119.284597653563,-38.350258910228,18
-2,-1,0.005,0.005,5e-04,0.001,0.2,0.2,,-0.754617556122704,-2.15424659914652,0.000728352761334012,0.00210526622539038,0.00580380197486224,-4.45871104235757e-05,0.339711141866335,0.244719377710417,0,140.113407399918,-48.7646637834055,1193
-2,-1,0.005,0.001,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3817
-0.5,-3,5e-04,5e-04,0.001,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2311
-2,-1,0.001,0.001,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1369
-1,-5,5e-04,0.001,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1218
-1,-1,5e-04,0.001,5e-04,0.001,0.2,0.2,,-0.814331801192161,-3.16231861870966,0.000805996048304902,0.00173876376816867,0.0104563629739953,-0.000502249319810986,0.299019794609027,0.247057382071441,0,125.216735986865,-41.3163280768787,1098
-2,-1,5e-04,0.005,5e-04,0.005,0.2,0.2,,-12.4737867349076,-11.4838507923898,2.80173026504023,-93.5191705215486,44.0818631546702,-7.24098083399671,0.42208467726761,0.238932253076356,0,265.52418744284,-111.470053804866,2185
-1,-5,0.005,0.001,5e-04,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2146
-2,-0.5,0.005,0.005,0.001,0.001,0.2,0.2,,-0.888953823483126,-2.97172907702005,0.000518420281047058,0.00177724906654192,0.00682142572870683,-0.000816941079394088,0.320187303580943,0.252611820236857,0,114.325683941197,-35.870802054045,1965
-1,-5,0.005,0.005,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3490
-1,-1,0.001,0.001,5e-04,0.001,0.2,0.2,,-0.88017451193045,-2.60633248261828,0.0004896301606296,0.00206231090457341,0.00894628915732994,-0.000464140904214216,0.29234131985093,0.245980971041487,0,104.464668714794,-30.9402944408432,1114
-2,-3,5e-04,0.001,5e-04,0.001,0.2,0.2,,-0.771808713467957,-3.04249442309263,0.000823053299682191,0.00205844230865364,0.0112347355451607,-0.000956062531010305,0.302808512139792,0.237536078066235,0,124.509238746367,-40.9625794566297,1093
-1,-0.5,5e-04,5e-04,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1550
-0.5,-0.5,0.001,0.005,0.001,5e-04,0.2,0.2,,-0.702129679408027,-3.00785439576846,0.000644397822944546,0.00256696710019368,0.0119899443307475,-0.00110289870736496,0.273613484948451,0.247106611121901,0,103.293982695245,-30.354951431069,959
-1,-1,0.001,5e-04,0.001,0.001,0.2,0.2,,-0.739132759500532,-8.14199424808052,0.000662993046932626,0.00214660772610144,1.2862747485391,-0.256820464993913,0.259503942659849,0.250273805304778,0,100.048387033041,-28.732153599967,3386
-0.5,-0.5,0.005,0.001,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3951
-1,-0.5,0.005,5e-04,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1070
-2,-1,5e-04,5e-04,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1545
-1,-5,5e-04,0.001,0.001,0.001,0.2,0.2,,-0.64746420272428,-4.92832784653559,0.000559005300523749,0.0019030024784617,0.0859423551848678,-0.000441486559783812,0.239674970676262,0.245268177622714,0,124.534473980921,-40.9751970739068,1474
-0.5,-1,0.001,0.001,0.005,5e-04,0.2,0.2,,-0.829137446157609,-4.93070420221881,0.000784738165817844,0.00186605960058142,-0.00742548866482386,-0.00108040445337295,0.297325843843847,0.262278737693435,0,148.98564232058,-53.2007812437365,763
0.5,-1,0.001,0.001,0.001,0.001,0.2,0.2,,-0.801050442948463,-3.35088363733883,0.000694305258488586,0.00222229514663943,0.0137999050092636,-0.00193098488883996,0.29881373072792,0.24015513320204,0,106.722506701341,-32.0692134341168,4092
-1,-3,0.001,0.001,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3702
-0.5,-3,0.005,5e-04,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3111
-2,-5,0.005,0.005,5e-04,5e-04,0.2,0.2,,-0.866178247691934,-5.14512210102359,0.00076767909580767,0.00183182300009264,0.0842731394905333,-0.0116768693951071,0.321861926839396,0.23594997848142,0,117.080689505528,-37.2483048362102,161
-1,-5,0.001,0.001,0.001,5e-04,0.2,0.2,,-0.688182163428221,-5.4344868285304,0.000794348696694026,0.00191149990598388,0.103516279025966,-0.0211931529308647,0.295075010759233,0.245904788349201,0,115.783983133889,-36.599951650391,498
0.5,-1,0.001,0.001,0.001,5e-04,0.2,0.2,,-0.809889101306511,-5.25149373427268,0.000822134256054794,0.00188389459458254,-0.00784410723284362,-0.000743077399051224,0.308272150125505,0.259735807243726,0,154.120426606684,-55.7681733867885,380
-2,-0.5,0.001,0.001,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3293
-1,-0.5,5e-04,0.001,0.005,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,718
-2,-3,0.005,0.001,0.005,0.001,0.2,0.2,,-0.905596352239601,-4.35241246576212,0.000781072076627855,0.00177863202120195,0.042451433615484,-0.00473821073916995,0.314906503861905,0.240494664509425,0,119.635033860892,-38.5254770138926,1637
-0.5,-3,5e-04,0.001,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3271
-2,-0.5,0.001,0.001,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3965
-0.5,-5,0.001,5e-04,0.001,0.001,0.2,0.2,,-0.742690851012129,-6.31833637258049,0.000815023656767422,0.00206057659370213,0.261658186424237,-0.0323182757037483,0.28935126948125,0.24030462313218,0,119.491838413505,-38.4538792901991,3891
-2,-0.5,5e-04,0.001,5e-04,0.001,0.2,0.2,,-0.799725656616863,-2.89799084211092,0.000786840580231752,0.00184866113147923,0.00674240854135946,-0.000395436588962344,0.284432056674636,0.302388177116123,0,140.939320669727,-49.1776204183098,1101
-1,-3,5e-04,0.005,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1926
0.5,-3,0.005,5e-04,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1576
0.5,-1,0.005,0.005,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3244
0.5,-5,0.005,5e-04,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3876
-1,-1,5e-04,0.005,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3466
-0.5,-5,0.001,0.001,0.001,0.005,0.2,0.2,,-0.730774215542106,-6.11650744250998,0.000543796433093128,0.00267758582118608,0.218075778162152,-0.0341065067565106,0.273968115075797,0.239563593466643,0,91.1471000749419,-24.2815101209173,2515
-2,-0.5,0.005,0.005,0.001,5e-04,0.2,0.2,,-1.38596514919766,-6.22643337958396,0.000590984962960589,0.000357413279516491,0.508938716713511,-0.051870340260132,0.340086693705721,0.236973889774161,0,178.441889600511,-67.928904883702,941
-0.5,-3,0.005,5e-04,0.001,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,295
-0.5,-1,0.001,0.001,0.001,0.005,0.2,0.2,,-1.53843345811224,-4.57373199300089,0.000535519907490452,0.00263305932090951,0.0382531484063268,-0.00584131768374248,0.370494238858226,0.24579821534227,0,172.312820643527,-64.86437040521,2395
-2,-3,0.001,5e-04,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3637
-2,-0.5,5e-04,0.005,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3725
0.5,-5,0.001,0.001,0.001,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,372
-2,-3,0.001,5e-04,5e-04,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2069
-0.5,-3,0.001,0.005,0.005,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,663
-1,-0.5,0.001,5e-04,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1566
0.5,-1,0.005,0.001,0.001,5e-04,0.2,0.2,,-0.649588538397909,-1.96245278155147,0.000823742503279107,0.00221897046439883,0.00590732447915673,5.81292326793659e-05,0.200304546502509,0.241376022369966,0,239.182409429201,-98.2991647980469,364
0.5,-5,0.005,5e-04,5e-04,0.001,0.2,0.2,,-0.700333223585131,-5.76085044898436,0.000802132907314042,0.0017586050171762,0.0152220483321039,-0.0124500874494614,0.175763248323801,0.281086396922699,0,295.30920828535,-126.362564226121,3108
-0.5,-5,0.001,0.001,0.001,0.001,0.2,0.2,,-0.744408998402685,-6.31314642704232,0.000815814213161908,0.00205359682351799,0.26037084296233,-0.0324466202374066,0.289446030540626,0.240240018630878,0,119.496600610864,-38.4562603888786,3571
0.5,-5,5e-04,5e-04,5e-04,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2052
-1,-0.5,0.001,0.001,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1246
-0.5,-5,0.005,5e-04,0.001,0.005,0.2,0.2,,-0.649856317121916,-8.18962722098133,0.000696312973732529,0.00234579601109798,2.10325734223686,-0.234112816472091,0.196078557115188,0.216522822758028,0,182.522878012819,-69.969399089856,2851
0.5,-0.5,0.001,0.001,0.001,0.001,0.2,0.2,,-0.896154771373239,-4.45571595061407,0.000698511758419489,0.00166373539897528,-0.00460513402296663,-0.00226601631808613,0.316212070529886,0.260247504065956,0,142.83274055646,-50.1243303616763,4064
-2,-3,5e-04,5e-04,0.005,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2565
-0.5,-5,0.001,0.005,0.001,0.001,0.2,0.2,,-0.74608611830697,-6.32421126606058,0.000816199069343567,0.00205215823069176,0.256138996995901,-0.0338005079786674,0.288333500872322,0.239888514257997,0,119.230144368184,-38.3230322675386,3507
-2,-0.5,0.005,0.005,0.001,0.001,0.2,0.2,,-0.888953823483126,-2.97172907702005,0.000518420281047058,0.00177724906654192,0.00682142572870683,-0.000816941079394088,0.320187303580943,0.252611820236857,0,114.325683941197,-35.870802054045,4013
0.5,-3,0.001,0.005,0.001,0.005,0.2,0.2,,-0.920798089615456,-6.41672120080729,0.000581609827921619,0.00301431883696377,0.0975484133433942,-0.0402851122382546,0.264569064447101,0.254081160510457,0,129.908660100662,-43.6622901337771,2968
-2,-5,0.001,0.001,0.001,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,369
0.5,-5,0.001,0.001,0.001,0.005,0.2,0.2,,-0.78299313726342,-5.44411243589971,0.000828801914050043,0.00214703786191687,0.118227164973926,-0.0227415979836356,0.30207491749769,0.23717884017375,0,120.890339128988,-39.1531296479406,3060
-1,-0.5,5e-04,0.001,0.001,5e-04,0.2,0.2,non-finite finite-difference value [5],,,,,,,,,,,,846
0.5,-1,5e-04,0.001,5e-04,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,204
-1,-5,0.001,0.001,0.005,0.005,0.2,0.2,,-0.864849804182483,-4.96984531655612,0.000411364723189012,0.00423728136539553,0.099631044846571,0.000799491618221571,0.290856471848473,0.217041291242999,0,183.100083623349,-70.258001895121,2802
0.5,-1,0.001,0.005,0.005,5e-04,0.2,0.2,,0.499984234938334,-0.999999594478348,0.000943720908045744,0.00297100513585675,0.00540433226427081,0.000738345069803843,0.200101017528237,0.200011845341892,0,2445.69328454228,-1201.55460235459,700
-1,-0.5,0.001,5e-04,0.001,5e-04,0.2,0.2,,-0.668908342988329,-3.95553914070218,0.000580083746275899,0.002320803770586,0.0312474103768841,-0.0030490364023783,0.283155843572707,0.233163647078578,0,92.4124704937898,-24.9141953303413,286
-2,-0.5,5e-04,5e-04,0.001,0.005,0.2,0.2,,-0.814799002250322,-4.42694781009361,0.000679981023908983,0.00237444039631198,0.0365516872560567,-0.00617360881852012,0.306737019925501,0.240252937726573,0,105.474356836673,-31.4451385017827,2317
-1,-0.5,0.001,0.005,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3262
-2,-5,0.001,0.001,0.001,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2897
-0.5,-3,0.001,0.001,0.001,0.001,0.2,0.2,,-0.787055068339214,-3.56991910449126,0.000823780537904042,0.0019489378662661,0.0179561217248623,-0.00229585763892539,0.294547591816828,0.23841424210833,0,120.537300881015,-38.9766105239539,2039
-2,-1,0.001,0.001,0.005,0.005,0.2,0.2,,-0.649805682744878,-7.06845625504804,0.000666633759158725,0.00197979009395108,0.570467286846167,-0.0991919820340549,0.272645432563752,0.248857997684312,0,99.6674216625625,-28.5416709147276,2681
-0.5,-3,0.001,0.001,0.001,0.001,0.2,0.2,,-0.787055068339214,-3.56991910449126,0.000823780537904042,0.0019489378662661,0.0179561217248623,-0.00229585763892539,0.294547591816828,0.23841424210833,0,120.537300881015,-38.9766105239539,1367
0.5,-3,0.001,0.001,0.001,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1016
-1,-3,0.001,0.005,0.001,0.001,0.2,0.2,,-0.751869444723257,-3.38395206146442,0.000786712902050801,0.00211690159502252,0.011092751513322,-0.00188356328026069,0.291299017190908,0.24746493496612,0,119.507540143587,-38.4617301552397,3478
-1,-1,0.001,0.001,5e-04,0.001,0.2,0.2,,-0.88017451193045,-2.60633248261828,0.0004896301606296,0.00206231090457341,0.00894628915732994,-0.000464140904214216,0.29234131985093,0.245980971041487,0,104.464668714794,-30.9402944408432,1242
-1,-0.5,5e-04,0.001,0.005,0.005,0.2,0.2,,-39.0827276243231,-167.155999136089,9.75729031286998,109.635190874916,7.5692778052569,30.2369853865716,0.426777897926081,0.258662476844418,0,302.579430550489,-129.997675358691,2638
-2,-5,0.001,0.001,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3185
-1,-0.5,0.005,0.001,0.005,0.005,0.2,0.2,,-1.25435331314496,-5.46904660852344,0.000562295696500271,0.00434177877430921,0.109120261520552,-0.0164630484069801,0.384748551315069,0.243644842272234,0,177.923717050808,-67.6698186088503,2798
-0.5,-1,0.001,0.005,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,1691
0.5,-5,5e-04,0.005,0.005,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,644
-0.5,-0.5,5e-04,0.005,0.005,0.005,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,2703
0.5,-3,0.005,5e-04,0.001,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,808
0.5,-3,0.005,0.001,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,4072
-2,-5,0.005,0.001,0.001,0.001,0.2,0.2,,-0.90009048076537,-5.09548615590161,0.000772816194126911,0.00184887060664306,0.0719988377251469,-0.0117375354148825,0.315752732189277,0.241912069258079,0,117.042553394168,-37.2292367805303,3553
0.5,-0.5,0.001,0.001,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3808
-1,-3,5e-04,0.001,0.001,0.005,0.2,0.2,,-0.798482818470064,-3.26239899122705,0.000833392387853323,0.00170156593883682,0.0143486888981933,-0.00160501604760568,0.30367207161002,0.239428399214795,0,123.958782455262,-40.6873513110772,2502
-1,-1,0.005,5e-04,0.001,0.001,0.2,0.2,,-0.705842302882334,-5.01901794074071,0.000849591573836532,0.00186259478754793,0.00141084321878152,-0.0016038773766965,0.257311959939479,0.259949295527126,0,162.350907771348,-59.8834139691203,3882
-2,-5,0.001,5e-04,0.005,0.005,0.2,0.2,,-0.874488677335304,-5.34368702191509,0.000718076247311394,0.00136922819469865,0.0786567525385429,-0.0196146687874572,0.294157470811722,0.236873613590744,0,112.377795260778,-34.8968577138355,2577
0.5,-5,0.001,0.005,0.001,5e-04,0.2,0.2,,-0.762045365540448,-18.955011553237,0.00050373414225183,0.00236332503337558,1.48242072615083,-3.19036554532286,0.250493127334601,0.219863718583842,0,137.36513411232,-47.3905271396065,436
-2,-5,0.001,5e-04,0.001,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,785
-1,-0.5,5e-04,5e-04,0.001,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,782
-0.5,-1,0.005,5e-04,0.001,0.001,0.2,0.2,,-0.68375433629535,-1.83006828766914,0.000690311400628012,0.00159527017687757,0.00441413451978254,0.000709030853342649,0.172734901573403,0.264840244181471,0,318.601066345048,-138.00849325597,1323
-1,-3,0.001,0.005,0.001,5e-04,0.2,0.2,,-0.781199136788173,-3.61375839743052,0.000734473028965239,0.00203529110297215,0.0145439025673004,-0.00276932231315279,0.29151341879133,0.240006587875446,0,110.050027840828,-33.7329740038602,438
-1,-3,0.001,5e-04,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3606
-1,-3,0.001,0.001,5e-04,5e-04,0.2,0.2,,-0.772982060137183,-3.54167216298423,0.0008157088777507,0.00192821136977831,0.0172397382049594,-0.00214699656687515,0.297675849714597,0.23925692776819,0,119.46287263784,-38.4393964023662,246
