a_log,h_log,kr_log,sigma,sigma2,error,a_log.est,h_log.est,kr_log.est,sigma.est,sigma2.est,converge,BIC,logLik,strtpt
-1,-2.33333333333333,-1.125,0.2,0.2,,-1.47782077261625,-4.03858864002977,0.652787279945679,0.408700639787193,0.280277821717024,0,2818.58585751665,-1393.66799065268,370
-1.44444444444444,-4.11111111111111,-0.5,0.2,0.2,,-1.4772427078337,-4.03905810581137,0.648513388851104,0.408602904814985,0.280379217608603,0,2818.58640334547,-1393.66826356708,428
-3,-1.44444444444444,-2.375,0.2,0.2,,-1.47653020308121,-4.03636098727306,0.653554427805716,0.409155598913913,0.280236825570018,0,2818.58738370305,-1393.66875374588,181
-1.44444444444444,-3.66666666666667,-1.125,0.2,0.2,,-1.47893727070589,-4.03893385990024,0.648242347111742,0.408733007835786,0.280365644335178,0,2818.58629459128,-1393.66820918999,338
-1.66666666666667,-1.44444444444444,-1.125,0.2,0.2,,-1.47781171758468,-4.03875606954882,0.649865447474069,0.40876449659703,0.280307746120789,0,2818.58583081119,-1393.66797729995,387
-1.44444444444444,-4.55555555555556,-3,0.2,0.2,,-1.47750806541962,-4.03852858180315,0.643319715495222,0.408399918963013,0.280060910751669,0,2818.58793203248,-1393.66902791059,18
-2.33333333333333,-1,-2.375,0.2,0.2,,-1.4780671857713,-4.03988443589104,0.650984459961342,0.408771848020564,0.280355155739449,0,2818.5859574293,-1393.668040609,194
-1.44444444444444,-1.44444444444444,-1.125,0.2,0.2,,-1.47789018055757,-4.03939774360246,0.649541653350334,0.408651261260038,0.280256868079408,0,2818.58589919029,-1393.6680114895,388
-1.44444444444444,-2.77777777777778,-3,0.2,0.2,,-1.47782175881382,-4.03830453969344,0.650804589047335,0.408712654024075,0.280309941448814,0,2818.58580478942,-1393.66796428906,58
-1.44444444444444,-5,-0.5,0.2,0.2,,-1.47889927620518,-4.03743033644126,0.649874961995925,0.408549907375595,0.280065582442687,0,2818.58757089712,-1393.66884734291,408
-1.44444444444444,-3.22222222222222,-2.375,0.2,0.2,,-1.4774059343058,-4.03900585341329,0.654499883871099,0.408757137986019,0.280280995835145,0,2818.58600260753,-1393.66806319811,148
-1.22222222222222,-1.44444444444444,-0.5,0.2,0.2,,-1.47786960043246,-4.03930514319139,0.652416079207321,0.40870289646572,0.280345651451707,0,2818.58590805595,-1393.66801592233,489
-2.55555555555556,-5,-0.5,0.2,0.2,,-1.47752306731385,-4.03936232995059,0.649362439844974,0.40864416388549,0.280200526574984,0,2818.58616101506,-1393.66814240188,403
-1.22222222222222,-2.77777777777778,-2.375,0.2,0.2,,-1.47731879538151,-4.03650311189208,0.651185883446723,0.408881125895049,0.280381111116745,0,2818.58619615633,-1393.66815997251,159
-1,-3.22222222222222,-1.125,0.2,0.2,,-1.47790014751147,-4.04022746621549,0.649381884676913,0.408836346792112,0.280173124502882,0,2818.5862829324,-1393.66820336055,350
-1,-5,-1.75,0.2,0.2,,-1.47752499151441,-4.03772164110549,0.651425816957618,0.408627874179388,0.280318051024683,0,2818.5858710789,-1393.6679974338,210
-2.77777777777778,-3.22222222222222,-3,0.2,0.2,,-1.47276971844085,-4.02250208343268,0.687978079049129,0.408711572551923,0.2800911376637,0,2818.60144359469,-1393.6757836917,42
-1.66666666666667,-2.77777777777778,-2.375,0.2,0.2,,-1.47767562068588,-4.03838936812145,0.652721590541262,0.408644693499123,0.280257553723525,0,2818.5858819287,-1393.6680028587,157
-2.77777777777778,-4.11111111111111,-0.5,0.2,0.2,,-1.47790791213875,-4.03850382365226,0.651526164810715,0.408736818994972,0.280287104011906,0,2818.58582374054,-1393.66797376462,422
-1.66666666666667,-5,-2.375,0.2,0.2,,-1.47869276557394,-4.03997721081183,0.650441526201717,0.408694334242544,0.28023274918931,0,2818.58608608998,-1393.66810493934,107
-2.77777777777778,-1,-1.125,0.2,0.2,,-1.47755252404338,-4.03769852646631,0.648096066734571,0.408605663387967,0.280261927986188,0,2818.58601051414,-1393.66806715142,392
-2.55555555555556,-3.66666666666667,-0.5,0.2,0.2,,-1.47794502387344,-4.0382838167359,0.649134504362759,0.408647289749361,0.280231807125451,0,2818.58589892399,-1393.66801135634,433
-2.11111111111111,-1,-2.375,0.2,0.2,,-1.47821596800023,-4.0390618218652,0.647895869103373,0.408681491188882,0.280333020435758,0,2818.58588304091,-1393.6680034148,195
-2.33333333333333,-2.77777777777778,-1.75,0.2,0.2,,-1.47752747103868,-4.03752767763537,0.651642037050835,0.408758957230472,0.280275978507918,0,2818.58584242053,-1393.66798310462,254
