a_log,a12,h_log,kr_log,sigma,sigma2,error,a_log.est,a12.est,h_log.est,kr_log.est,sigma.est,sigma2.est,converge,BIC,logLik,strtpt
-3,-2e-04,-4,-2.375,0.2,0.2,,-1.43080427564431,-0.00029790426297355,-4.00559318606089,-2.36980990192721,0.414704307300176,0.280248063007909,0,2839.7536004084,-1401.12687447742,161
-1,-5e-05,-3,-2.375,0.2,0.2,,-1.26855263978716,-0.000334430974079785,-3.97280556415013,0.545472118858683,0.398423227196184,0.280209982555255,0,2798.88195376649,-1380.69105115647,195
-2,-5e-05,-4,-2.375,0.2,0.2,,-1.26771949542727,-0.000334317189993419,-3.97096495956733,0.551525371776358,0.398683544114648,0.280255405544076,0,2798.8811845378,-1380.69066654212,168
-1,-0.00035,-2,-2.375,0.2,0.2,,-1.26770726898578,-0.000333952256497786,-3.97003108219756,0.552422928749959,0.398654908876895,0.280247874622805,0,2798.8811686138,-1380.69065858012,210
-3,-5e-05,-2,-1.75,0.2,0.2,,-1.26679408371137,-0.000335691550003639,-3.96866670572957,0.544826673678439,0.398505121803871,0.280275523025216,0,2798.8825409745,-1380.69134476047,341
-2.5,-2e-04,-1,-1.125,0.2,0.2,,-1.11208407979119,-0.00040987574318533,-3.68205976687906,1.23017694458681,0.401094179498191,0.282077090506753,0,2804.01124598278,-1383.25569726461,487
-2.5,-5e-05,-3,-1.75,0.2,0.2,,-1.48573935978823,-0.000234497215501645,-4.56470855534638,-0.118634731877318,0.40751456645891,0.282714553572651,0,2812.06887146195,-1387.2845100042,317
-2,-2e-04,-3,-2.375,0.2,0.2,,-1.26818232996826,-0.000333903204979934,-3.97141960981255,0.549186953841312,0.398552601464887,0.280227269095997,0,2798.88119135461,-1380.69066995053,188
-1.5,-0.00035,-5,-3,0.2,0.2,,-1.26908461420812,-0.000332810623038567,-3.97088554453106,0.547043896016203,0.398723590637362,0.2801872330057,0,2798.8816732574,-1380.69091090192,9
-3,-5e-05,-2,-2.375,0.2,0.2,,-1.26873841216984,-0.000336151723986841,-3.97332950084101,0.537870095794855,0.398276310838146,0.280180916900881,0,2798.8861627891,-1380.69315566777,216
-1,-5e-04,-2,-0.5,0.2,0.2,,-1.39385383361017,-0.000311506157411367,-4.13038262913039,-1.31585251137391,0.402895473881818,0.282802104401,0,2821.62895807959,-1392.06455331302,580
-3,-2e-04,-4,-1.75,0.2,0.2,,-1.26813044959933,-0.000333887899960029,-3.97203790103838,0.549774373776368,0.398704836832595,0.280226588845282,0,2798.88122755866,-1380.69068805255,286
-2,-0.00035,-5,-1.75,0.2,0.2,,-1.26833868854345,-0.000333605550164758,-3.97058600814914,0.547833735715411,0.398777102544391,0.280215419985236,0,2798.88138349728,-1380.69076602186,258
-1,-0.00035,-1,-3,0.2,0.2,,,,,,,,,,,110
-2.5,-5e-04,-1,-0.5,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,602
-2.5,-0.00035,-1,-0.5,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,607
-3,-2e-04,-1,-1.75,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,361
-1.5,-0.00035,-4,-3,0.2,0.2,,-1.26621567514548,-0.000335748918166386,-3.96922242092088,0.557252061550024,0.398599574632262,0.28038893034658,0,2798.88230365713,-1380.69122610179,34
-2.5,1e-04,-1,-2.375,0.2,0.2,,-1.26766848360877,-0.000334173047224998,-3.97054213897546,0.55190807913494,0.398583147945587,0.280249601838209,0,2798.88116097594,-1380.69065476119,247
-1,1e-04,-5,-3,0.2,0.2,,-1.26880442256188,-0.000336155665805591,-3.97222574110166,0.546949453337718,0.398274574333871,0.280363813809373,0,2798.88633850748,-1380.69324352696,25
-2.5,-5e-04,-4,-3,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,27
-2.5,1e-04,-4,-1.125,0.2,0.2,,-1.26822807157367,-0.000333742498043316,-3.97153246556937,0.550021072791023,0.398685649156506,0.280257110374941,0,2798.88113518569,-1380.69064186607,422
-2,1e-04,-3,-1.75,0.2,0.2,,-1.25978329138511,-0.000344688001592553,-3.96036434722367,0.511254523549553,0.399402967232122,0.279959654164336,0,2798.93931083684,-1380.71972969164,323
-1.5,-0.00035,-2,-1.125,0.2,0.2,,-1.30940637631788,-0.000319000296195663,-4.05649077746943,0.224271743865482,0.398816176427593,0.279993963531924,0,2799.81332285286,-1381.15673569965,459
-2.5,-2e-04,-3,-3,0.2,0.2,,-0.846344751687741,-0.000601347644241682,-3.01596250969382,1.33854567890995,0.412252722079092,0.280201909106031,0,2833.46576826733,-1397.98295840689,62
-1,-0.00035,-5,-3,0.2,0.2,,-1.54901064727448,-0.000244447360825802,-4.54387264221823,-2.70379500182229,0.414496056279353,0.279481233444779,0,2840.06305821645,-1401.28160338145,10
-3,1e-04,-5,-0.5,0.2,0.2,,-1.26721467905672,-0.000335125030913659,-3.97116640369498,0.547045461328605,0.398767414686322,0.280374068413464,0,2798.88201729242,-1380.69108291943,521
-3,-0.00035,-3,-2.375,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,181
-2.5,-0.00035,-4,-3,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,32
-1,-5e-04,-3,-2.375,0.2,0.2,,-1.49505526184297,-0.000237893354459593,-4.35768740629612,-1.47237216236651,0.412362534083091,0.281272533878601,0,2824.50702750523,-1393.50358802583,180
-3,1e-04,-2,-1.125,0.2,0.2,,-1.38799264765261,-0.000279952270920582,-4.24429445507231,-0.258685868642819,0.402123226802138,0.281365660452984,0,2805.09111901191,-1383.79563377918,471
-1.5,-5e-05,-1,-2.375,0.2,0.2,,-1.48168907478404,-0.000273683529769851,-4.32330482208617,-2.28223228287242,0.411303227792059,0.280935111558139,0,2834.75610795268,-1398.62812824956,244
-2.5,-2e-04,-4,-0.5,0.2,0.2,,-1.26803475804461,-0.000333784084512983,-3.97092838231188,0.551855247593987,0.398595454802423,0.280269530872411,0,2798.88113466026,-1380.69064160335,537
-3,-0.00035,-1,-1.125,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,481
-3,-5e-05,-4,-2.375,0.2,0.2,,-1.26794506838525,-0.000333640230871215,-3.97021778024797,0.551754361809433,0.398570221937991,0.280207841819742,0,2798.88124550575,-1380.6906970261,166
-2.5,-5e-04,-4,-1.75,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,277
-2.5,1e-04,-3,-0.5,0.2,0.2,,-1.26808772881923,-0.000334375247068513,-3.97264297843814,0.550744636881519,0.398570783064403,0.280284370420063,0,2798.88139604563,-1380.69077229604,572
-3,-0.00035,-1,-3,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,106
-2.5,-5e-04,-2,-1.75,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,327
-3,-5e-05,-1,-2.375,0.2,0.2,,-1.26809035669694,-0.000334293261489232,-3.96948508590131,0.548536644355507,0.398579312779621,0.280327788583111,0,2798.88153496897,-1380.69084175771,241
-1.5,-0.00035,-5,-1.125,0.2,0.2,,-1.26810254950935,-0.000333659004052134,-3.97060686030169,0.550136729785954,0.398669082476755,0.280293296028329,0,2798.88114375816,-1380.6906461523,384
-2.5,-5e-04,-3,-1.75,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,302
-3,-5e-04,-3,-3,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,51
-3,-5e-05,-3,-1.75,0.2,0.2,,-1.26610606625824,-0.000335631066189465,-3.97262671913735,0.555229195491357,0.3983415940486,0.28055245754608,0,2798.88478309456,-1380.6924658205,316
-1.5,1e-04,-3,-3,0.2,0.2,,-1.5108087625165,-0.000263522784082762,-4.35960358997004,-3.2299449837359,0.415438405220184,0.280552818895189,0,2842.40155792757,-1402.45085323701,74
-2,-5e-04,-4,-0.5,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,528
-1.5,-0.00035,-1,-3,0.2,0.2,,-1.32412125175819,-0.000307959284440837,-4.0869637988562,0.255407510315536,0.398807305087669,0.280100083828934,0,2799.83153950068,-1381.16584402356,109
-2,-2e-04,-2,-1.75,0.2,0.2,,-1.25871911601675,-0.000342510437326234,-4.00157588836504,0.646445648436754,0.397354693925379,0.286580804568556,0,2799.60083344978,-1381.05049099811,338
-2,-2e-04,-5,-0.5,0.2,0.2,,-1.26810724162796,-0.00033359509630614,-3.97110109780837,0.550115901667069,0.398649609814566,0.280262137026884,0,2798.88113826683,-1380.69064340664,513
-2,-5e-04,-4,-1.125,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,403
-2,-2e-04,-1,-0.5,0.2,0.2,,0.896318755073056,-0.00162378422476827,-2.9571002723194,5.23679380405969,0.436626885252548,0.276804971047998,0,2873.27412184057,-1417.88713519351,613
-1.5,-5e-05,-4,-3,0.2,0.2,,-1.26777948404941,-0.000334319130161919,-3.97092372763211,0.550120243768413,0.398628381138281,0.280284745947168,0,2798.88116277301,-1380.69065565973,44
-2.5,1e-04,-3,-1.75,0.2,0.2,,-1.26452612549559,-0.000335786391620217,-3.97074754438308,0.557321577778742,0.398648384549701,0.280362389214494,0,2798.88564314578,-1380.69289584611,322
-1.5,-0.00035,-2,-0.5,0.2,0.2,,-1.26841087937752,-0.00033378296732459,-3.97208990281243,0.548343947256705,0.398643926577198,0.280246639905737,0,2798.88117690048,-1380.69066272346,584
-3,-5e-04,-5,-1.125,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,376
-1.5,-5e-05,-4,-1.75,0.2,0.2,,-1.2684042166044,-0.000333708072254304,-3.97133114599767,0.551832286439528,0.398700895216355,0.280351600030526,0,2798.88132011127,-1380.69073432885,294
-1.5,1e-04,-1,-2.375,0.2,0.2,,-1.38533602465335,-0.000288240937313353,-4.21497776475777,-0.321393903184937,0.399150260468757,0.279894146052411,0,2805.45387907592,-1383.97701381118,249
-2,-0.00035,-2,-3,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,83
-1,-2e-04,-1,-2.375,0.2,0.2,,-1.5022345634805,-0.000270780958329905,-4.35081850505536,-3.12177897224385,0.415428683358904,0.280994040891969,0,2841.81440479013,-1402.15727666828,240
-2.5,-5e-04,-4,-1.125,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,402
-1,-2e-04,-1,-1.75,0.2,0.2,,-1.48503830660249,-0.000274032147645626,-4.30148639051192,-2.57163466149753,0.411584054851484,0.28050981382706,0,2837.77730553683,-1400.13872704164,365
-1.5,-2e-04,-1,-1.125,0.2,0.2,,-1.17842629573376,-0.000372951620272059,-3.82481281467066,1.07132162225036,0.4001894215186,0.28046053456379,0,2801.21051512179,-1381.85533183412,489
-2,1e-04,-5,-1.75,0.2,0.2,,-1.26837021309282,-0.00033343978707697,-3.97150741566286,0.549219268721367,0.398582642182439,0.280289353246771,0,2798.88117485311,-1380.69066169978,273
