"","a_log","a12","h12","h_log","kr_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","a12.est","h_log.est","h12.est","kr_log.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"81","-2.5","-5e-04","-2e-04","-4","-1.75","-2","-0.5","0.005","0.001","0.001","0.001","-15","0.2","0.2","1173302","NaN","-0.853898086001493","0.0147462933360478","-4.48284375861364","0.570165338867297","-0.340131994766073","-1.88525526875861","-1.66092868191351","0.00193410292459867","0.00238659129208764","0.00246551745566942","0.000881244285359761","-15.7541669656073","0.246277371230283","0.241294284900366","0","1968.29801034643","-940.186234300491"
"82","-2","-2e-04","-0.00035","-5","-0.5","-0.5","-3","5e-04","0.005","0.001","0.001","-10","0.2","0.2","3468163","NaN","0.67314013822584","-0.00898917565878302","-3.55664579485339","0.624905399532914","0.752504800033496","-1.97099512143223","-1.91483895951283","0.00219075949363656","0.00143340109132128","0.00216615738053815","0.000545166040192425","-13.0638301387428","0.24372732656543","0.242291944726199","0","1974.32646663947","-943.200462447015"
"83","-3","-5e-04","1e-04","-5","-3","-1","-3","0.005","5e-04","5e-04","0.001","-15","0.2","0.2","818851","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"84","-2","-5e-04","-5e-05","-5","-3","-0.5","-1","5e-04","5e-04","5e-04","0.001","-10","0.2","0.2","3053203","NaN","2.81826660440102","0.00187606010342185","-4.21228380495332","0.690624260646369","-2.50647715548958","-1.92341284622346","-1.65826235121923","0.00195316919400521","0.00237589093492839","0.00246023873753551","0.000852040286510595","-7.53929052195607","0.245928464033432","0.241277218513186","0","1969.12300266","-940.598730457281"
"85","-1.5","1e-04","-5e-04","-5","-1.125","-0.5","-1","5e-04","5e-04","0.005","0.005","-10","0.2","0.2","4320649","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"86","-2.5","-5e-05","-5e-04","-5","-2.375","-0.5","-3","0.001","5e-04","5e-04","5e-04","-15","0.2","0.2","35017","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"87","-2","-0.00035","1e-04","-2","-2.375","-2","-1","0.001","0.005","0.005","5e-04","-15","0.2","0.2","713608","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"88","-1","-2e-04","-0.00035","-2","-2.375","-2","-1","5e-04","0.001","0.001","5e-04","-10","0.2","0.2","2626040","NaN","-0.687168751424524","0.00509097536289706","-1.94355992889508","0.593608511629171","-2.08288741308697","-1.91791857035005","-1.66084276142053","0.00194866574963263","0.00236447534053878","0.00246742656847081","0.000841198795552853","-10.0863041342482","0.246045173431111","0.241346130605492","0","1968.92099242654","-940.497725340551"
"89","-1.5","-5e-05","1e-04","-5","-0.5","-2","-1","0.005","0.001","0.001","0.005","-5","0.2","0.2","6480744","NaN","-1.70667177011524","0.129616280242109","-4.53338442284512","0.633330219856203","-0.619093041386907","-1.92615717702167","-1.66240312021166","0.00195652403222791","0.002370312238868","0.0024629254873088","0.000853682453952355","-5.0774166402937","0.245863648116415","0.24130689110858","0","1968.60015420803","-940.337306231292"
"90","-1","-0.00035","-5e-04","-5","-0.5","-2","-1","0.005","0.005","0.001","0.005","-10","0.2","0.2","4286885","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"91","-1","-2e-04","1e-04","-4","-1.125","-1","-3","5e-04","5e-04","0.001","0.005","-10","0.2","0.2","4055240","NaN","-2.48639743250452","-0.000265436404194474","-3.89850711694837","0.00520432739104867","-5.21042267666997","-1.7234955796184","-1.67613814186132","0.0012150023398513","0.00256660880475111","0.00254715884888494","0.000829106451856409","-8.99311442741588","0.228723452749546","0.259589449865673","0","1915.88193729764","-913.978197776099"
"92","-2.5","-2e-04","1e-04","-4","-1.75","-0.5","-3","0.005","0.005","5e-04","0.001","-10","0.2","0.2","3270237","NaN","1.12689681898869","0.0119460503201359","-4.66912756282805","0.682436781058223","-0.694952438556188","-1.92557202496656","-1.66116549566306","0.0019512505102556","0.00239118068554404","0.00247247997314188","0.000849005016089785","-10.9033963483014","0.245988350165534","0.241029468561919","0","1968.99391066891","-940.534184461736"
"93","-1","1e-04","-0.00035","-2","-2.375","-1","-1","5e-04","5e-04","0.001","5e-04","-15","0.2","0.2","266675","NaN","5.10634304933993","0.0283092207847609","-1.57640167627037","0.623521290026259","-2.15358114554303","-1.91887628375818","-1.65969382008782","0.00195600423960303","0.00236719181535323","0.00247561031224835","0.000845558991806944","-19.0967432249346","0.246068136694248","0.241226641299879","0","1969.81690979584","-940.945684025199"
"94","-2.5","-2e-04","1e-04","-4","-0.5","-1","-0.5","0.001","0.005","0.001","0.005","-10","0.2","0.2","4271487","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"95","-1","-0.00035","-5e-05","-4","-0.5","-0.5","-1","0.005","5e-04","0.001","0.001","-15","0.2","0.2","1087085","NaN","-0.00393451899271236","-0.0143608723473604","-2.41741589863908","0.923615001656827","1.63964062214875","-2.02896905967126","-1.57585944787769","0.00196315534555654","0.00246628864107209","0.00261135178373529","0.000924861923897133","-13.4492137716864","0.2475343149509","0.239941454932304","0","1972.02910478168","-942.051781518117"
"96","-1","-0.00035","-2e-04","-3","-0.5","-0.5","-0.5","0.005","0.001","0.005","0.005","-15","0.2","0.2","2193435","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"97","-3","-2e-04","1e-04","-5","-2.375","-0.5","-3","5e-04","0.005","5e-04","0.001","-10","0.2","0.2","3213236","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"98","-3","-0.00035","-5e-05","-5","-0.5","-2","-1","0.005","0.005","0.001","5e-04","-15","0.2","0.2","490081","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
