"","a_log","h_log","kr_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","kr_log.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"74","-1.88888888888889","-4.11111111111111","-0.5","-1","-1","5e-04","0.001","0.005","0.001","-10","0.2","0.2","582926","NaN","-2.69847267329042","-3.64292830066579","0.0374597459387365","-1.26718287831009","-1.66232021649585","0.00126397726733856","0.000895709303846365","0.00247682275042723","0.000858565363770837","-8.61006781862183","0.218151381601655","0.241477813446201","0","1827.93122096132","-876.283235446899"
"75","-2.77777777777778","-1.88888888888889","-1.125","-0.5","-0.5","0.001","5e-04","0.005","5e-04","-10","0.2","0.2","454372","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"76","-1.88888888888889","-1.88888888888889","-1.75","-1","-0.5","5e-04","0.001","0.005","0.001","-15","0.2","0.2","219776","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"77","-2.55555555555556","-2.77777777777778","-1.75","-2","-1","0.001","0.001","0.005","0.001","-10","0.2","0.2","586753","NaN","-2.64593675687496","-2.91574424967173","-0.552945424928417","-1.28519415265572","-1.76751425983795","0.00145687737052801","0.000939106505287849","0.00237197822776382","0.000703877699823103","-9.95599869104332","0.214484782562273","0.239711659882829","0","1826.79311614262","-875.714183037549"
"78","-2.33333333333333","-2.77777777777778","-1.75","-0.5","-3","0.001","0.005","0.005","0.001","-5","0.2","0.2","964254","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"79","-1.88888888888889","-4.55555555555556","-2.375","-1","-0.5","0.005","0.005","0.001","0.005","-5","0.2","0.2","1052116","NaN","-2.77080941982035","-4.7956136902914","-0.0980540792272386","-1.27508342066187","-1.62823428367422","0.000997607336774222","0.000897609942780129","0.00255403769216723","0.000786562278021096","-6.68900851669878","0.220532955186723","0.240798709940284","0","1839.53331147381","-882.084280703143"
"80","-3","-4.11111111111111","-0.5","-1","-3","0.001","0.001","0.001","5e-04","-5","0.2","0.2","788421","NaN","-2.7218190812186","-3.19255810677185","-2.01387556000697","-1.31943828457363","-1.68802164514119","0.00143604848985206","0.000775178524505393","0.00240986244253287","0.000866705507469232","-5.99346990116768","0.218141308468137","0.240733262585622","0","1826.8411086528","-875.738179292639"
"81","-2.77777777777778","-1.44444444444444","-1.75","-1","-3","0.005","0.001","5e-04","0.001","-15","0.2","0.2","144782","NaN","-2.57160099897038","-2.75291442914544","0.0130830371727861","-1.26946843449326","-1.61475725127924","0.00151713033490533","0.000938493321424566","0.00244056333488089","0.000918336340783102","-12.724710208797","0.216881332512573","0.240147468109233","0","1828.01617504675","-876.325712489615"
"82","-2.33333333333333","-4.55555555555556","-0.5","-2","-1","0.001","0.001","0.001","0.001","-15","0.2","0.2","181914","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"83","-1","-1","-1.125","-2","-3","0.001","5e-04","0.005","0.005","-10","0.2","0.2","693400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"84","-1.66666666666667","-4.11111111111111","-2.375","-2","-0.5","0.005","0.005","0.005","0.001","-5","0.2","0.2","970627","NaN","-2.4956122676185","-2.68218139066753","-0.351671054197723","-1.22821287176959","-1.64828800010956","0.00151420190358996","0.000897100937748524","0.00245883744169642","0.000850338811416391","-5.4839309079316","0.21947657684574","0.24154796202697","0","1830.34988526499","-877.492567598734"
"85","-2.55555555555556","-1.88888888888889","-0.5","-1","-0.5","5e-04","0.005","5e-04","0.001","-5","0.2","0.2","881473","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"86","-2.11111111111111","-5","-3","-2","-1","0.005","0.001","0.005","0.005","-10","0.2","0.2","712505","NaN","-2.87552237792725","-7.15633669196769","5.46504686272708","-4.51881391777867","-1.64415641844281","-0.0108650686713716","-0.00453841019344665","0.00242018131920856","0.000865614723050423","-16.5268564045578","0.252879275264912","0.241564674954294","0","1984.43715139789","-954.536200665182"
"87","-1.88888888888889","-4.11111111111111","-3","-0.5","-3","0.001","0.001","0.005","0.005","-15","0.2","0.2","343026","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"88","-1.44444444444444","-3.22222222222222","-1.75","-1","-3","0.001","0.001","5e-04","5e-04","-5","0.2","0.2","747748","NaN","-2.6813600603696","-2.5931440836982","-2.84003193434151","-1.26956614792591","-1.68368716790297","0.00155000784531177","0.000941478743619496","0.00242954718168555","0.000841645689295088","-5.8495575120797","0.218685645408869","0.242222922369815","0","1833.98805411696","-879.311652024717"
"89","-1.66666666666667","-1","-0.5","-1","-3","5e-04","0.001","5e-04","5e-04","-5","0.2","0.2","743497","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"90","-1.66666666666667","-1.44444444444444","-1.75","-1","-3","0.001","5e-04","0.001","0.005","-10","0.2","0.2","653287","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"91","-2.55555555555556","-5","-2.375","-0.5","-0.5","0.005","0.001","5e-04","5e-04","-10","0.2","0.2","391103","NaN","-2.82441061116162","-4.34222213771373","1.0573001495251","-1.36594468838184","-1.76828888493928","0.00107524037716873","0.000966984843392392","0.00271274663861462","0.000494343851987786","-7.21389063276732","0.215859830964275","0.24121632740099","0","1845.82956026102","-885.232405096747"
"92","-1.22222222222222","-3.66666666666667","-2.375","-1","-1","0.001","0.001","0.001","0.001","-15","0.2","0.2","182139","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"93","-2.55555555555556","-1.44444444444444","-2.375","-1","-0.5","5e-04","0.001","0.001","5e-04","-10","0.2","0.2","422183","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"94","-1","-5","-3","-1","-0.5","0.001","5e-04","0.001","0.005","-10","0.2","0.2","656010","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"95","-1.44444444444444","-4.55555555555556","-2.375","-2","-1","5e-04","0.005","0.001","5e-04","-5","0.2","0.2","798118","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"96","-2.11111111111111","-3.66666666666667","-3","-2","-0.5","5e-04","5e-04","0.001","0.001","-5","0.2","0.2","894035","NaN","-3.20104278398423","-3.4757463792442","-2.7248833364392","-1.73880376372192","-1.69343909796602","0.00138293579082176","0.000724194379721993","0.00177889264167021","0.00112675919028687","-4.72917014342328","0.220528156922005","0.238515084686324","0","1868.5800353725","-896.607642652489"
"97","-3","-2.77777777777778","-1.75","-2","-1","0.005","0.001","0.005","5e-04","-10","0.2","0.2","469751","NaN","-2.78552220808697","-1.40180386548473","-3.04416703649061","-1.51977132920447","-1.64499005948148","0.00181012924229798","0.00109853802884937","0.00221786800763796","0.000975740496273223","-10.1253850080905","0.230488288630749","0.239458211979825","0","1872.78527082396","-898.710260378217"
"98","-1","-3.22222222222222","-1.125","-1","-1","0.005","0.005","0.001","0.001","-10","0.2","0.2","564850","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
