"","a_log","a12","h_log","kr_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","a12.est","h_log.est","kr_log.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"79","-1","-5e-05","-2","-1.125","-2","-0.5","0.005","0.001","0.005","0.001","-15","0.2","0.2","285470","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"80","-3","-0.00035","-5","-1.125","-0.5","-0.5","0.001","0.001","0.001","0.005","-5","0.2","0.2","1293506","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"81","-2.5","1e-04","-4","-2.375","-0.5","-0.5","0.005","0.001","0.001","5e-04","-5","0.2","0.2","995172","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"82","-3","-0.00035","-4","-2.375","-2","-1","5e-04","5e-04","0.005","0.001","-5","0.2","0.2","1166406","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"83","-2","-5e-05","-1","-0.5","-0.5","-1","5e-04","0.001","5e-04","0.005","-5","0.2","0.2","1235618","NaN","-1.89223095261695","-0.000297697902659943","-2.3473885832071","1.27906391633228","-0.99368581490502","-1.62360384762905","0.00146579774103309","0.00178608214763444","0.00325991939179144","0.000310951003076521","-5.14865409725229","0.211324665060393","0.248756555196888","0","1843.71950764389","-881.037180868702"
"84","-2.5","-5e-04","-3","-0.5","-0.5","-0.5","5e-04","0.005","0.005","0.005","-10","0.2","0.2","899927","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"85","-2.5","1e-04","-2","-2.375","-2","-3","0.001","5e-04","0.005","0.005","-10","0.2","0.2","866472","NaN","-2.3435700987573","-0.000190885910520418","-3.17617551593695","-10.1717144700783","-1.08044987572887","-9.50727946864669","0.00136935464471985","0.00183861553806694","-0.0172630734872311","-0.00960176207936358","-8.0085542646661","0.212641404946098","0.270375218793288","0","1928.78509598683","-923.569975040175"
"86","-2","-2e-04","-1","-1.125","-0.5","-3","0.005","5e-04","0.001","0.005","-15","0.2","0.2","367363","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"87","-1.5","-5e-05","-1","-3","-2","-3","0.005","0.005","0.005","5e-04","-10","0.2","0.2","601994","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"88","-3","-2e-04","-1","-2.375","-0.5","-0.5","0.001","0.005","0.001","0.005","-10","0.2","0.2","854611","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"89","-2.5","-5e-04","-4","-1.125","-1","-3","0.005","0.001","0.001","0.005","-10","0.2","0.2","839152","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"90","-1.5","-5e-05","-3","-3","-1","-1","0.005","5e-04","0.005","0.005","-10","0.2","0.2","874444","NaN","-2.13760601608642","-0.000267339473988126","-3.24026296796593","-0.245627823337395","-0.982482153584674","-2.59021698222428","0.00121012761341349","0.0022026354941941","0.0051560851018156","0.000287141557339827","-18.6371225120297","0.211274803502022","0.25475527637646","0","1865.53271054795","-891.943782320734"
"91","-2","-0.00035","-3","-1.125","-0.5","-0.5","5e-04","0.005","5e-04","0.005","-15","0.2","0.2","342933","NaN","-1.42710232995215","-0.000382065285230354","-3.00491207778541","-0.784593437611136","-0.503823749128536","-1.17571433582866","0.0015571546308994","0.00140692590505152","0.00264591142114549","0.00100835019101941","-14.3151537678796","0.243262028230037","0.26611883023705","0","2022.80965214021","-970.582253116866"
"92","-1","-5e-04","-1","-3","-0.5","-1","0.001","5e-04","0.005","5e-04","-5","0.2","0.2","1021355","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"93","-1.5","-2e-04","-3","-3","-2","-0.5","5e-04","0.001","0.001","0.005","-5","0.2","0.2","1286314","NaN","-4.22486017896917","3.03795623077767e-05","-1.63882015195504","-3.49727322486746","-4.62741611463632","-1.67043388388231","0.013356956292676","-0.0212609181568138","0.00242609007238112","0.000864857609074407","-4.34547755451057","0.255064635848543","0.241516250881558","0","2001.66362996888","-960.009242031198"
"94","-2.5","1e-04","-2","-2.375","-0.5","-1","5e-04","0.001","0.005","0.005","-15","0.2","0.2","425222","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"95","-3","-0.00035","-1","-1.125","-2","-1","0.005","0.005","0.001","0.001","-15","0.2","0.2","249856","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"96","-3","-5e-05","-4","-1.75","-2","-1","5e-04","5e-04","0.005","5e-04","-5","0.2","0.2","1014666","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"97","-1.5","1e-04","-4","-1.125","-2","-1","0.005","0.001","0.005","5e-04","-5","0.2","0.2","1042924","NaN","-2.32144727687146","-0.000199973651885129","-3.37826932530336","-0.422330662694556","-1.07137583735099","-1.73501624489651","0.00116505953096346","0.00199768442372765","0.0024192882453308","0.000830015512038722","-5.66883640942295","0.210362728518789","0.245838323959085","0","1803.62017854105","-860.987516317284"
"98","-2.5","-0.00035","-3","-1.125","-0.5","-1","0.005","0.001","0.001","0.001","-10","0.2","0.2","689807","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
