"","a_log","h12","h_log","kr_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","h12.est","kr_log.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"76","-3","-5e-04","-1","-2.375","-2","-3","0.005","0.005","5e-04","0.001","-15","0.2","0.2","197101","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"77","-3","-5e-04","-5","-1.75","-1","-1","5e-04","5e-04","0.001","0.001","-15","0.2","0.2","205251","NaN","-2.39593103874342","-3.85746791458834","0.000491883447241804","-1.9451431995696","-1.07367243736827","-1.42357800766515","0.0015109761369453","0.00129153226758921","0.00244881143543397","0.00112337903843001","-14.7551222752753","0.217034013692002","0.237521506612713","0","1838.51954821479","-878.437201154154"
"78","-1","1e-04","-1","-3","-0.5","-0.5","5e-04","0.001","5e-04","0.005","-5","0.2","0.2","1237000","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"79","-3","-5e-05","-1","-0.5","-2","-0.5","0.001","0.001","0.001","0.001","-15","0.2","0.2","229366","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"80","-3","-2e-04","-5","-0.5","-1","-3","5e-04","5e-04","5e-04","0.005","-5","0.2","0.2","1216136","NaN","-2.14669472555574","-2.31376403454545","0.000208306440106883","0.198145515120373","-1.23067040563753","-2.76550092300852","0.00169830690933481","0.000582514757704405","0.000123808858276339","0.00232764169465704","-7.46042435839978","0.222426045896096","0.261548754402202","0","1926.27916120622","-922.317007649871"
"81","-2","-5e-05","-4","-0.5","-1","-3","5e-04","5e-04","0.005","5e-04","-5","0.2","0.2","1013668","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"82","-1.5","-5e-04","-1","-2.375","-0.5","-0.5","0.001","0.005","0.001","0.005","-10","0.2","0.2","854604","NaN","-0.848827293064725","1.17181071123957","0.916764400611744","-2.40012766762961","-2.00167029547837","-1.65142102222417","0.00199642957439823","0.0023704953316846","0.00246649851150851","0.000858372319186421","-9.7338868445993","0.247353790983602","0.241283308285053","0","1968.23854480964","-943.296699451581"
"83","-3","-0.00035","-3","-3","-0.5","-0.5","5e-04","5e-04","0.005","0.001","-10","0.2","0.2","713806","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"84","-3","-5e-04","-5","-2.375","-0.5","-0.5","0.001","0.005","0.005","0.001","-5","0.2","0.2","1208876","NaN","-2.56632787011576","-4.50275450999499","0.000783286551572011","-1.76028727011234","-1.22770903422874","-1.47759268811343","0.00135812048233611","0.00134085646209788","0.00246975534635703","0.00120882673465484","-4.43730669650737","0.215136958113608","0.240894277858506","0","1855.70509629079","-887.029975192154"
"85","-2","-5e-04","-3","-1.125","-2","-0.5","0.001","0.005","5e-04","0.001","-10","0.2","0.2","651053","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"86","-2","-5e-04","-4","-1.125","-2","-3","0.005","0.005","0.001","0.005","-5","0.2","0.2","1311028","NaN","-2.82652824246765","-3.9900551243634","0.552122980847515","-2.13862730900005","-2.16947303771445","-1.68444844736288","0.00199580256832748","0.0025342454916304","0.00245927302902489","0.000837243235135442","-5.29040363308006","0.246013666603793","0.240440292975329","0","1963.43364104383","-940.894247568671"
"87","-2.5","-5e-04","-5","-0.5","-0.5","-3","0.005","5e-04","5e-04","0.001","-5","0.2","0.2","1076127","NaN","-2.49540721617217","-3.20403580054637","0.000541134296504779","-1.07043066556471","-1.20261199276125","-1.64159691145526","0.00150322347449248","0.00136649986483113","0.00239941498746058","0.000881067671507522","-4.71633345488699","0.21792445110481","0.238442336449164","0","1831.73472483676","-875.044789465139"
"88","-2","1e-04","-4","-1.75","-0.5","-3","5e-04","5e-04","0.005","5e-04","-5","0.2","0.2","1014048","NaN","-2.23147200736182","-3.97921957995607","0.000863400900754425","-0.76470998059391","-0.993780971358577","-2.99300823503379","0.00151065090358043","0.00152227341042407","0.00292207603506939","-0.00188945718098147","-4.81392984275062","0.218353028194003","0.256173551011922","0","1904.16748401357","-911.261169053546"
"89","-1.5","-0.00035","-2","-2.375","-0.5","-0.5","5e-04","0.001","5e-04","0.001","-15","0.2","0.2","173959","NaN","1.68707447844964","-2.24551324485819","0.665419365347151","-1.73470821216919","-1.92593575933916","-1.659654483305","0.00195775045498827","0.00237069104559643","0.00246519170534429","0.000856967138554241","-16.0388683192843","0.246079178247213","0.241257383163004","0","1963.06499927138","-940.709926682448"
"90","-1.5","-5e-05","-1","-1.125","-1","-1","0.005","0.001","5e-04","0.005","-15","0.2","0.2","334869","NaN","0.0697845373051534","0.451223872887735","0.910629496516859","-0.913418754383593","-1.96225510267478","-1.58007045527757","0.00205600178237722","0.00209084435646573","0.00233380690475534","0.000897355197454694","-16.4218408142846","0.245797519455506","0.241678541522243","0","1968.82425129362","-943.589552693571"
"91","-3","-5e-04","-5","-2.375","-2","-1","0.005","0.001","0.005","0.005","-10","0.2","0.2","890751","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"92","-1.5","-5e-04","-5","-0.5","-0.5","-0.5","0.005","0.005","0.005","0.001","-5","0.2","0.2","1214879","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"93","-3","-5e-05","-1","-1.75","-1","-1","0.001","0.005","0.005","0.005","-10","0.2","0.2","902866","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"94","-1","-2e-04","-2","-1.75","-0.5","-3","5e-04","0.005","0.005","0.001","-15","0.2","0.2","288465","NaN","-0.8754826804156","-3.66470530121999","0.553981214239588","-1.72487968443739","-1.90798399318487","-1.65878278072248","0.00194451989360582","0.00236940079420137","0.0024600961240418","0.000854668026289398","-13.0553070266549","0.245931808825516","0.241257905762133","0","1961.75569382057","-940.055273957042"
"95","-2.5","-0.00035","-1","-1.75","-2","-0.5","0.001","0.005","0.005","5e-04","-15","0.2","0.2","144732","NaN","-1.7444577292168","3.68525295760116","0.0655982439556498","-2.10309940633326","-2.02170153472429","-1.62279963504781","0.00202207586478354","0.00227133424802572","0.00246468084269761","0.000881601944157699","-11.7783142785728","0.247519334062455","0.241159909669761","0","1969.90137432046","-944.128114206989"
"96","-2","-5e-05","-4","-1.75","-1","-1","0.001","0.001","0.005","5e-04","-15","0.2","0.2","126543","NaN","-2.57390280958377","-3.83245466904437","0.000605795230599689","-0.292625967033637","-1.25902140145307","-1.53021027909466","0.00142019169264454","0.0015405102105336","0.00244713426451199","0.000837158201158607","-14.9793670579861","0.210315522303438","0.236293009995657","0","1827.44233874441","-872.898596418966"
"97","-1.5","-5e-04","-4","-0.5","-1","-3","5e-04","5e-04","0.005","0.005","-5","0.2","0.2","1317404","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"98","-1","1e-04","-3","-1.75","-0.5","-0.5","0.001","0.001","0.005","0.005","-10","0.2","0.2","888450","NaN","NaN","NaN","NaN","NA","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
