Date,Exp,Type,Pred_YN,Time.day,Pred_T0.dens.ml,Pred_T24.dens.ml,Dexio_T0.dens.ml,Dexio_T24.dens.ml,Colp_T0.dens.ml,Colp_T24.dens.ml,Para_T0.dens.ml,Para_T24.dens.ml
24.1.2022,CP,MSFR,Y,1.05512551,5,3,NA,NA,40,31.98006504,140,199.0909268
24.1.2022,CP,MSFR,Y,1.148134875,5,3,NA,NA,40,39.32413008,140,182.1495041
24.1.2022,CP,Comp_Control,N,1.084578475,0,0,NA,NA,110,185.9049919,140,192.6314878
24.1.2022,CP,MSFR,Y,1.155885656,5,3,NA,NA,110,136.1322602,140,199.0408537
24.1.2022,CP,MSFR,Y,1.075277539,5,7,NA,NA,110,137.551,140,145.5126341
24.1.2022,CP,Comp_Control,N,1.152785343,0,0,NA,NA,300,321.2861545,140,184.7032358
24.1.2022,CP,MSFR,Y,1.072177227,5,0,NA,NA,300,225.0455203,140,185.955065
24.1.2022,CP,MSFR,Y,1.083028319,5,0,NA,NA,300,284.4489919,140,177.3925528
24.1.2022,CP,Comp_Control,N,1.16983706,0,0,NA,NA,800,746.6744309,140,159.4830488
24.1.2022,CP,MSFR,Y,1.087678788,5,0,NA,NA,800,755.2870163,140,103.2842602
24.1.2022,CP,MSFR,Y,1.154335499,5,7,NA,NA,800,759.1426504,140,194.3673577
24.1.2022,CP,Para_Con,N,1.117131753,0,0,NA,NA,1,1,210,255.0727317
24.1.2022,CP,Para_FR,Y,1.081478163,5,7,NA,NA,1,1,210,269.0932195
24.1.2022,CP,Comp_Control,N,1.163636436,0,0,NA,NA,40,45.13261789,210,303.2097398
24.1.2022,CP,MSFR,Y,1.086128631,5,0,NA,NA,40,39.60787805,210,224.2276585
24.1.2022,CP,MSFR,Y,1.076827695,5,3,NA,NA,40,27.17304065,210,212.4103902
24.1.2022,CP,Comp_Control,N,1.127982846,0,0,NA,NA,110,72.75631707,210,241.7866504
24.1.2022,CP,MSFR,Y,1.172937373,5,0,NA,NA,110,92.48514634,210,253.0698049
24.1.2022,CP,MSFR,Y,1.143484407,5,7,NA,NA,110,81.86963415,210,258.9116748
24.1.2022,CP,Comp_Control,N,1.06287629,0,0,NA,NA,300,316.7795691,210,226.9649919
24.1.2022,CP,MSFR,Y,1.124882534,5,3,NA,NA,300,284.4323008,210,276.4873577
24.1.2022,CP,MSFR,Y,1.151235187,5,3,NA,NA,300,200.9937073,210,219.3371789
24.1.2022,CP,Comp_Control,N,1.065976602,0,0,NA,NA,800,742.1010813,210,222.9758293
24.1.2022,CP,MSFR,Y,1.056675666,5,3,NA,NA,800,787.751122,210,229.9193089
24.1.2022,CP,MSFR,Y,1.146584719,5,7,NA,NA,800,659.8642439,210,235.811252
24.1.2022,CP,Para_Con,N,1.13418347,0,0,NA,NA,1,1,500,658.9295447
24.1.2022,CP,Para_FR,Y,1.079928007,5,0,NA,NA,1,1,500,553.8092683
24.1.2022,CP,Comp_Control,N,1.140384095,0,0,NA,NA,40,60.65530081,500,573.1542033
24.1.2022,CP,MSFR,Y,1.145034563,5,0,NA,NA,40,61.05588618,500,559.2672439
24.1.2022,CP,MSFR,Y,1.104730505,5,10,NA,NA,40,47.48605691,500,599.8598943
24.1.2022,CP,Comp_Control,N,1.114031441,0,0,NA,NA,110,96.491,500,570.6004715
24.1.2022,CP,MSFR,Y,1.089228944,5,3,NA,NA,110,111.5296423,500,471.322065
24.1.2022,CP,MSFR,Y,1.120232065,5,3,NA,NA,110,105.7712276,500,571.5184797
24.1.2022,CP,Comp_Control,N,1.106280661,0,0,NA,NA,300,259.9465203,500,556.5632927
24.1.2022,CP,MSFR,Y,1.118681909,5,3,NA,NA,300,259.7963008,500,570.5003252
24.1.2022,CP,MSFR,Y,1.110931129,5,10,NA,NA,300,304.2445854,500,533.7633089
26.1.2022,CP,Para_Con,N,1.069014876,0,0,NA,NA,1,1,25,34.26673984
26.1.2022,CP,Para_FR,Y,1.118560939,5,3,NA,NA,1,1,25,35.56864228
26.1.2022,CP,Comp_Control,N,1.110303262,0,0,NA,NA,25,46.1340813,25,25.94118593
26.1.2022,CP,MSFR,Y,1.123515545,5,0,NA,NA,25,18.92765854,25,47.30245528
26.1.2022,CP,MSFR,Y,1.06406027,5,13,NA,NA,25,17.90950407,25,26.23834146
26.1.2022,CP,Comp_Control,N,1.047544916,0,0,NA,NA,65,104.7697642,25,37.23774797
26.1.2022,CP,MSFR,Y,1.007908066,5,3,NA,NA,65,70.72000813,25,18.32678049
26.1.2022,CP,MSFR,Y,1.059105664,5,7,NA,NA,65,72.9399187,25,19.45186204
26.1.2022,CP,Comp_Control,N,1.022771885,0,0,NA,NA,180,222.0411301,25,22.68314634
26.1.2022,CP,MSFR,Y,1.100394049,5,3,NA,NA,180,210.0736423,25,31.79646341
26.1.2022,CP,MSFR,Y,1.116909404,5,10,NA,NA,180,199.2745285,25,39.45765854
26.1.2022,CP,Comp_Control,N,1.016165743,0,0,NA,NA,490,501.1156016,25,10.89926016
26.1.2022,CP,MSFR,Y,1.060757199,5,3,NA,NA,490,444.2324797,25,22.21579675
26.1.2022,CP,MSFR,Y,1.02442342,5,7,NA,NA,490,465.4968862,25,30.9118374
26.1.2022,CP,Comp_Control,N,1.075621018,0,0,NA,NA,25,30.16073984,40,45.91709756
26.1.2022,CP,MSFR,Y,1.009559601,5,0,NA,NA,25,25.25356911,40,27.6570813
26.1.2022,CP,MSFR,Y,1.044241845,5,3,NA,NA,25,13.70335772,40,50.02309756
26.1.2022,CP,Comp_Control,N,1.001301924,0,0,NA,NA,65,98.72760163,40,55.93173171
26.1.2022,CP,MSFR,Y,1.111954797,5,0,NA,NA,65,61.07257724,40,66.0465122
26.1.2022,CP,MSFR,Y,1.052499522,5,3,NA,NA,65,45.93378862,40,60.52177236
26.1.2022,CP,Comp_Control,N,1.115257868,0,0,NA,NA,180,273.7667154,40,71.15397561
26.1.2022,CP,MSFR,Y,1.029378026,5,3,NA,NA,180,141.9240569,40,29.14258537
26.1.2022,CP,MSFR,Y,1.083878695,5,7,NA,NA,180,207.2528537,40,46.3677561
26.1.2022,CP,Comp_Control,N,1.012862672,0,0,NA,NA,490,512.064935,40,53.27005538
26.1.2022,CP,MSFR,Y,1.00295346,5,0,NA,NA,490,421.8998455,40,40.25882927
26.1.2022,CP,MSFR,Y,1.021120349,5,3,NA,NA,490,426.6734878,40,67.6321626
26.1.2022,CP,Para_Con,N,1.077272554,0,0,NA,NA,1,1,60,53.91211382
26.1.2022,CP,Para_FR,Y,1.062408735,5,7,NA,NA,1,1,60,69.9188374
26.1.2022,CP,Comp_Control,N,1.037635703,0,0,NA,NA,25,19.94581301,90,84.75718699
26.1.2022,CP,MSFR,Y,1.006256531,5,3,NA,NA,25,28.8588374,90,101.7486829
26.1.2022,CP,MSFR,Y,1.070666412,5,3,NA,NA,25,27.07289431,90,78.1308374
26.1.2022,CP,Comp_Control,N,1.011211137,0,0,NA,NA,65,56.71621138,90,80.43420325
26.1.2022,CP,MSFR,Y,1.073969483,5,3,NA,NA,65,64.32733333,90,72.28896748
26.1.2022,CP,MSFR,Y,1.090484837,5,7,NA,NA,65,67.06466667,90,76.89569919
26.1.2022,CP,Comp_Control,N,1.133424758,0,0,NA,NA,180,172.9026585,90,107.2567317
26.1.2022,CP,MSFR,Y,1.098742514,5,3,NA,NA,180,171.9512683,90,93.48660976
26.1.2022,CP,MSFR,Y,1.040938774,5,7,NA,NA,180,184.486252,90,73.97476423
26.1.2022,CP,Comp_Control,N,1.065711806,0,0,NA,NA,490,419.7133171,90,64.32733333
26.1.2022,CP,MSFR,Y,1.027726491,5,3,NA,NA,490,427.9920813,90,87.49452033
26.1.2022,CP,MSFR,Y,1.097090979,5,7,NA,NA,490,488.2134146,90,84.12292683
26.1.2022,CP,Para_Con,N,1.026074956,0,0,NA,NA,1,1,140,132.259935
26.1.2022,CP,Para_FR,Y,1.102045585,5,3,NA,NA,1,1,140,204.1650081
26.1.2022,CP,Comp_Control,N,1.050847987,0,0,NA,NA,25,39.20729268,140,126.0341707
26.1.2022,CP,MSFR,Y,1.08222716,5,3,NA,NA,25,20.74698374,140,150.0359106
26.1.2022,CP,MSFR,Y,1.067363341,5,10,NA,NA,25,30.46117886,140,145.2288862
26.1.2022,CP,Comp_Control,N,1.078924089,0,0,NA,NA,65,68.86730081,140,167.0774797
26.1.2022,CP,MSFR,Y,1.019468814,5,0,NA,NA,65,60.97243089,140,119.7082602
26.1.2022,CP,MSFR,Y,1.12186401,5,3,NA,NA,65,46.23422764,140,120.826561
26.1.2022,CP,Comp_Control,N,1.055802593,0,0,NA,NA,180,169.9817236,140,117.9390081
26.1.2022,CP,MSFR,Y,1.072317947,5,7,NA,NA,180,187.0399837,140,144.1773496
26.1.2022,CP,MSFR,Y,1.095439443,5,7,NA,NA,180,138.5691545,140,136.0488049
26.1.2022,CP,Comp_Control,N,1.130121687,0,0,NA,NA,490,466.2646748,140,183.4847886
26.1.2022,CP,MSFR,Y,1.035984168,5,3,NA,NA,490,439.9762602,140,155.4938862
26.1.2022,CP,MSFR,Y,1.04259031,5,7,NA,NA,490,396.3124553,140,109.0426748
26.1.2022,CP,Comp_Control,N,1.113606333,0,0,NA,NA,25,40.37566667,210,226.5810976
26.1.2022,CP,MSFR,Y,1.125167081,5,0,NA,NA,25,39.45765854,210,196.7041057
26.1.2022,CP,MSFR,Y,1.120212474,5,3,NA,NA,25,21.80686585,210,251.7679024
26.1.2022,CP,Comp_Control,N,1.131773222,0,0,NA,NA,65,70.46964228,210,339.1288943
26.1.2022,CP,MSFR,Y,1.032681097,5,0,NA,NA,65,68.34987805,210,248.4964553
26.1.2022,CP,MSFR,Y,1.039287239,5,10,NA,NA,65,75.92761789,210,232.6065691
26.1.2022,CP,Comp_Control,N,1.080575624,0,0,NA,NA,180,205.3,210,195.4022033
26.1.2022,CP,MSFR,Y,1.049196451,5,3,NA,NA,180,155.5773415,210,226.9816829
26.1.2022,CP,MSFR,Y,1.085530231,5,3,NA,NA,180,132.1430976,210,197.8724797
26.1.2022,CP,Comp_Control,N,1.105348656,0,0,NA,NA,490,457.5853252,210,224.945374
26.1.2022,CP,MSFR,Y,1.057454129,5,0,NA,NA,490,430.7127236,210,146.8813008
26.1.2022,CP,MSFR,Y,1.107000191,5,10,NA,NA,490,603.4317805,210,261.7324634
26.1.2022,CP,Para_Con,N,1.034332633,0,0,NA,NA,1,1,325,274.9684715
26.1.2022,CP,Para_FR,Y,1.108651727,5,3,NA,NA,1,1,325,366.3520081
26.1.2022,CP,Comp_Control,N,1.014514208,0,0,NA,NA,25,25.55400813,500,544.7627154
26.1.2022,CP,MSFR,Y,1.092136372,5,3,NA,NA,25,18.72736585,500,361.8621138
26.1.2022,CP,MSFR,Y,1.128470152,5,3,NA,NA,25,29.57655285,500,475.8286504
26.1.2022,CP,Comp_Control,N,1.126818616,0,0,NA,NA,65,60.23802439,500,474.0760894
26.1.2022,CP,MSFR,Y,1.088833302,5,3,NA,NA,65,48.0702439,500,416.0412846
26.1.2022,CP,MSFR,Y,1.031029562,5,7,NA,NA,65,55.41430894,500,389.0017724
26.1.2022,CP,Comp_Control,N,1.045893381,0,0,NA,NA,180,170.6660569,500,415.2568049
26.1.2022,CP,MSFR,Y,1.017817278,5,0,NA,NA,180,154.0250732,500,436.6380488
26.1.2022,CP,MSFR,Y,1.087181766,5,7,NA,NA,180,194.4007398,500,589.0440894
27.1.2022,CP,Comp_Control,N,1.119196133,0,0,NA,NA,40,85.3747561,25,35.10129268
27.1.2022,CP,MSFR,Y,1.078776121,5,3,NA,NA,40,41.2936748,25,32.6143252
27.1.2022,CP,MSFR,Y,1.117641517,5,3,NA,NA,40,44.29806504,25,20.74698374
27.1.2022,CP,Comp_Control,N,1.047683805,0,0,NA,NA,110,148.1498211,25,37.77186179
27.1.2022,CP,MSFR,Y,1.052347652,5,3,NA,NA,110,82.70418699,25,35.71886179
27.1.2022,CP,MSFR,Y,1.064784579,5,7,NA,NA,110,83.85586992,25,20.11272358
27.1.2022,CP,Comp_Control,N,1.027473799,0,0,NA,NA,300,340.1470488,25,46.60143089
27.1.2022,CP,MSFR,Y,1.005709177,5,7,NA,NA,300,289.2226341,25,20.99734959
27.1.2022,CP,MSFR,Y,1.06789381,5,10,NA,NA,300,248.413,25,43.00792843
27.1.2022,CP,Comp_Control,N,1.022809951,0,0,NA,NA,800,772.2451301,25,19.43140011
27.1.2022,CP,MSFR,Y,1.095876895,5,3,NA,NA,800,770.175439,25,32.34726829
27.1.2022,CP,MSFR,Y,1.081885353,5,10,NA,NA,800,727.3962602,25,41.93628049
27.1.2022,CP,Para_Con,N,1.00104533,0,0,NA,NA,1,1,40,46.68488618
27.1.2022,CP,Para_FR,Y,1.058566115,5,7,NA,NA,1,1,40,66.44709756
27.1.2022,CP,Comp_Control,N,1.036801494,0,0,NA,NA,40,64.14373171,40,44.971271
27.1.2022,CP,MSFR,Y,1.010373025,5,0,NA,NA,40,46.11739024,40,53.76189431
27.1.2022,CP,MSFR,Y,1.092767664,5,3,NA,NA,40,36.11944715,40,67.26495935
27.1.2022,CP,Comp_Control,N,1.039910726,0,0,NA,NA,110,152.0388374,40,55.64798374
27.1.2022,CP,MSFR,Y,1.033692262,5,7,NA,NA,110,140.9893577,40,69.13435772
27.1.2022,CP,MSFR,Y,1.108313822,5,7,NA,NA,110,85.44152033,40,34.76747154
27.1.2022,CP,Comp_Control,N,1.111423054,0,0,NA,NA,300,319.0328618,40,43.74726016
27.1.2022,CP,MSFR,Y,1.088103816,5,3,NA,NA,300,292.994813,40,58.41869919
27.1.2022,CP,MSFR,Y,1.071003042,5,7,NA,NA,300,303.4434146,40,36.98738211
27.1.2022,CP,Comp_Control,N,1.044574573,0,0,NA,NA,800,784.2960732,40,60.52177236
27.1.2022,CP,MSFR,Y,1.100540743,5,3,NA,NA,800,799.8521382,40,13.92973895
27.1.2022,CP,MSFR,Y,1.102095359,5,7,NA,NA,800,755.8378211,40,44.8154878
27.1.2022,CP,Para_Con,N,1.083439969,0,0,NA,NA,1,1,90,81.98647154
27.1.2022,CP,Para_FR,Y,1.060120731,5,0,NA,NA,1,1,90,84.27314634
27.1.2022,CP,Comp_Control,N,1.007263793,0,0,NA,NA,40,41.49396748,90,83.67226829
27.1.2022,CP,MSFR,Y,1.049238421,5,3,NA,NA,40,43.02954472,90,93.18617073
27.1.2022,CP,MSFR,Y,1.116086901,5,3,NA,NA,40,39.8582439,90,90.96626016
27.1.2022,CP,Comp_Control,N,1.002599946,0,0,NA,NA,110,101.4315528,90,112.5477967
27.1.2022,CP,MSFR,Y,1.120750749,5,0,NA,NA,110,84.00608943,90,116.0028455
27.1.2022,CP,MSFR,Y,1.072557658,5,7,NA,NA,110,93.43653659,90,85.77534146
27.1.2022,CP,Comp_Control,N,1.043019957,0,0,NA,NA,300,308.9681545,90,106.2552683
27.1.2022,CP,MSFR,Y,1.013482256,5,7,NA,NA,300,285.2501626,90,87.22746341
27.1.2022,CP,MSFR,Y,1.114532285,5,7,NA,NA,300,283.3640732,90,109.7103171
27.1.2022,CP,Comp_Control,N,1.004154562,0,0,NA,NA,800,788.5856748,90,153.0069187
27.1.2022,CP,MSFR,Y,1.035246878,5,3,NA,NA,800,636.6553293,90,51.85076829
27.1.2022,CP,MSFR,Y,1.055456884,5,3,NA,NA,800,798.3833252,90,76.41165854
27.1.2022,CP,Comp_Control,N,1.024364567,0,0,NA,NA,40,43.29660163,140,167.4446829
27.1.2022,CP,MSFR,Y,1.008818409,5,3,NA,NA,40,39.34082114,140,146.9647561
27.1.2022,CP,MSFR,Y,1.091213048,5,7,NA,NA,40,43.83071545,140,131.5255285
27.1.2022,CP,Comp_Control,N,1.032137646,0,0,NA,NA,110,110.3445772,140,155.427122
27.1.2022,CP,MSFR,Y,1.094322279,5,3,NA,NA,110,86.47636585,140,165.7922683
27.1.2022,CP,MSFR,Y,1.098986127,5,3,NA,NA,110,108.6754715,140,145.6795447
27.1.2022,CP,Comp_Control,N,1.016591488,0,0,NA,NA,300,245.5087561,140,135.2643252
27.1.2022,CP,MSFR,Y,1.029028415,5,3,NA,NA,300,298.269187,140,129.1220163
27.1.2022,CP,MSFR,Y,1.063229963,5,13,NA,NA,300,331.701374,140,151.5214146
27.1.2022,CP,Comp_Control,N,1.021255336,0,0,NA,NA,800,838.8925203,140,131.7258211
27.1.2022,CP,MSFR,Y,1.025919183,5,3,NA,NA,800,684.8006829,140,119.1574553
27.1.2022,CP,MSFR,Y,1.097431511,5,7,NA,NA,800,774.2313659,140,115.3518943
27.1.2022,CP,Para_Con,N,1.12385998,0,0,NA,NA,1,1,210,292.8112114
27.1.2022,CP,Para_FR,Y,1.046129189,5,7,NA,NA,1,1,210,208.5714472
27.1.2022,CP,Comp_Control,N,1.018146104,0,0,NA,NA,40,39.7414065,210,180.6806911
27.1.2022,CP,MSFR,Y,1.0570115,5,3,NA,NA,40,35.0178374,210,204.5655935
27.1.2022,CP,MSFR,Y,1.089658432,5,3,NA,NA,40,24.95313008,210,193.9333902
27.1.2022,CP,Comp_Control,N,1.122305364,0,0,NA,NA,110,121.2772195,210,232.573187
27.1.2022,CP,MSFR,Y,1.103649974,5,3,NA,NA,110,173.052878,210,292.4940813
27.1.2022,CP,MSFR,Y,1.109868438,5,3,NA,NA,110,117.4883496,210,198.5735041
27.1.2022,CP,Comp_Control,N,1.07566689,0,0,NA,NA,300,331.9183577,210,171.9011951
27.1.2022,CP,MSFR,Y,1.066339195,5,3,NA,NA,300,334.2384146,210,186.8563821
27.1.2022,CP,MSFR,Y,1.030583031,5,7,NA,NA,300,261.6323171,210,188.876
27.1.2022,CP,Comp_Control,N,1.112977669,0,0,NA,NA,800,742.7854146,210,209.2223984
27.1.2022,CP,MSFR,Y,1.011927641,5,0,NA,NA,800,730.8346179,210,219.7878374
27.1.2022,CP,MSFR,Y,1.074112274,5,7,NA,NA,800,726.8287642,210,219.2871057
27.1.2022,CP,Para_Con,N,1.01970072,0,0,NA,NA,1,1,500,490.3498699
27.1.2022,CP,Para_FR,Y,1.084994585,5,3,NA,NA,1,1,500,446.5692276
27.1.2022,CP,Comp_Control,N,1.03835611,0,0,NA,NA,40,35.28489431,500,481.2198618
27.1.2022,CP,MSFR,Y,1.125414596,5,0,NA,NA,40,42.36190244,500,433.6670407
27.1.2022,CP,MSFR,Y,1.061675347,5,3,NA,NA,40,20.11272358,500,467.6166504
27.1.2022,CP,Comp_Control,N,1.080330737,0,0,NA,NA,110,141.5568537,500,543.6277236
27.1.2022,CP,MSFR,Y,1.050793036,5,0,NA,NA,110,133.5284553,500,486.1937967
27.1.2022,CP,MSFR,Y,1.069448426,5,3,NA,NA,110,89.88134146,500,410.0825772
27.1.2022,CP,Comp_Control,N,1.015036872,0,0,NA,NA,300,319.967561,500,443.8485854
27.1.2022,CP,MSFR,Y,1.077221505,5,3,NA,NA,300,313.3579024,500,425.2046748
27.1.2022,CP,MSFR,Y,1.053902268,5,10,NA,NA,300,254.855748,500,482.2213252
29.1.2022,CP,Para_Con,N,1.087644941,0,0,NA,NA,1,1,25,29.34287805
29.1.2022,CP,Para_FR,Y,1.084402236,5,0,NA,NA,1,1,25,48.15369919
29.1.2022,CP,Comp_Control,N,1.066567358,0,0,NA,NA,25,34.73408943,25,31.36249593
29.1.2022,CP,MSFR,Y,1.026033544,5,3,NA,NA,25,28.94229268,25,27.17304065
29.1.2022,CP,MSFR,Y,1.04873248,5,10,NA,NA,25,23.61784553,25,31.36249593
29.1.2022,CP,Comp_Control,N,1.05521789,0,0,NA,NA,65,88.92995122,25,30.24419512
29.1.2022,CP,MSFR,Y,1.043868422,5,0,NA,NA,65,47.40260163,25,28.6251626
29.1.2022,CP,MSFR,Y,1.056839242,5,3,NA,NA,65,41.82778862,25,26.83921951
29.1.2022,CP,Comp_Control,N,1.129800108,0,0,NA,NA,180,245.0580976,25,20.3939605
29.1.2022,CP,MSFR,Y,1.022790838,5,3,NA,NA,180,172.7691301,25,19.26147967
29.1.2022,CP,MSFR,Y,1.090887647,5,10,NA,NA,180,147.4654878,25,29.20934959
29.1.2022,CP,Comp_Control,N,1.006577313,0,0,NA,NA,490,507.7920244,25,37.37127642
29.1.2022,CP,MSFR,Y,1.076295473,5,3,NA,NA,490,388.5344228,25,22.36601626
29.1.2022,CP,MSFR,Y,1.107101172,5,3,NA,NA,490,458.8204634,25,43.61373171
29.1.2022,CP,Comp_Control,N,1.110343877,0,0,NA,NA,25,19.74552033,40,54.78004878
29.1.2022,CP,MSFR,Y,1.082780884,5,3,NA,NA,25,19.87904878,40,54.39615447
29.1.2022,CP,MSFR,Y,1.063324653,5,7,NA,NA,25,26.78914634,40,36.38650407
29.1.2022,CP,Comp_Control,N,1.050353832,0,0,NA,NA,65,102.4163252,40,44.1979187
29.1.2022,CP,MSFR,Y,1.024412191,5,3,NA,NA,65,59.60376423,40,48.80465041
29.1.2022,CP,MSFR,Y,1.113586583,5,3,NA,NA,65,37.32120325,40,37.97215447
29.1.2022,CP,Comp_Control,N,1.098994409,0,0,NA,NA,180,189.2598943,40,37.43804065
29.1.2022,CP,MSFR,Y,1.115207935,5,0,NA,NA,180,164.5571301,40,38.2725935
29.1.2022,CP,MSFR,Y,1.089266294,5,3,NA,NA,180,159.0824634,40,44.68195935
29.1.2022,CP,Comp_Control,N,1.019548133,0,0,NA,NA,490,469.4693577,40,53.21108943
29.1.2022,CP,MSFR,Y,1.081159531,5,0,NA,NA,490,377.8521463,40,47.5695122
29.1.2022,CP,MSFR,Y,1.045489774,5,7,NA,NA,490,424.3033577,40,51.4418374
29.1.2022,CP,Para_Con,N,1.008198665,0,0,NA,NA,1,1,60,72.97330081
29.1.2022,CP,Para_FR,Y,1.0617033,5,3,NA,NA,1,1,60,74.47549593
29.1.2022,CP,Comp_Control,N,1.027654896,0,0,NA,NA,25,47.28576423,90,71.40434146
29.1.2022,CP,MSFR,Y,1.014684076,5,3,NA,NA,25,20.93058537,90,102.1826504
29.1.2022,CP,MSFR,Y,1.069810063,5,3,NA,NA,25,13.82019512,90,94.52145528
29.1.2022,CP,Comp_Control,N,1.102237115,0,0,NA,NA,65,51.99264228,90,81.91970732
29.1.2022,CP,MSFR,Y,1.030897601,5,0,NA,NA,65,57.55076423,90,87.89510569
29.1.2022,CP,MSFR,Y,1.003334607,5,7,NA,NA,65,46.66819512,90,117.0543821
29.1.2022,CP,Comp_Control,N,1.064946005,0,0,NA,NA,180,210.3573902,90,85.55835772
29.1.2022,CP,MSFR,Y,1.000091902,5,0,NA,NA,180,181.3316423,90,99.81252033
29.1.2022,CP,MSFR,Y,1.086023589,5,0,NA,NA,180,141.1061951,90,91.5337561
29.1.2022,CP,Comp_Control,N,1.058460595,0,0,NA,NA,490,439.2418537,90,102.0991951
29.1.2022,CP,MSFR,Y,1.053596537,5,3,NA,NA,490,474.5768211,90,93.01926016
29.1.2022,CP,MSFR,Y,1.016305428,5,10,NA,NA,490,441.1780163,90,83.70565041
29.1.2022,CP,Para_Con,N,1.034140306,0,0,NA,NA,1,1,140,112.9984553
29.1.2022,CP,Para_FR,Y,1.017926781,5,3,NA,NA,1,1,140,113.5993333
29.1.2022,CP,Comp_Control,N,1.123314698,0,0,NA,NA,25,35.65209756,140,144.5111707
29.1.2022,CP,MSFR,Y,1.060081948,5,0,NA,NA,25,23.65957317,140,152.6063333
29.1.2022,CP,MSFR,Y,1.042247069,5,7,NA,NA,25,31.5294065,140,106.9562927
29.1.2022,CP,Comp_Control,N,1.029276249,0,0,NA,NA,65,76.06114634,140,113.215439
29.1.2022,CP,MSFR,Y,1.108722525,5,3,NA,NA,65,58.00142276,140,139.320252
29.1.2022,CP,MSFR,Y,1.095751704,5,10,NA,NA,65,46.71826829,140,112.1639024
29.1.2022,CP,Comp_Control,N,1.092508999,0,0,NA,NA,180,174.4716179,140,141.3398699
29.1.2022,CP,MSFR,Y,1.040625717,5,3,NA,NA,180,146.7811545,140,88.17885366
29.1.2022,CP,MSFR,Y,1.126557403,5,7,NA,NA,180,152.205748,140,142.8921382
29.1.2022,CP,Comp_Control,N,1.009820018,0,0,NA,NA,490,448.9560488,140,168.1790894
29.1.2022,CP,MSFR,Y,1.116829288,5,0,NA,NA,490,429.0269268,140,140.0713496
29.1.2022,CP,MSFR,Y,1.10547982,5,3,NA,NA,490,472.9911707,140,132.0596423
29.1.2022,CP,Comp_Control,N,1.100615762,0,0,NA,NA,25,32.33057724,210,171.4171545
29.1.2022,CP,MSFR,Y,1.11196523,5,0,NA,NA,25,14.70482114,210,218.8698293
29.1.2022,CP,MSFR,Y,1.128178756,5,7,NA,NA,25,31.01198374,210,174.805439
29.1.2022,CP,Comp_Control,N,1.121693345,0,0,NA,NA,65,91.63390244,210,203.9480244
29.1.2022,CP,MSFR,Y,1.094130352,5,3,NA,NA,65,61.00581301,210,238.3149106
29.1.2022,CP,MSFR,Y,1.11845064,5,7,NA,NA,65,48.35399187,210,164.2566911
29.1.2022,CP,Comp_Control,N,1.039004364,0,0,NA,NA,180,197.0546179,210,186.8897642
29.1.2022,CP,MSFR,Y,1.01144137,5,3,NA,NA,180,166.4265285,210,221.4068699
29.1.2022,CP,MSFR,Y,1.097373057,5,3,NA,NA,180,168.2959268,210,230.0194553
29.1.2022,CP,Comp_Control,N,1.06818871,0,0,NA,NA,490,493.3876423,210,186.7896179
29.1.2022,CP,MSFR,Y,1.032518954,5,0,NA,NA,490,400.9525691,210,221.3401057
29.1.2022,CP,MSFR,Y,1.073052768,5,0,NA,NA,490,425.7220976,210,223.4264878
29.1.2022,CP,Para_Con,N,1.079538178,0,0,NA,NA,1,1,325,268.8261626
29.1.2022,CP,Para_FR,Y,1.013062723,5,3,NA,NA,1,1,325,312.5400407
29.1.2022,CP,Comp_Control,N,1.103858467,0,0,NA,NA,25,27.35664228,500,465.8140163
29.1.2022,CP,MSFR,Y,1.120071993,5,0,NA,NA,25,27.60700813,500,394.5265122
29.1.2022,CP,MSFR,Y,1.037383012,5,7,NA,NA,25,25.33702439,500,481.1864797
29.1.2022,CP,Comp_Control,N,1.047111127,0,0,NA,NA,65,62.09073171,500,500.4479593
29.1.2022,CP,MSFR,Y,1.021169486,5,3,NA,NA,65,70.56978862,500,428.793252
29.1.2022,CP,MSFR,Y,1.074674121,5,3,NA,NA,65,63.04212195,500,399.3168455
29.1.2022,CP,Comp_Control,N,1.051975185,0,0,NA,NA,180,183.9354472,500,385.4298862
29.1.2022,CP,MSFR,Y,1.124936051,5,3,NA,NA,180,140.5553902,500,413.3707154
29.1.2022,CP,MSFR,Y,1.001713255,5,7,NA,NA,180,154.3422033,500,439.2585447
30.1.2022,CP,Comp_Control,N,1.087267855,0,0,NA,NA,40,67.66554472,25,25.58739024
30.1.2022,CP,MSFR,Y,1.061824987,5,0,NA,NA,40,28.0075935,25,42.04477236
30.1.2022,CP,MSFR,Y,1.103730887,5,3,NA,NA,40,41.27698374,25,28.87552846
30.1.2022,CP,Comp_Control,N,1.040872038,0,0,NA,NA,110,113.3155854,25,37.00407317
30.1.2022,CP,MSFR,Y,1.003456056,5,3,NA,NA,110,88.29569106,25,54.06233333
30.1.2022,CP,MSFR,Y,1.079784658,5,3,NA,NA,110,91.85088618,25,31.09543902
30.1.2022,CP,Comp_Control,N,1.067811544,0,0,NA,NA,300,243.5725935,25,23.48431707
30.1.2022,CP,MSFR,Y,1.010939252,5,0,NA,NA,300,263.2346585,25,26.20495935
30.1.2022,CP,MSFR,Y,1.024409006,5,3,NA,NA,300,237.3134472,25,17.13159136
30.1.2022,CP,Comp_Control,N,1.070804823,0,0,NA,NA,800,772.5455691,25,19.94581301
30.1.2022,CP,MSFR,Y,1.042368677,5,3,NA,NA,800,745.4226016,25,29.92706504
