a_log,h_log,kr_log,sigma,sigma2,error,a_log.est,h_log.est,kr_log.est,sigma.est,sigma2.est,converge,BIC,logLik,strtpt
-2.55555555555556,-1,-2.375,0.2,0.2,,-2.66004064114355,-3.0970774388203,-0.917004208209988,0.226760589173029,0.242775272104319,0,1832.33156147601,-900.464791140604,193
-2.55555555555556,-1.44444444444444,-1.125,0.2,0.2,,-2.65997187767683,-3.09795246389044,-0.916142985339637,0.226777506611365,0.242810724810831,0,1832.33157201516,-900.46479641018,383
-1.22222222222222,-3.22222222222222,-2.375,0.2,0.2,,-2.729323284802,-3.19832427387876,-3.02521674045472,0.227191818074434,0.243194119085998,0,1834.53040765124,-901.564214228219,149
-2.77777777777778,-1.88888888888889,-2.375,0.2,0.2,,-2.66004187836649,-3.09727032027098,-0.918857593998648,0.226780081564345,0.24277631290488,0,1832.33155551218,-900.464788158692,172
-2.33333333333333,-1,-1.75,0.2,0.2,,-2.65653825232361,-3.08964229409405,-0.865975201761772,0.226788827726603,0.242780252851426,0,1832.33622249767,-900.467121651435,294
-1.44444444444444,-4.11111111111111,-1.125,0.2,0.2,,-2.64400892156898,-3.05796390341103,-0.733097028791624,0.226675052845641,0.242835367633545,0,1832.39994097912,-900.49898089216,328
-2.33333333333333,-1.44444444444444,-3,0.2,0.2,,-2.65990389973391,-3.09725963185834,-0.917820637197367,0.226757656394151,0.24279045790288,0,1832.33155962686,-900.464790216029,84
-1,-3.22222222222222,-1.75,0.2,0.2,,-2.6666646224893,-3.11086120660902,-0.993274394531529,0.226736784636168,0.242791541752107,0,1832.34151137937,-900.469766092284,250
-1,-1.44444444444444,-3,0.2,0.2,,-2.66245669597012,-3.10206792881265,-0.922774118899433,0.226823889018303,0.242667902230724,0,1832.33258395158,-900.46530237839,90
-1.22222222222222,-4.11111111111111,-1.75,0.2,0.2,,-2.66027025258567,-3.09866188220767,-0.920524229875826,0.226775622028079,0.242786830027115,0,1832.33157290603,-900.464796855615,229
-2.55555555555556,-1.44444444444444,-2.375,0.2,0.2,,-2.74894853717438,-3.26195002947992,-6.70309665682466,0.227414228735472,0.242777993784903,0,1835.38287385508,-901.990447330141,183
-2.33333333333333,-4.55555555555556,-0.5,0.2,0.2,,-2.66035038049795,-3.09733137525168,-0.912825971482526,0.226816736021766,0.24273459753624,0,1832.33174458781,-900.464882696504,414
-2.77777777777778,-1.44444444444444,-2.375,0.2,0.2,,-2.6601112127293,-3.09767590132846,-0.919462328407038,0.226772800901013,0.242783874791741,0,1832.33155372507,-900.464787265134,182
-3,-1.44444444444444,-3,0.2,0.2,,-2.66000023431835,-3.09694226738453,-0.915767616356322,0.226775571477636,0.242790874362487,0,1832.33156404017,-900.464792422685,81
-1.22222222222222,-4.55555555555556,-1.75,0.2,0.2,,-2.66075873122986,-3.09963482900311,-0.920575092256895,0.226734724799553,0.242744103317354,0,1832.3316814278,-900.464851116497,219
-1.22222222222222,-3.66666666666667,-0.5,0.2,0.2,,-2.66109040289381,-3.09982193362684,-0.928097004964397,0.226766296581735,0.242893536151654,0,1832.3319658239,-900.46499331455,439
-1.22222222222222,-4.11111111111111,-2.375,0.2,0.2,,-2.71343309422527,-3.19309569490704,-2.07491880788182,0.227088706515654,0.242845981352062,0,1833.49618774862,-901.04710427691,129
-2.55555555555556,-3.22222222222222,-1.75,0.2,0.2,,-2.66030064827877,-3.09844460044508,-0.919305011857378,0.226810238065101,0.242777011288291,0,1832.33158710744,-900.464803956321,243
-2.55555555555556,-4.11111111111111,-1.75,0.2,0.2,,-2.66034470636297,-3.10014979934598,-0.923850717064474,0.2266681800266,0.242836433829859,0,1832.33199778285,-900.465009294025,223
-2.11111111111111,-2.33333333333333,-2.375,0.2,0.2,,-2.66036619725524,-3.09768385828272,-0.919891632209515,0.226792141860629,0.242788556961119,0,1832.33157255834,-900.464796681768,165
-1.66666666666667,-1.88888888888889,-0.5,0.2,0.2,,-2.6599398331724,-3.10023340485686,-0.902957496745194,0.226834760086243,0.242781049274258,0,1832.33225701629,-900.465138910746,477
-3,-1,-2.375,0.2,0.2,,-2.65817757576961,-3.09371509523266,-0.892205599456031,0.226759201839665,0.242820783934675,0,1832.33270847671,-900.465364640957,191
-1.44444444444444,-1.88888888888889,-2.375,0.2,0.2,,-2.66528232179251,-3.11051983399927,-0.99228299966992,0.226746246259078,0.242786497192859,0,1832.34085717371,-900.469438989453,178
-1.88888888888889,-4.55555555555556,-1.125,0.2,0.2,,-2.66020513244936,-3.09788510877226,-0.918545374699148,0.226767154734016,0.242799677182579,0,1832.33155578866,-900.46478829693,316
-1.66666666666667,-5,-1.75,0.2,0.2,,-2.6599878778119,-3.09708762659208,-0.915249465309514,0.226746658248667,0.242779434214294,0,1832.33158116787,-900.464800986535,207
-1,-3.22222222222222,-3,0.2,0.2,,-2.73355766206651,-3.2320355449889,-3.17795835873132,0.227206457199661,0.242775182575948,0,1834.62332491242,-901.610672858811,50
-2.33333333333333,-1,-1.125,0.2,0.2,,-2.66024715934671,-3.09819851626431,-0.919304676351355,0.226775455278094,0.242794693394852,0,1832.33155688056,-900.464788842881,394
-1,-2.33333333333333,-2.375,0.2,0.2,,-2.68704676169156,-3.15274277855907,-1.41536775276122,0.22692653661725,0.242952282317158,0,1832.65025683424,-900.62413881972,170
-1,-2.77777777777778,-2.375,0.2,0.2,,-2.70302416379911,-3.18923918440566,-1.67472594527717,0.226738387006914,0.242674783129149,0,1832.97277942203,-900.785400113616,160
-2.55555555555556,-4.55555555555556,-1.125,0.2,0.2,,-2.65958902924624,-3.09570587099088,-0.912892527139194,0.22678467133488,0.242818895210717,0,1832.33164209922,-900.46483145221,313
-2.77777777777778,-1.44444444444444,-0.5,0.2,0.2,,-2.66022787872231,-3.09794065604559,-0.919083129592438,0.226760803418904,0.242792779088392,0,1832.33155745879,-900.464789131996,482
-2.77777777777778,-1.88888888888889,-1.125,0.2,0.2,,-2.65991661089998,-3.09768935670179,-0.918299284399456,0.22675495904113,0.242755200910023,0,1832.33158293224,-900.464801868718,372
-1.88888888888889,-4.11111111111111,-1.75,0.2,0.2,,-2.66240015574112,-3.09547774212013,-0.919615600703404,0.226250568437947,0.242683348565536,0,1832.33934730534,-900.46868405527,226
-1.22222222222222,-2.77777777777778,-1.125,0.2,0.2,,-2.66023344612568,-3.09671830619351,-0.918864503367422,0.226836984716012,0.24276336036014,0,1832.33167612142,-900.464848463309,359
-2.11111111111111,-1,-1.125,0.2,0.2,,-2.66035586306641,-3.09791382351297,-0.915317137830638,0.22670627543164,0.242809102233595,0,1832.33169797981,-900.464859392504,395
-1,-5,-1.125,0.2,0.2,,-2.65981551768408,-3.09883340265905,-0.921797402430452,0.226611876313771,0.24274630492583,0,1832.33226903165,-900.465144918422,310
-3,-1.44444444444444,-1.125,0.2,0.2,,-2.65995090233575,-3.09754099428974,-0.915464944333205,0.22678546903217,0.242824357311175,0,1832.33158850448,-900.464804654841,381
-1.44444444444444,-1.88888888888889,-1.125,0.2,0.2,,-2.65795191202363,-3.09147826465688,-0.908263785735577,0.226747433873588,0.242841969930182,0,1832.33226052078,-900.465140662992,378
-2.55555555555556,-1.88888888888889,-3,0.2,0.2,,-2.65987356799169,-3.09706393926959,-0.913854291022972,0.226787579411121,0.242774221598833,0,1832.33158204864,-900.464801426921,73
-1.44444444444444,-5,-1.125,0.2,0.2,,-2.66032084643687,-3.0971429460303,-0.918201907400979,0.226804460833997,0.242778340660025,0,1832.33159836672,-900.464809585961,308
-3,-1.88888888888889,-0.5,0.2,0.2,,-2.65981110800347,-3.09727661450062,-0.915556510604407,0.226766599277242,0.242823306922494,0,1832.33158789899,-900.464804352095,471
-1.22222222222222,-1.88888888888889,-0.5,0.2,0.2,,-2.66039660433846,-3.09841888173103,-0.919803379677461,0.226797150097877,0.242761110569827,0,1832.33158431322,-900.464802559208,479
-1.88888888888889,-3.22222222222222,-3,0.2,0.2,,-2.65977134131741,-3.09796821450151,-0.916866981600092,0.226792494956728,0.242827863403814,0,1832.33162066194,-900.464820733571,46
-1,-1.88888888888889,-2.375,0.2,0.2,,-2.66003690200139,-3.09780091220989,-0.92042754460748,0.226780555499166,0.242788541004733,0,1832.33156830849,-900.464794556846,180
-1.44444444444444,-2.77777777777778,-0.5,0.2,0.2,,-2.66068589554118,-3.09685028574266,-0.917076723150802,0.226843832222016,0.242644029414665,0,1832.33217535583,-900.465098080514,458
-2.77777777777778,-4.55555555555556,-3,0.2,0.2,,-2.65919014568819,-3.09709046128566,-0.914589578041679,0.226783686814894,0.242821368012265,0,1832.33170134502,-900.464861075112,12
-2.77777777777778,-4.11111111111111,-1.125,0.2,0.2,,-2.66039100312452,-3.09741529394724,-0.919581255262732,0.226753220012438,0.242792338852319,0,1832.33158715067,-900.464803977936,322
-1,-2.77777777777778,-1.75,0.2,0.2,,-2.66578522238728,-3.10932587334557,-1.01589918453472,0.226647239790945,0.243034756370504,0,1832.34828933885,-900.473155072025,260
-1,-2.33333333333333,-1.125,0.2,0.2,,-2.66006592035733,-3.09913964194271,-0.916492961300663,0.226703444436124,0.242800539075083,0,1832.33171943512,-900.46487012016,370
-1.44444444444444,-4.11111111111111,-0.5,0.2,0.2,,-2.6605126321117,-3.09703437822618,-0.914623849997352,0.22676084720563,0.24274958938385,0,1832.33170878165,-900.464864793424,428
-3,-1.44444444444444,-2.375,0.2,0.2,,-2.66021018708781,-3.09735275977827,-0.921738005068972,0.226749698040388,0.242758106476345,0,1832.33160720425,-900.464814004726,181
-1.44444444444444,-3.66666666666667,-1.125,0.2,0.2,,-2.63651821593989,-3.03361751729417,-0.657700745946669,0.226774656200064,0.242904894330598,0,1832.47851585347,-900.538268329332,338
-1.66666666666667,-1.44444444444444,-1.125,0.2,0.2,,-2.65986662724228,-3.09672426210836,-0.916616002316287,0.22672023715283,0.242736668314699,0,1832.33166469671,-900.464842750953,387
-1.44444444444444,-4.55555555555556,-3,0.2,0.2,,-2.65866196740087,-3.09652428925812,-0.9187995333674,0.226687404798057,0.242848870327952,0,1832.33219264393,-900.465106724566,18
-2.33333333333333,-1,-2.375,0.2,0.2,,-2.66429688865528,-3.10673309380759,-0.975968758069422,0.226797623692746,0.242774349156742,0,1832.33717830598,-900.46759955559,194
-1.44444444444444,-1.44444444444444,-1.125,0.2,0.2,,-2.66002524065564,-3.09807808444242,-0.917942245216616,0.226766942001363,0.242787076824329,0,1832.33155839273,-900.464789598962,388
-1.44444444444444,-2.77777777777778,-3,0.2,0.2,,-2.58070642023868,-2.87663723977612,-0.383481357209032,0.227139883245235,0.24334993194202,0,1833.3957107751,-900.996865790152,58
-1.44444444444444,-5,-0.5,0.2,0.2,,-2.66012902696142,-3.09858571932331,-0.915074454081228,0.226812035920309,0.242749583614514,0,1832.33163825263,-900.464829528916,408
-1.44444444444444,-3.22222222222222,-2.375,0.2,0.2,,-2.68011811141386,-3.15644013813127,-1.14418559783905,0.226962159607782,0.242863978762575,0,1832.42763270582,-900.512826755511,148
-1.22222222222222,-1.44444444444444,-0.5,0.2,0.2,,-2.66023545399603,-3.0981713569862,-0.917089349711951,0.226780727896417,0.242803304657463,0,1832.33156435958,-900.464792582388,489
-2.55555555555556,-5,-0.5,0.2,0.2,,-2.74117827399082,-3.26609588949943,-3.96055162772225,0.227425726652726,0.24277520723999,0,1835.0344186062,-901.816219705698,403
-1.22222222222222,-2.77777777777778,-2.375,0.2,0.2,,-2.66169878486945,-3.10112090577096,-0.934279750039273,0.226734159677523,0.242777990956131,0,1832.33210572389,-900.465063264542,159
-1,-3.22222222222222,-1.125,0.2,0.2,,-2.65873532316174,-3.09322488662622,-0.914853284655052,0.226761922627507,0.24280125504338,0,1832.33186053441,-900.464940669803,350
-1,-5,-1.75,0.2,0.2,,-2.66073426311991,-3.09850567891793,-0.927856289476771,0.226633874979834,0.2427119600661,0,1832.33222770054,-900.465124252868,210
-2.77777777777778,-3.22222222222222,-3,0.2,0.2,,-2.66061308425435,-3.09852330142665,-0.920006720802023,0.226776874850536,0.242772542718462,0,1832.33158721885,-900.464804012023,42
-1.66666666666667,-2.77777777777778,-2.375,0.2,0.2,,-2.66059826431041,-3.09981831205525,-0.917885269530066,0.226800022131268,0.242821027276018,0,1832.33166169793,-900.464841251567,157
-2.77777777777778,-4.11111111111111,-0.5,0.2,0.2,,-2.66015753966724,-3.09768206406581,-0.91749139806273,0.226779511377773,0.242781232712601,0,1832.33155178727,-900.464786296236,422
-1.66666666666667,-5,-2.375,0.2,0.2,,-2.74332457831358,-3.27435890834768,-3.29328103912503,0.227251426046725,0.242730315250107,0,1834.71447423528,-901.656247520238,107
-2.77777777777778,-1,-1.125,0.2,0.2,,-2.66036394639865,-3.09769443325929,-0.915606059832622,0.226783921911572,0.242763086615341,0,1832.33160248012,-900.464811642662,392
-2.55555555555556,-3.66666666666667,-0.5,0.2,0.2,,-2.66054300420903,-3.09878910327393,-0.915533041782403,0.226771065432996,0.242824680492977,0,1832.33164477267,-900.464832788933,433
-2.11111111111111,-1,-2.375,0.2,0.2,,-2.66002286801189,-3.09661965385054,-0.920291614318686,0.226764776466056,0.242812455742098,0,1832.33159748963,-900.464809147415,195
-2.33333333333333,-2.77777777777778,-1.75,0.2,0.2,,-2.65998057657496,-3.09767966365154,-0.916153778482395,0.226722146959155,0.242822362337115,0,1832.33163689612,-900.464828850661,254
