r1_log,r2_log,alpha11,alpha22,alpha12,alpha21,sigma,sigma2,error,r1_log.est,r2_log.est,alpha11.est,alpha12.est,alpha22.est,alpha21.est,sigma.est,sigma2.est,converge,BIC,logLik,strtpt
-2,-5,0.001,5e-04,5e-04,0.005,0.2,0.2,,-1.03125984807522,-1.8699531480833,0.00147801110269593,0.00179022279075942,0.00183373955647763,0.000880288471717276,0.237062973087296,0.229215840918574,0,11.4084747617996,15.6841927419701,2065
-1,-5,5e-04,0.005,0.001,0.001,0.2,0.2,,-1.02495707175413,-4.05798132676142,0.00145577475535381,0.00167110770886273,-0.00401758639817258,-0.00303910274085316,0.244370363147451,0.247001766047574,0,39.838709711019,1.46907526736039,1410
-1,-0.5,0.001,0.005,0.001,0.005,0.2,0.2,,-1.03118553881773,-1.86836629307325,0.00145804426262842,0.00185194261736901,0.00181451838069871,0.000896541302308721,0.235909013785343,0.229161822550827,0,11.3286467734411,15.7241067361493,2462
-0.5,-3,0.001,0.001,0.001,0.001,0.2,0.2,,-1.02372992687064,-1.88148216831734,0.00146269894139784,0.0017923520610318,0.00179500088526852,0.000844805919781866,0.235625682136892,0.229375105711588,0,11.3398473179956,15.7185064638721,1495
-2,-3,0.001,0.005,0.005,0.001,0.2,0.2,,-1.03401939712375,-1.86948746411943,0.0014606956956333,0.00181708826375465,0.00185481470096487,0.000859563420932411,0.238378611032732,0.229316626900292,0,11.3175877822792,15.7296362317303,3733
-1,-1,0.005,0.001,0.005,0.001,0.2,0.2,,-1.03337725833865,-1.86504107758508,0.00147472504755556,0.00177643556809429,0.00178619472850556,0.000903018021943216,0.237420653402231,0.228863913651076,0,11.3881299987578,15.694365123491,3818
0.5,-3,0.001,0.005,0.005,0.005,0.2,0.2,,-1.03587547517916,-1.87991804704236,0.0014745009098474,0.00177812715826524,0.00180205689242547,0.00087164859344486,0.236858211381439,0.229665638234115,0,11.3883710798016,15.6942445829691,2712
-0.5,-5,0.005,0.005,5e-04,0.005,0.2,0.2,,-1.04647064800795,-5.68547637593014,0.00146662017741459,0.00176229465960415,-0.023715225971876,-0.032031686512989,0.239055363153547,0.247069272105844,0,44.3249391908925,-0.774039472576352,2211
-1,-1,5e-04,0.001,5e-04,0.001,0.2,0.2,,-1.03392266554829,-1.87553518050593,0.00147576868992952,0.00178895821688431,0.00182955211599159,0.000879703409292542,0.237633707452545,0.22927263814855,0,11.3959916240066,15.6904343108666,3146
-2,-0.5,0.005,0.001,5e-04,5e-04,0.2,0.2,,-0.971693256178624,-1.80172948718346,0.00146909484327048,0.00178666492103942,0.00182070418871157,0.000991748388886355,0.232409873394793,0.232278958594578,0,12.513364857291,15.1317476942244,109
0.5,-3,5e-04,0.001,0.001,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,328
-2,-3,0.001,5e-04,0.005,0.001,0.2,0.2,,-1.02217138028618,-1.87212983972056,0.00146692637811648,0.00179710494782108,0.00182781393368367,0.000810858192793686,0.238130197376463,0.227997972439854,0,11.4152755640385,15.6807923408506,3605
-2,-3,5e-04,0.001,5e-04,0.001,0.2,0.2,,-1.03521813295538,-1.86152022631507,0.00143897794873032,0.00178353025344765,0.0018352872914204,0.000862985139775881,0.23778005325092,0.229794120938798,0,11.1921346009927,15.7923628223735,1221
0.5,-0.5,0.005,0.001,5e-04,0.001,0.2,0.2,,-1.02621495441029,-1.89206929902862,0.00141555722642114,0.00181371275839063,0.00190719472588826,0.000828195542784774,0.23564554051889,0.231016210318636,0,11.1792499829608,15.7988051313895,3184
-1,-0.5,0.001,0.005,0.001,0.001,0.2,0.2,,-1.03016139569062,-1.90147043323599,0.00147224440313841,0.00180407819808927,0.00182545333683714,0.000936990303574435,0.236953223095914,0.230403372041357,0,11.484474173726,15.6461930360069,3518
-0.5,-0.5,0.005,0.005,0.001,5e-04,0.2,0.2,,-1.03093774546544,-1.86594842033273,0.00142033410649459,0.00187456834762506,0.00185053468444323,0.000894273417894577,0.237690737192954,0.227286942944819,0,11.1867238206553,15.7950682125422,431
-2,-3,0.001,0.001,0.005,0.001,0.2,0.2,,-1.03660520702005,-1.89237311622992,0.00141857764581335,0.00180375386334534,0.00186258295100286,0.000867599917738114,0.236741191131057,0.229136201229553,0,11.1193304552496,15.8287648952451,3797
0.5,-5,0.001,5e-04,5e-04,5e-04,0.2,0.2,,-1.04500746935505,-9.38366668452648,0.00147949208966861,0.00173674268234415,-0.979770267134204,-1.41545419083907,0.237864246970612,0.247950187135908,0,45.7580357309305,-1.49058774259537,52
-1,-3,0.001,0.001,5e-04,0.001,0.2,0.2,,-1.03421165374107,-1.8695557125946,0.00147564913599278,0.00179089724724652,0.00184451898600277,0.000883967093168557,0.236866683837993,0.22892450462244,0,11.3963667739593,15.6902467358902,3190
0.5,-1,5e-04,0.005,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3980
-2,-5,0.001,5e-04,0.001,0.005,0.2,0.2,,-1.02985043492476,-1.86726133519969,0.00147777377502596,0.00179004269535005,0.00183476673860399,0.000882417610494571,0.236879600781639,0.229164539612239,0,11.4076637243252,15.6845982607073,2865
-0.5,-1,0.001,0.001,0.005,0.001,0.2,0.2,,-1.03122502842749,-1.86941715593815,0.00147762441121174,0.00179117502871153,0.00183243361166238,0.000880583465112668,0.23705269373358,0.229239423000633,0,11.4051646368152,15.6858478044623,3707
0.5,-5,0.005,0.005,5e-04,0.001,0.2,0.2,,-1.05024970669675,-10.3434917409838,0.00143046235072092,0.00175620888309786,-3.18082874536616,-3.66996558823259,0.23586774740644,0.248798511225821,0,45.6021770176714,-1.41265838596582,3236
-0.5,-0.5,5e-04,5e-04,0.001,0.001,0.2,0.2,,-1.03225453646721,-1.87252435413143,0.00147415628956802,0.00176322522484693,0.00183351972271821,0.000878379519964438,0.237166858323109,0.229277975392694,0,11.397500862727,15.6896796915064,1295
-0.5,-3,0.005,0.005,0.001,0.001,0.2,0.2,,-1.03395141062654,-1.8714076940471,0.00140843048010047,0.00182242709598797,0.00183194254648205,0.000882993269824838,0.237133071700864,0.229255024173097,0,11.0517746530839,15.8625427963279,1447
0.5,-3,0.001,0.001,0.005,0.001,0.2,0.2,,-1.04015250911103,-1.87104906697047,0.0014665678883415,0.00178440962421987,0.00174359372727001,0.000890302385975128,0.237952734681894,0.229253796374742,0,11.3490291739739,15.7139155358829,1624
0.5,-1,5e-04,5e-04,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3852
-2,-5,0.001,5e-04,0.001,0.001,0.2,0.2,,-1.03553485485644,-1.85950710145541,0.001468741826653,0.00179422901269836,0.0018215714095311,0.000912737535300932,0.237576769342625,0.22936537730763,0,11.3532047829497,15.711827731395,1841
-1,-3,0.001,0.001,0.001,0.001,0.2,0.2,,-1.03317558487011,-1.88001214915261,0.001473981845172,0.00179144730460059,0.00185136161724124,0.00085006257376859,0.237087206751779,0.230119392714349,0,11.399160543857,15.6888498509414,2038
0.5,-0.5,5e-04,0.001,5e-04,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,208
-1,-5,0.005,0.005,0.001,0.001,0.2,0.2,,-1.02146943091713,-1.89409302500545,0.00144953379481067,0.00181107440494218,0.00185971139736021,0.000890938618108075,0.237296610538975,0.228326651477302,0,11.2991916744816,15.7388342856291,4002
-2,-1,0.001,0.001,0.001,5e-04,0.2,0.2,,-1.04005840668747,-1.82340269716932,0.0014148641198802,0.00177226434712427,0.00175338419625229,0.00100448703100917,0.239255983613241,0.229976538008948,0,11.3275206345866,15.7246698055766,985
-2,-3,5e-04,0.001,0.001,0.001,0.2,0.2,,-1.03335691907829,-1.88436381182356,0.00147249189020808,0.00179575217400987,0.00180606597991863,0.000883162890235517,0.236877729921591,0.229792767764477,0,11.3755860628263,15.7006370914567,3909
-0.5,-0.5,5e-04,0.005,5e-04,0.001,0.2,0.2,,-1.02781088142462,-1.84543290080183,0.0014035469925831,0.001772765778704,0.00179746987653803,0.00091581657696924,0.239268036543828,0.228819456474461,0,11.1754182444317,15.800721000654,3215
-1,-0.5,0.001,5e-04,0.001,0.005,0.2,0.2,,-1.03840832168608,-1.85254785319246,0.00145587092551419,0.00183965282239124,0.00181643405333465,0.000917435334505951,0.236658102421327,0.230163193222189,0,11.3214809879707,15.7276896288845,2334
-0.5,-5,0.001,0.001,0.001,5e-04,0.2,0.2,,-1.03125047277922,-1.86892823429843,0.00147815738714588,0.00179064238712242,0.00183389602982259,0.000881334659675322,0.237058028910071,0.229206015388432,0,11.4095475577054,15.6836563440172,979
-2,-0.5,0.001,5e-04,0.001,0.001,0.2,0.2,,-1.03266880309914,-1.86917291030557,0.00147603650509511,0.00178944562398515,0.00184070572065707,0.000877916225919539,0.237210075365156,0.229273069576711,0,11.3961316222126,15.6903643117636,3901
-1,-0.5,0.005,0.001,0.005,0.001,0.2,0.2,,-1.05192076488266,-2.08510859937529,0.00141903652156283,0.00175132728065322,0.0015967799538077,0.000762713867565829,0.241124919688399,0.231453817902696,0,12.6479485312947,15.0644558572225,3694
0.5,-3,0.001,5e-04,0.001,0.005,0.2,0.2,,-1.03128781543158,-1.86924370724764,0.00147825166512214,0.00179052955260037,0.00183294300023498,0.000880575421789376,0.237059751542968,0.229217080641657,0,11.4100549169045,15.6834026644176,2360
-0.5,-0.5,0.001,0.001,0.001,5e-04,0.2,0.2,,-1.0319538278258,-1.87312148613763,0.0014776919194998,0.0017884866471755,0.0018385446486508,0.00088019232378336,0.237116366312524,0.229297387025301,0,11.4084350798245,15.6842125829576,863
-2,-3,5e-04,0.005,5e-04,0.005,0.2,0.2,,-1.01548743855161,-1.87113694999093,0.00145151461611684,0.00181230771844816,0.00183607164793123,0.000866132166863426,0.238426468935401,0.229636532155834,0,11.3006843143859,15.7380879656769,2181
-2,-0.5,0.001,0.001,0.005,0.001,0.2,0.2,,-1.03507610560436,-1.84957265330656,0.00140988783882307,0.00182827717790166,0.00191108342614567,0.000947769241373583,0.236626747187485,0.228851493171096,0,11.1578726128498,15.809493816445,3805
0.5,-5,0.001,0.005,5e-04,0.001,0.2,0.2,,-1.04071973852624,-1.90134612309842,0.00143811414006516,0.00177123379919859,0.001812684194764,0.000857119552020319,0.238218519356239,0.229237219148801,0,11.231088777944,15.7728857338979,1172
-2,-1,0.005,0.001,0.001,5e-04,0.2,0.2,,-1.0411161902817,-1.90132991999021,0.00140137447731639,0.00176569118883906,0.00187720337722108,0.000850002093307101,0.238545973721129,0.231870814106256,0,11.231555512883,15.7726523664284,873
0.5,-0.5,0.001,0.005,0.005,0.005,0.2,0.2,,-1.03109231710285,-1.89713491858106,0.00144877275769507,0.00177680889198021,0.00183720500962976,0.000853960773835028,0.237122298631105,0.229288861672965,0,11.2626926081665,15.7570838187866,2720
0.5,-0.5,0.001,0.005,5e-04,0.001,0.2,0.2,,-1.01713765422186,-1.88526783076829,0.00143101869428565,0.00181543660262411,0.00177704999642252,0.000845987952322953,0.236917611820166,0.230848590208505,0,11.212188215028,15.7823360153559,1216
-2,-1,0.005,0.005,5e-04,0.005,0.2,0.2,,-1.0629265319463,-1.71838004365532,0.00143538579222458,0.00179732641814972,0.00193953667581645,0.000984528583804297,0.242855385932456,0.226927886525203,0,12.6466975856063,15.0650813300667,2217
0.5,-1,5e-04,0.005,0.005,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,652
0.5,-1,0.001,0.001,0.001,5e-04,0.2,0.2,,-0.983995163226121,-1.91654876436464,0.0014540252202115,0.00185322813405272,0.00144789099520403,0.00151230721144475,0.237256749213329,0.425600806164409,0,123.840009866238,-40.5315748102493,1020
-0.5,-3,0.005,0.001,0.001,0.005,0.2,0.2,,-1.11983343341652,-1.88717962665934,0.00135073518879452,0.00178045809006898,0.00176862288548354,0.00087024237032127,0.244626893334782,0.231120185020137,0,12.4738637682814,15.1514982387292,2407
-1,-0.5,5e-04,0.005,0.001,0.001,0.2,0.2,,-1.01748313056611,-2.14459610886258,0.001421883344812,0.00180392865113893,0.00177506222756179,0.000392058257036517,0.238509307902302,0.232225583750659,0,13.6172396026717,14.579810321534,3470
-2,-5,0.001,0.005,0.005,0.001,0.2,0.2,,-1.03215467518481,-3.85032732549678,0.00146931485648738,0.00172285775469104,-0.00262950338760397,-0.00287813787131958,0.235862206043995,0.245571663308532,0,37.5964379354551,2.59021115514231,3729
-0.5,-1,0.001,0.001,0.001,5e-04,0.2,0.2,,-1.03027986127712,-1.87005892802637,0.00140788445092662,0.00177387065468578,0.00182789024168464,0.000859030714761935,0.236962769819338,0.229199365303711,0,11.1032091824545,15.8368255316426,379
-2,-3,0.001,0.005,5e-04,0.005,0.2,0.2,,-1.02348988769816,-1.89386637342758,0.00145004896117886,0.00179994418829895,0.00181884884460207,0.000789773225142072,0.235283015545547,0.228386978142221,0,11.3352606265459,15.7207998095969,2197
-0.5,-5,0.001,0.005,0.001,0.001,0.2,0.2,,-1.03681543990697,-1.90672833346554,0.00139693467405762,0.00179789774922029,0.00175432369371522,0.000856078266709684,0.236940156326084,0.229484175472024,0,11.0764062626646,15.8502269915376,3475
-0.5,-1,0.001,0.001,5e-04,0.005,0.2,0.2,,-1.03638311281989,-1.86756167927086,0.00143463893005705,0.00180518118868597,0.00193835909147161,0.000848385715143486,0.235558799975873,0.229467501688452,0,11.2199038710874,15.7784781873262,2267
-2,-0.5,0.001,0.001,5e-04,0.005,0.2,0.2,,-7.5545760924957,-1.89588598346568,-0.10069589756085,-0.423732356472412,0.00173451818943898,0.000837768390125422,0.323265521969853,0.228788272281111,0,142.852914566216,-50.0380271602381,2141
-2,-5,0.005,0.005,0.001,0.001,0.2,0.2,,-1.03742945885011,-1.87834051014665,0.00143760275727269,0.00175749927110743,0.00180168295562454,0.00088533411857735,0.235422685879494,0.227526530547674,0,11.243091337823,15.7668844539584,1953
-1,-5,0.001,0.001,0.001,0.001,0.2,0.2,,-1.03369217076877,-1.85655499877475,0.00147186306673046,0.00179606357437993,0.00184610566522486,0.0008926620699142,0.236867837284477,0.228943383663804,0,11.3737580638783,15.7015510909307,1490
0.5,-5,0.001,0.001,0.001,0.001,0.2,0.2,,-1.03613532245539,-1.86864611348786,0.00147561149464073,0.00178545482851475,0.0018348405973519,0.000881353273514692,0.237388533063141,0.229216416514398,0,11.3959864380433,15.6904369038482,1908
0.5,-5,0.001,0.001,0.001,0.001,0.2,0.2,,-1.03613532245539,-1.86864611348786,0.00147561149464073,0.00178545482851475,0.0018348405973519,0.000881353273514692,0.237388533063141,0.229216416514398,0,11.3959864380433,15.6904369038482,4084
-1,-0.5,0.001,0.001,0.005,0.001,0.2,0.2,,-1.00993829349181,-2.05661296142936,0.00139018736341917,0.00181972000047396,0.00177160370144024,0.00075421710757168,0.236806341670016,0.233985910393918,0,12.3899216806295,15.1934692825551,1790
-0.5,-5,0.005,0.001,5e-04,0.001,0.2,0.2,,-1.01245708962856,-1.85657410937775,0.00145753615322907,0.00180272470690943,0.00188857204751157,0.000872932586338263,0.235426790425008,0.227654788927949,0,11.4026890246852,15.6870856105273,1251
