r1_log,r2_log,alpha11,alpha22,alpha12,alpha21,sigma,sigma2,error,r1_log.est,r2_log.est,alpha11.est,alpha12.est,alpha22.est,alpha21.est,sigma.est,sigma2.est,converge,BIC,logLik,strtpt
0.5,-0.5,0.001,0.001,0.005,0.001,0.2,0.2,,-1.03225631621327,-1.86751013517831,0.00142383398890221,0.00177518170995627,0.00186959846502721,0.000967214189717466,0.237154146469719,0.229150199500892,0,11.2561254570562,15.7603673943418,3712
-0.5,-1,0.001,0.001,0.001,0.005,0.2,0.2,,-1.03443859933221,-1.87179755099391,0.0013790147994453,0.00181934224635766,0.00174910110099243,0.000884432827037601,0.235927389674809,0.229066396290239,0,11.0205298225437,15.878165211598,2523
-0.5,-1,5e-04,0.001,0.001,0.001,0.2,0.2,,-1.02932698365836,-1.86404828249714,0.00144790213318907,0.00183624867509979,0.00185855615690899,0.00094876155834348,0.235142443337003,0.228151831791682,0,11.3214980642595,15.7276810907401,3403
-0.5,-5,0.005,0.001,0.005,0.001,0.2,0.2,,-1.1591481195362,-4.78611215106154,0.00134633631285746,0.00169148577539073,-0.00871458742232976,-0.0113713387359064,0.277420011741003,0.27071667654945,0,56.1109633577921,-6.66705155602617,1763
-2,-0.5,5e-04,0.001,0.001,5e-04,0.2,0.2,,-1.03628018217945,-1.87799920016577,0.00140971780134798,0.00185211860116762,0.00181984048521338,0.000932965942457468,0.23570816209767,0.228876278311749,0,11.1290264023484,15.8239169216957,973
-0.5,-1,0.005,0.001,5e-04,0.005,0.2,0.2,,-1.03701575901306,-1.85939316802798,0.00146363740967471,0.00181176961668975,0.00181791003891902,0.000890378397143538,0.239521772577505,0.228540972692525,0,11.3695802817585,15.7036399819906,2283
-2,-5,0.001,0.005,5e-04,0.001,0.2,0.2,,-1.02462154473188,-1.87112439288415,0.00147270709186474,0.00180433572717569,0.00184924677195048,0.000875650009123769,0.236320118585239,0.229808106165204,0,11.3883152156076,15.6942725150661,1201
-1,-3,5e-04,5e-04,0.005,0.001,0.2,0.2,,-1.02204449795673,-1.87389754302788,0.00146495015735211,0.00180241047761601,0.00183963929342316,0.000872303363550119,0.23569518625029,0.229862340371791,0,11.3507370958515,15.7130615749441,3590
-0.5,-0.5,5e-04,0.001,0.005,0.001,0.2,0.2,,-1.0045505964361,-2.39219808182392,0.00142099669764379,0.00178007164333618,2.61491892347748e-05,0.000581025590714117,0.233378212700967,0.239053281393645,0,20.0872060802855,11.3448270827271,1743
-2,-0.5,0.005,5e-04,5e-04,0.001,0.2,0.2,,-1.03129766448141,-1.86926689766278,0.00147823393655507,0.00179053464294394,0.00183284102063645,0.000880614524795242,0.237060054630218,0.229217593475116,0,11.4098957972014,15.6834822242692,3117
-0.5,-3,0.001,0.001,0.005,0.001,0.2,0.2,,-1.05643766593904,-1.79287024682266,0.00142637805369769,0.00180638025011595,0.00186370468806243,0.00091825663892321,0.240357774553667,0.228453745192449,0,11.5497439367498,15.613558154495,1783
-0.5,-3,0.001,0.005,5e-04,5e-04,0.2,0.2,,-1.02333621153579,-1.87399250568869,0.00140701887538376,0.0019130415448442,0.00181235571892031,0.000865454535073226,0.235386049438392,0.22943644311713,0,11.2202963017425,15.7782819719986,183
-0.5,-0.5,0.001,0.001,0.001,5e-04,0.2,0.2,,-1.0319538278258,-1.87312148613763,0.0014776919194998,0.0017884866471755,0.0018385446486508,0.00088019232378336,0.237116366312524,0.229297387025301,0,11.4084350798245,15.6842125829576,991
-2,-5,0.001,0.001,0.001,0.005,0.2,0.2,,-1.04641317248832,-3.47305850778601,0.00145818472219997,0.00167895566626444,0.000722198156760942,-0.00346959924170271,0.24437678365711,0.242318966582597,0,34.7766001430545,4.00013005134263,2929
-2,-1,0.001,5e-04,5e-04,0.005,0.2,0.2,,-1.03044927008935,-2.11984908532394,0.00142720327976215,0.00178880593467471,0.00162756479235387,0.000650602310544797,0.239928508165661,0.23178441778221,0,12.959340434754,14.9087599054929,2073
-2,-5,5e-04,0.001,0.001,0.001,0.2,0.2,,-1.03364295664355,-1.87067965886656,0.00147154075277885,0.00178382728714585,0.00184671448691366,0.000889419151384506,0.237412837567832,0.229294536792846,0,11.3703644854617,15.703247880139,3393
-0.5,-5,0.001,0.001,0.005,0.005,0.2,0.2,,-1.029357141265,-1.87131070369963,0.00145248675802685,0.00177352805756696,0.00183431935881647,0.000902772457194044,0.236799480698215,0.229088421288176,0,11.2674310611521,15.7547145922939,2675
-0.5,-3,5e-04,0.005,5e-04,0.005,0.2,0.2,,-1.04088302715882,-1.87779055836683,0.0014625342734934,0.00181333633192543,0.00195110136185447,0.000832869685394359,0.238232492891197,0.229741109367524,0,11.4121393303637,15.682360457688,2183
-1,-5,0.005,0.001,0.001,0.001,0.2,0.2,,-1.09882198237443,-1.8220054522827,0.00136628303129433,0.0018240224795016,0.00202503483846845,0.000803944275900061,0.2275000605961,0.240694088138302,0,13.6115424801828,14.5826588827785,1378
-1,-1,5e-04,0.001,0.001,0.005,0.2,0.2,,-1.02781898870269,-1.89704488464214,0.0014710097220636,0.00179772074520197,0.00185009589962875,0.000867742566544314,0.23688764814887,0.229635543341823,0,11.3986672709627,15.6890964873885,2378
-1,-1,5e-04,0.005,5e-04,0.005,0.2,0.2,,-1.03057236292087,-1.87818455385868,0.00147322035395163,0.00179722245413383,0.0018439375251378,0.00092790447053322,0.236977140744904,0.23015149739387,0,11.4200508848592,15.6784046804403,2186
-2,-0.5,0.001,0.001,0.001,5e-04,0.2,0.2,,-1.03540236928385,-1.88825077527695,0.0014135820871341,0.00179629167246641,0.00186371325305645,0.000860352321274057,0.239068027830906,0.227630085560481,0,11.1568096662355,15.8100252897521,1021
-0.5,-5,0.005,5e-04,5e-04,5e-04,0.2,0.2,,-1.03144400425099,-1.86888238798305,0.00140062904383752,0.00183252793409921,0.0018435947723837,0.000872234278646608,0.237074857721431,0.229220142796177,0,11.0360487638406,15.8704057409496,35
0.5,-0.5,0.001,0.001,0.001,0.001,0.2,0.2,,-1.03308177240794,-1.87080696297814,0.00147667891041515,0.00178992579408809,0.00183923761866081,0.000872671448384401,0.237119771223102,0.229419035099256,0,11.4013142495595,15.6877729980901,1376
0.5,-5,0.001,0.001,0.001,0.001,0.2,0.2,,-1.03613532245539,-1.86864611348786,0.00147561149464073,0.00178545482851475,0.0018348405973519,0.000881353273514692,0.237388533063141,0.229216416514398,0,11.3959864380433,15.6904369038482,3572
-1,-1,0.005,5e-04,0.005,0.005,0.2,0.2,,-1.03633643959335,-1.85923485199993,0.00137375046195153,0.001832528560496,0.00181871563769709,0.000879333042342836,0.237309370500411,0.228964310631925,0,11.0061013677339,15.8853794390029,2602
-2,-5,0.001,0.001,0.001,5e-04,0.2,0.2,,-1.03187363135391,-1.8579288243346,0.00147642076632186,0.00179390632482339,0.00184333143211736,0.000891261070193993,0.237127902093527,0.228953973911262,0,11.403902960688,15.6864786425259,497
-0.5,-1,0.005,5e-04,0.001,0.005,0.2,0.2,,-1.04145821485177,-1.81749303065606,0.00142767703048294,0.00178733963671934,0.00185659125832282,0.000929203976280514,0.239062579113814,0.229798743371798,0,11.2871165717654,15.7448718369872,2859
0.5,-1,0.005,0.001,5e-04,0.005,0.2,0.2,,-1.03314287394518,-1.879058627639,0.00147236034124776,0.00178212582056939,0.00183242114569824,0.000873368798579183,0.237493652239615,0.229248711205064,0,11.3743758187918,15.701242213474,2156
-2,-3,0.005,0.005,0.005,5e-04,0.2,0.2,,-1.04386936741956,-1.83919142405703,0.00141970332686845,0.00181321544877325,0.00165532760156054,0.000975886223060495,0.248051594800561,0.231112467971463,0,12.1465827624987,15.3151387416205,677
-0.5,-0.5,5e-04,0.001,0.001,0.005,0.2,0.2,,-1.03105909975498,-1.88636382974874,0.00142124956103048,0.00175737528513667,0.00188163395091151,0.000854792100157874,0.237077797242852,0.23047661570816,0,11.213423618211,15.7817183137644,2511
0.5,-5,5e-04,5e-04,0.005,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3588
-0.5,-3,0.001,0.005,5e-04,0.001,0.2,0.2,,-1.0186789728127,-1.84239188524756,0.00147793433676264,0.00177550983744037,0.00187162668514329,0.00090872653091688,0.235150449145211,0.228456760018533,0,11.5200391486758,15.628410548532,1207
0.5,-3,0.001,0.001,5e-04,0.001,0.2,0.2,,-1.02902972454087,-1.86793477341144,0.00138978870813196,0.00185021942172593,0.00182231977813004,0.000880595083313208,0.237809708191283,0.228619341036375,0,11.0337637666336,15.8715482395531,3288
-0.5,-3,0.005,0.005,0.005,5e-04,0.2,0.2,,-1.03133457083154,-1.86988498175211,0.00147143764222065,0.00177824420217872,0.00182996619558466,0.000900403881468634,0.23706442299819,0.229230791194652,0,11.3689960158556,15.7039321149421,679
-1,-5,0.005,0.001,5e-04,0.005,0.2,0.2,,-1.02886147824196,-1.86709024365883,0.00147548030636626,0.00179197901742223,0.00183690599680875,0.000880020373961402,0.236820534277195,0.229110890047347,0,11.3919608099422,15.6924497178988,2274
-2,-3,0.001,0.001,0.005,0.001,0.2,0.2,,-1.03660520702005,-1.89237311622992,0.00141857764581335,0.00180375386334534,0.00186258295100286,0.000867599917738114,0.236741191131057,0.229136201229553,0,11.1193304552496,15.8287648952451,1781
-1,-5,0.001,0.001,0.001,0.001,0.2,0.2,,-1.03369217076877,-1.85655499877475,0.00147186306673046,0.00179606357437993,0.00184610566522486,0.0008926620699142,0.236867837284477,0.228943383663804,0,11.3737580638783,15.7015510909307,3570
-0.5,-1,5e-04,5e-04,0.005,0.005,0.2,0.2,,-1.0254001175113,-1.82363408186886,0.00146279599504652,0.00182344707053641,0.00187303221915884,0.000977103508485941,0.236370296927288,0.22817118766439,0,11.4599394010174,15.6584604223612,2571
-1,-1,5e-04,0.001,0.001,5e-04,0.2,0.2,,-1.03067486265316,-1.87038744895076,0.00140246549121699,0.00178477181659725,0.00178541527596035,0.000888422781713521,0.236770800913558,0.229236410020594,0,11.0691881405644,15.8538360525877,970
-2,-1,0.005,0.001,5e-04,5e-04,0.2,0.2,,-1.03101208624453,-1.8659863584952,0.00144289434138806,0.00182622956826722,0.00182489145850141,0.000908283574311524,0.236703427547444,0.229306106718318,0,11.1979280779363,15.7894660839017,105
0.5,-1,0.005,5e-04,0.005,0.005,0.2,0.2,,-1.02649683174117,-1.85075287172774,0.00147001644341226,0.00180186220047546,0.00181334845673784,0.000918600112442535,0.236544963809121,0.228545669919924,0,11.3738012144888,15.7015295156255,2604
-2,-3,0.001,5e-04,0.001,0.005,0.2,0.2,,-1.01861415033485,-1.91355986480101,0.00142424043102714,0.00178396006578293,0.00175048576698232,0.000854493023149158,0.236574654000924,0.231299676567525,0,11.2715686949769,15.7526457753814,2869
-1,-1,5e-04,0.001,5e-04,0.001,0.2,0.2,,-1.03392266554829,-1.87553518050593,0.00147576868992952,0.00178895821688431,0.00182955211599159,0.000879703409292542,0.237633707452545,0.22927263814855,0,11.3959916240066,15.6904343108666,1226
0.5,-0.5,0.001,5e-04,0.005,0.005,0.2,0.2,,-1.03291104050015,-1.87008543207416,0.00147404461655981,0.00179450765926593,0.00183327312981369,0.000880473280341743,0.237283041256335,0.229249403554738,0,11.3796690475129,15.6985955991134,2624
0.5,-5,5e-04,5e-04,0.001,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3332
-0.5,-1,0.005,0.001,0.001,0.001,0.2,0.2,,-1.03039380373919,-1.87185678436687,0.00147367777295845,0.00179675895368473,0.00184734015211592,0.000884766353103829,0.237023860141344,0.229265319519709,0,11.3812794844605,15.6977903806396,4075
-1,-1,0.001,0.001,0.001,5e-04,0.2,0.2,,-1.0306107254881,-1.87135866230318,0.00147534383821278,0.00179030524434676,0.00182771261766417,0.000882218768359224,0.237025243143833,0.229274025374198,0,11.3875957973203,15.6946322242097,858
-2,-3,5e-04,0.005,5e-04,0.001,0.2,0.2,,-1.04330623425996,-1.83657185283129,0.00141135822025522,0.00184930023736496,0.00186458008683271,0.000890252621417182,0.235751509965503,0.229585517836744,0,11.1532186429543,15.8118208013927,3205
0.5,-1,0.001,0.005,5e-04,0.001,0.2,0.2,,-1.0317150798928,-1.86749517702028,0.0014775140811587,0.00179017401601336,0.00183284322826551,0.000879811821968022,0.237069659016871,0.229179081505215,0,11.4047157837944,15.6860722309727,3228
-2,-5,0.005,0.005,0.001,0.001,0.2,0.2,,-1.03742945885011,-1.87834051014665,0.00143760275727269,0.00175749927110743,0.00180168295562454,0.00088533411857735,0.235422685879494,0.227526530547674,0,11.243091337823,15.7668844539584,1441
-1,-0.5,0.001,0.001,0.005,0.005,0.2,0.2,,-1.0156536062513,-1.92016174457443,0.00143529721523661,0.00180034161805455,0.00175532157592647,0.00086245142337217,0.232531156566123,0.232816725872706,0,11.5537958801959,15.6115321827719,2814
-0.5,-5,0.005,0.001,0.001,0.005,0.2,0.2,,-1.04112609159127,-5.02811879595288,0.00144906637927586,0.00169110896414916,-0.0121893819844441,-0.0158936060899599,0.237152437563599,0.247053370475195,0,43.0022421536483,-0.112690953954291,2915
-0.5,-1,0.005,0.005,0.001,0.001,0.2,0.2,,-1.03571246083212,-1.86905059669683,0.00146527268235649,0.00179231629644375,0.00185184125258961,0.000868173914575769,0.237881002181423,0.229075001104055,0,11.3323975073552,15.7222313691923,4011
-2,-5,5e-04,0.005,5e-04,0.001,0.2,0.2,,-1.0347839819601,-1.88406328204372,0.00146914756595689,0.00179803629257614,0.00178801726381848,0.000866297217695519,0.2374303514488,0.229503018470851,0,11.3508452850739,15.7130074803329,1153
-0.5,-1,0.001,5e-04,0.001,0.005,0.2,0.2,,-1.03797213221333,-1.88920548629162,0.00141576355045587,0.0018440684854388,0.00180361071619561,0.000783677352575386,0.236847223156243,0.229336334444711,0,11.1653244672268,15.8057678892565,2363
0.5,-1,0.001,0.001,5e-04,5e-04,0.2,0.2,,-1.00379815764463,-1.89564993451343,0.00141803768285497,0.00187714608766391,0.00178818914111851,0.000843184026250248,0.229353258701896,0.230656635169035,0,11.7811230956805,15.4978685750296,252
-1,-1,0.001,0.001,0.001,5e-04,0.2,0.2,,-1.0306107254881,-1.87135866230318,0.00147534383821278,0.00179030524434676,0.00182771261766417,0.000882218768359224,0.237025243143833,0.229274025374198,0,11.3875957973203,15.6946322242097,378
-1,-5,0.001,0.005,0.001,0.001,0.2,0.2,,-1.03733857463451,-1.86924222183879,0.00138336378751142,0.00180423295349765,0.00181360437254897,0.000888108774574108,0.235005758801406,0.230131625008577,0,11.0509330814211,15.8629635821593,1970
-2,-3,5e-04,0.001,5e-04,0.005,0.2,0.2,,-1.03921454853806,-1.83860365738365,0.00145570552175739,0.00180029976173955,0.00186280834653638,0.000883428006777861,0.23716774395163,0.228738466612334,0,11.314720053259,15.7310700962404,2117
-1,-5,0.005,0.001,0.001,0.001,0.2,0.2,,-1.09882198237443,-1.8220054522827,0.00136628303129433,0.0018240224795016,0.00202503483846845,0.000803944275900061,0.2275000605961,0.240694088138302,0,13.6115424801828,14.5826588827785,1506
-1,-5,0.001,5e-04,5e-04,0.005,0.2,0.2,,-1.02834933072886,-4.57028925971054,0.00144633062961095,0.00180793709457324,-0.00573174855693284,-0.00948993152118069,0.23865760675936,0.248680261555273,0,41.5217793487845,0.627540448477642,2098
-0.5,-1,0.005,0.005,5e-04,0.001,0.2,0.2,,-1.03266679579368,-1.86711096200044,0.00146649404812625,0.00179688149577706,0.00185225318487638,0.000877132300411264,0.237531092524155,0.229090070083693,0,11.333375055741,15.7217425949994,1195
-1,-3,0.005,0.001,5e-04,5e-04,0.2,0.2,,-1.03780643087168,-1.8717474607436,0.00146159043803612,0.00178222197150302,0.001903248058698,0.000848580611974477,0.237556069140856,0.22973578060129,0,11.3441864292895,15.7163369082251,102
-1,-1,0.001,0.005,0.005,5e-04,0.2,0.2,,-1.02929431171746,-1.86607214040745,0.00147802875748994,0.00179410287706259,0.00183165824146115,0.000897555684297155,0.236971516806524,0.229167228156291,0,11.4107095739245,15.6830753359076,698
0.5,-3,0.001,0.001,5e-04,0.005,0.2,0.2,,-1.04593147422919,-5.63236963400107,0.00147410996891634,0.00174585608093763,-0.0216153458073821,-0.0345975179862773,0.237423274241815,0.245059826557447,0,44.3443045706037,-0.78372216243197,2168
-0.5,-5,5e-04,5e-04,0.001,0.001,0.2,0.2,,-0.960717794690505,-4.80540548824261,0.00143017057279391,0.00173817889836154,-0.0180905210634313,-0.0145197045341165,0.20972902644816,0.262585169008184,0,54.4214170908083,-5.82227842253426,1795
-2,-1,0.001,0.001,5e-04,0.005,0.2,0.2,,-1.03692461793727,-2.16697630566399,0.00141618183832114,0.00176470871675594,0.0016140351783513,0.000574513033375302,0.241003158022847,0.231248062929898,0,13.592163649969,14.5923482978854,2297
0.5,-1,5e-04,0.001,5e-04,0.001,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,3148
-1,-0.5,0.005,0.005,5e-04,0.001,0.2,0.2,,-1.0321091802621,-1.85521579381657,0.00147454725691518,0.00179293751372679,0.00181509657069871,0.000919050498998165,0.237105476950476,0.228995239601887,0,11.3934936146902,15.6916833155248,1198
0.5,-3,0.001,0.001,0.001,0.001,0.2,0.2,,-1.0314169326298,-1.86994726766267,0.00147287775905679,0.00179690476301266,0.00183660163693358,0.000876629648498114,0.237436237134623,0.229202751689777,0,11.3724341702322,15.7022130377538,2008
0.5,-1,0.001,0.001,0.001,0.001,0.2,0.2,,-1.06284239006421,-1.7995344239259,0.00140714690243712,0.00181505572343209,0.00188649257829569,0.000908878641114743,0.238215995219031,0.231262679268273,0,11.4464665951376,15.6651968253011,1884
0.5,-1,5e-04,0.001,5e-04,5e-04,0.2,0.2,non-finite finite-difference value [2],,,,,,,,,,,,76
0.5,-1,0.005,0.005,5e-04,5e-04,0.2,0.2,,-1.04760481960231,-10.2780482608039,0.00138070993900818,0.00181434728816075,-2.31661911755724,-3.48720415280774,0.237460284652308,0.24791660199749,0,45.4181685748252,-1.32065416454273,172
-2,-1,0.005,0.001,0.001,0.001,0.2,0.2,,-1.03545074261335,-1.90666949477423,0.00145849024738302,0.001753586731689,0.00179847692641402,0.000826117749986103,0.23685015796316,0.229681939502862,0,11.3572754166062,15.7097924145668,1897
-1,-3,0.005,5e-04,5e-04,0.001,0.2,0.2,,-1.02884385690304,-1.85763509728815,0.00147369791043985,0.00179664384430533,0.00181671477746469,0.000907227191716414,0.236852715897083,0.228970267955623,0,11.382378834959,15.6972407053904,1062
-2,-3,0.001,5e-04,0.001,0.001,0.2,0.2,,-1.02385652711111,-1.85129543608907,0.00144794465856319,0.00179636142394819,0.00178920990789475,0.000939878626043727,0.236652372630294,0.229283384308657,0,11.2574379007142,15.7597111725128,1333
-2,-1,0.001,0.001,0.005,0.001,0.2,0.2,,-1.03036863296683,-1.87277192219817,0.00147684975380617,0.00179403217206678,0.00184763240213041,0.000882362082589107,0.237206847728642,0.229350519039535,0,11.4051459292106,15.6858571582646,1753
-2,-3,5e-04,5e-04,5e-04,0.005,0.2,0.2,,-1.03124351888338,-1.85051709741306,0.00147065070235505,0.00180337009220257,0.00186199565744319,0.000871000304247914,0.237224317375582,0.229441507062547,0,11.3807157844241,15.6980722306578,2053
0.5,-0.5,0.005,0.001,0.001,0.001,0.2,0.2,,-1.05117491080823,-1.86854371390081,0.00140594830318514,0.00180845356525105,0.0018340890145265,0.000892537588444038,0.242990346550046,0.229938116376958,0,11.3676313534196,15.7046144461601,3440
-0.5,-3,0.001,5e-04,0.005,5e-04,0.2,0.2,,-1.03033663975624,-1.8689641461963,0.00147822596247638,0.00179107419674027,0.0018157997687081,0.000888615382520882,0.237114963289172,0.229015269571312,0,11.4073820000951,15.6847391228223,535
-1,-1,0.005,0.005,0.005,5e-04,0.2,0.2,,-1.02762679838878,-1.86991626243584,0.00138373173942578,0.00181771372289272,0.00183445318873044,0.000833359616567921,0.236791849552957,0.228990940889585,0,11.041212355263,15.8678239452384,682
-2,-1,0.005,5e-04,0.001,5e-04,0.2,0.2,,-1.03180209938643,-1.89830021059094,0.001458605438325,0.00177561776088979,0.00181986006601071,0.000859132318071648,0.238343056122071,0.230175987186581,0,11.3331186251335,15.7218708103031,809
-1,-1,0.001,0.001,0.005,0.001,0.2,0.2,,-1.03065456882723,-1.87129873939831,0.00147468049609579,0.00180247751668507,0.00180430100525717,0.000905188582198435,0.236605251403497,0.229494232779593,0,11.3877254970866,15.6945673743266,1754
-0.5,-0.5,0.001,5e-04,0.005,5e-04,0.2,0.2,,-1.03128668436355,-1.86924203137643,0.0014620146490216,0.00178396062990387,0.00186847224903439,0.000898490551318649,0.237059485214764,0.229217268555686,0,11.3211813895334,15.7278394281032,543
-1,-3,5e-04,0.005,0.001,0.001,0.2,0.2,,-1.03169037262408,-1.86702982227882,0.00147709140242023,0.00179064112064419,0.00184039698302493,0.00088284968498098,0.23709488133293,0.22919653135612,0,11.4033657888747,15.6867472284325,1414
-1,-1,0.005,5e-04,0.001,0.005,0.2,0.2,,-1.03031998017305,-1.86096989893853,0.00147590218721451,0.00179538289995302,0.00185649598697693,0.000892646917990508,0.237119707594994,0.2291645863661,0,11.4020718456028,15.6873942000685,2346
-1,-3,0.001,0.001,0.001,0.001,0.2,0.2,,-1.03317558487011,-1.88001214915261,0.001473981845172,0.00179144730460059,0.00185136161724124,0.00085006257376859,0.237087206751779,0.230119392714349,0,11.399160543857,15.6888498509414,2006
-1,-5,0.001,5e-04,5e-04,5e-04,0.2,0.2,,-1.03116999426128,-1.88421091524565,0.00147591760578475,0.00179403187024165,0.00183752275767447,0.000854901089618988,0.236869929203414,0.228941289176855,0,11.4047943917095,15.6860329270151,18
-2,-1,0.005,0.005,5e-04,0.001,0.2,0.2,,-1.0357699627205,-1.88322609102274,0.00142595009211702,0.00175967355767217,0.00175585084428543,0.000902426662552471,0.238208612448198,0.229063214366165,0,11.1786402925399,15.7991099766,1193
-2,-1,0.005,0.001,0.005,0.001,0.2,0.2,,-1.05683834311789,-1.95941799375126,0.0014041987427011,0.00173829818477619,0.00192930315036595,0.000766393160369235,0.240716814262233,0.230484265329919,0,11.6705832946457,15.553138475547,3817
-0.5,-3,5e-04,5e-04,0.001,0.005,0.2,0.2,,-0.664153516244336,-2.80697914808986,0.00163658609507536,0.00195434594764487,-7.35690496350181e-05,0.00140932495522166,0.207839498531065,0.238443016247868,0,84.5393953133747,-20.8812675338175,2311
-2,-1,0.001,0.001,0.001,0.001,0.2,0.2,,-1.03106086143905,-1.81843701236323,0.00147415892055708,0.00177846001319798,0.00186821729436374,0.000993199268527529,0.236380558105037,0.227851159062443,0,11.5797041951395,15.5985780253001,1369
-1,-5,5e-04,0.001,5e-04,0.001,0.2,0.2,,-1.04550725783177,-3.7484063531635,0.00144566301086864,0.00181813485165033,-0.00237965574342354,0.000165536436483178,0.233306730630217,0.243327092893538,0,39.2051554079036,1.78585241891807,1218
-1,-1,5e-04,0.001,5e-04,0.001,0.2,0.2,,-1.03392266554829,-1.87553518050593,0.00147576868992952,0.00178895821688431,0.00182955211599159,0.000879703409292542,0.237633707452545,0.22927263814855,0,11.3959916240066,15.6904343108666,1098
-2,-1,5e-04,0.005,5e-04,0.005,0.2,0.2,,-1.03047452528475,-2.25488920616536,0.00144625831911819,0.0017593067286851,0.00144056538498746,0.000518098212676972,0.243173990765545,0.237082853758709,0,15.4369703619342,13.6699449419028,2185
-1,-5,0.005,0.001,5e-04,0.005,0.2,0.2,,-1.02886147824196,-1.86709024365883,0.00147548030636626,0.00179197901742223,0.00183690599680875,0.000880020373961402,0.236820534277195,0.229110890047347,0,11.3919608099422,15.6924497178988,2146
-2,-0.5,0.005,0.005,0.001,0.001,0.2,0.2,,-1.03851489034276,-1.87826724483394,0.00146775571229292,0.00179474446472248,0.00178574246667029,0.000879263956207973,0.238140953685787,0.230140347153763,0,11.3564425292093,15.7102088582652,1965
-1,-5,0.005,0.005,0.001,0.001,0.2,0.2,,-1.02146943091713,-1.89409302500545,0.00144953379481067,0.00181107440494218,0.00185971139736021,0.000890938618108075,0.237296610538975,0.228326651477302,0,11.2991916744816,15.7388342856291,3490
-1,-1,0.001,0.001,5e-04,0.001,0.2,0.2,,-1.03121540916228,-1.87429779777476,0.00147756885264505,0.00179127617658306,0.00182882913705512,0.000901095073920134,0.237110967894738,0.229359161114181,0,11.4108833207431,15.6829884624983,1114
-2,-3,5e-04,0.001,5e-04,0.001,0.2,0.2,,-1.03521813295538,-1.86152022631507,0.00143897794873032,0.00178353025344765,0.0018352872914204,0.000862985139775881,0.23778005325092,0.229794120938798,0,11.1921346009927,15.7923628223735,1093
-1,-0.5,5e-04,5e-04,0.005,0.001,0.2,0.2,,-1.03715273210479,-1.87113845847478,0.00146696100020315,0.00179040172923126,0.00184815691737141,0.000870202137678285,0.237696643275386,0.229305363458466,0,11.3424939642754,15.7171831407322,1550
-0.5,-0.5,0.001,0.005,0.001,5e-04,0.2,0.2,,-1.0472284635315,-1.86279474940273,0.00138507770479119,0.0017979724395828,0.00186180648619665,0.000908329170527441,0.237744372615171,0.228794890497311,0,11.0761923912621,15.8503339272388,959
-1,-1,0.001,5e-04,0.001,0.001,0.2,0.2,,-1.03046231531051,-1.86970680590802,0.00147660376711402,0.00179047577014555,0.00185386074864435,0.000884442557737214,0.237117238343907,0.229228922693848,0,11.4049296244542,15.6859653106428,3386
-0.5,-0.5,0.005,0.001,0.001,0.001,0.2,0.2,,-1.03718039197248,-1.90585284818221,0.00147284517527206,0.00174429803736747,0.00173193554867754,0.000887486464225689,0.237218594765183,0.230408217042706,0,11.4624196469073,15.6572202994162,3951
-1,-0.5,0.005,5e-04,5e-04,0.001,0.2,0.2,,-1.04142370484647,-1.91300883080591,0.00144177641246142,0.00176907684946851,0.00174369910331012,0.000855371875896688,0.237620087903405,0.229777855045015,0,11.2661338233884,15.7553632111757,1070
-2,-1,5e-04,5e-04,0.005,0.001,0.2,0.2,,-1.03479426209368,-1.85119021847311,0.00147225075879143,0.00180332949692307,0.00190277246551064,0.000898431268134204,0.236888566596084,0.22877147445546,0,11.4127163932117,15.682071926264,1545
-1,-5,5e-04,0.001,0.001,0.001,0.2,0.2,,-1.03192573991665,-1.86932140849591,0.00147701474839786,0.00179032409328412,0.00183472910450744,0.000877169217551601,0.237004577293765,0.229226266531334,0,11.4014116648785,15.6877242904306,1474
-0.5,-1,0.001,0.001,0.005,5e-04,0.2,0.2,,-1.05791871471821,-3.5127683028815,0.00145832243807823,0.00171308645067439,-0.00592869072316265,-0.00120628341191437,0.237694003634993,0.245139479401129,0,38.199958861615,2.28845069206239,763
0.5,-1,0.001,0.001,0.001,0.001,0.2,0.2,,-1.06284239006421,-1.7995344239259,0.00140714690243712,0.00181505572343209,0.00188649257829569,0.000908878641114743,0.238215995219031,0.231262679268273,0,11.4464665951376,15.6651968253011,4092
-1,-3,0.001,0.001,0.005,0.001,0.2,0.2,,-1.03047164270059,-1.87202709314757,0.00147487602560985,0.0017911699021739,0.00181311836020295,0.000881021462920067,0.237067781035435,0.22923381121511,0,11.3818107359935,15.6975247548731,3702
-0.5,-3,0.005,5e-04,5e-04,0.001,0.2,0.2,,-1.02867830586952,-1.86594219900054,0.00147708150551338,0.00179881616355932,0.00183042422536323,0.00088339900992062,0.236508439153363,0.229211879114527,0,11.4045613060125,15.6861494698636,3111
-2,-5,0.005,0.005,5e-04,5e-04,0.2,0.2,,-1.02849606002252,-4.01159193361448,0.00148602518708072,0.00174617527813314,-0.00258254831310912,-0.00551576357636172,0.236206977403846,0.245431946901438,0,38.7265531377806,2.02515355397956,161
-1,-5,0.001,0.001,0.001,5e-04,0.2,0.2,,-1.03135541510882,-1.86897546852901,0.00145688082989666,0.00177362451840176,0.0017892530968216,0.000822356682971328,0.23707936066022,0.229179965899817,0,11.3174673177253,15.7296964640072,498
