a_log,h_log,h12,log_w,sigma,sigma2,error,a_log.est,h_log.est,h12.est,log_w.est,sigma.est,sigma2.est,converge,BIC,logLik,strtpt
-2.5,-1,-5e-05,-6.25,0.2,0.2,,-1.54856252824481,-2.31012782008232,-0.000349207883391024,-3.83567825326818,0.222511930927995,0.237243217787355,0,1805.54905763304,-883.933341299638,472
-1,-5,1e-04,-7.5,0.2,0.2,,-2.54665337410071,-4.14012747743004,0.000564222381301232,-9.49420546195186,0.219431410062352,0.243824775618668,0,1805.30792190312,-883.812773434678,355
-3,-3,-0.00035,-10,0.2,0.2,,-2.46839033666932,-106.466934193176,0.000517304511775268,-5.96431802933821,0.21742740140986,0.242691541611746,0,1792.96208675432,-877.639855860282,36
-1.5,-3,-0.00035,-6.25,0.2,0.2,,-2.60192014374653,-3.84438354274979,0.000307005918145062,-7.03700646686696,0.217126074799536,0.249714084811656,0,1798.2853440159,-880.301484491068,414
-2,-5,-5e-04,-7.5,0.2,0.2,,-2.4636312352797,-6.88964813388839,0.000505224933726783,-5.98753882328153,0.217098377055777,0.242640938719339,0,1791.61026304078,-876.963944003509,253
-1,-3,1e-04,-10,0.2,0.2,,-2.42948308078646,-5.05643944204073,0.000438412796749008,-5.97252017726344,0.216084555204395,0.241963616390381,0,1786.25362905168,-874.285627008961,115
-2,-3,-5e-05,-5,0.2,0.2,,-2.45451081132666,-5.66161376860295,0.000479312586739972,-6.04828289098865,0.216343405725399,0.242604021361093,0,1789.00306267252,-875.660343819381,588
-1.5,-2,-5e-05,-10,0.2,0.2,,-2.37207888421373,-3.9837790815716,0.000261656050135385,-5.70243391131018,0.215765901595321,0.241312979609497,0,1779.77009828598,-871.04386162611,94
-2,-2,-0.00035,-6.25,0.2,0.2,,-2.45032237974103,-5.14725858100003,0.000454209908292413,-6.10442843527158,0.216032978610151,0.242453581616845,0,1787.26699869895,-874.792311832595,418
-1,-3,-0.00035,-6.25,0.2,0.2,,-2.48085106666513,-1.88266052270348,0.00025195635228436,-9.79946078478888,0.237653216110074,0.246367740038644,0,1873.81907324155,-918.068349103892,415
-2,-2,1e-04,-7.5,0.2,0.2,,-2.08343535931873,-3.25767748978071,4.56412421327224e-05,-4.83633266623291,0.214518837752511,0.242822606181432,0,1777.14300538626,-869.730315176248,368
-2.5,-4,-5e-04,-10,0.2,0.2,,-2.46354253321091,-7.83913095737121,0.000516223748224024,-5.97473867190403,0.217318077942224,0.242703752637877,0,1792.42211388047,-877.369869423352,7
-2.5,-1,-2e-04,-10,0.2,0.2,,-3.03960061430382,-2.09593354749291,-2.35714439719671e-05,-32.0957460733525,0.240113281570335,0.241775951906303,0,1894.86864844411,-928.593136705173,72
-1,-5,1e-04,-5,0.2,0.2,,-2.54665337410071,-4.14012747743004,0.000564222381301232,-9.49420546195186,0.219431410062352,0.243824775618668,0,1805.30792190312,-883.812773434678,605
-1,-1,-5e-05,-7.5,0.2,0.2,,-2.68510804200765,-2.48664191619324,0.000222760936750181,-10.4121673225918,0.225878663182442,0.229606984197653,0,1850.00117117325,-906.159398069745,350
-3,-5,-5e-04,-5,0.2,0.2,,-2.2517660156663,-4.32532920084901,0.000424804031305584,-5.56935286737173,0.215701781290256,0.242587032798916,0,1783.07143924832,-872.694532107281,501
-1,-5,1e-04,-10,0.2,0.2,,-2.54665337410071,-4.14012747743004,0.000564222381301232,-9.49420546195186,0.219431410062352,0.243824775618668,0,1805.30792190312,-883.812773434678,105
-1.5,-5,-5e-05,-6.25,0.2,0.2,,-2.45221210126532,-3.55706942857503,0.000600205654120348,-10.5014693176049,0.218344666157854,0.23468370041466,0,1813.43216991468,-887.874897440458,454
-2,-1,-5e-04,-5,0.2,0.2,,-2.3670317371598,-2.60349928755106,0.000510985313631993,-10.0800150645472,0.205993403937481,0.28427319315106,0,1871.75112934918,-917.034377157707,523
-2,-1,-0.00035,-10,0.2,0.2,,-2.4394841899746,-5.46655973487167,0.000484045883677056,-6.05934597127278,0.216661558885219,0.241904359509909,0,1788.38035245119,-875.348988708714,48
-3,-1,1e-04,-6.25,0.2,0.2,,-2.19049214411413,-3.43016686891328,0.000102902325300151,-5.09156281072477,0.213823020264677,0.242774857607067,0,1776.20268062893,-869.260152797584,496
-3,-5,-5e-05,-5,0.2,0.2,,-3.01517300288233,-7.39546667465465,0.000261982954653055,-7.76196026784444,0.222502075804188,0.243909415364564,0,1836.48769286179,-899.402658914015,576
-2,-5,1e-04,-7.5,0.2,0.2,,-2.46743387442531,-8.31977834080149,0.000515510932921619,-5.97557461217354,0.217258549133013,0.242732256528073,0,1792.62512164396,-877.471373305101,353
-2.5,-5,-5e-05,-7.5,0.2,0.2,,-2.54974912338765,-8.12567721122368,0.000467285282320561,-6.21702824491258,0.217214057173743,0.242576349871896,0,1793.85039370683,-878.084009336537,327
-1.5,-1,-0.00035,-8.75,0.2,0.2,,-2.43940124213506,-5.97807332051057,0.000502385200678591,-5.98892183553089,0.21681505666954,0.243003004112848,0,1789.86301791242,-876.09032143933,174
-1,-3,-5e-05,-8.75,0.2,0.2,,-2.4803407834952,-1.87908530656185,0.000253121862280355,-9.80910986229085,0.237974240287331,0.245614554029681,0,1874.01598941578,-918.166807191008,215
-3,-3,-5e-04,-7.5,0.2,0.2,,-2.59794173439938,-7.52462942390115,0.000658832917965177,-9.01161503564466,0.219932657765661,0.242869961830253,0,1805.32752140532,-883.822573185779,261
-2,-2,-5e-05,-6.25,0.2,0.2,,-2.4324608913329,-3.88481804587139,0.000231104672768054,-5.85913059953142,0.213037431952265,0.242126827643693,0,1781.83453718963,-872.076081077933,468
-1.5,-2,-0.00035,-8.75,0.2,0.2,,-2.60661712905859,-1.96945160101602,0.000140758649960371,-8.70109053852568,0.232968898617667,0.243624385119061,0,1868.41929747747,-915.368461221856,169
-1.5,-2,-5e-04,-10,0.2,0.2,,-2.56411337064856,-4.86909946921117,0.000583459477243112,-8.36797125779851,0.219238820165734,0.242760338897537,0,1801.60589354391,-881.961759255077,19
-1,-2,-2e-04,-6.25,0.2,0.2,,-2.47759523313371,-1.49211071666755,9.08422194057449e-05,-8.30865409718176,0.237388266208348,0.251389084384747,0,1899.11712213327,-930.717373549756,445
-3,-4,-0.00035,-5,0.2,0.2,,-2.73664743156459,-3.6244674755405,0.000331187896940737,-9.62077005275619,0.216387468597331,0.255198802760464,0,1820.90355905256,-891.610592009401,531
-2.5,-4,1e-04,-10,0.2,0.2,,-2.50943509054942,-4.10436858717362,0.000226630219365776,-5.92708647389597,0.214690028416573,0.242834481353556,0,1785.45040507762,-873.884015021928,107
-2.5,-3,-2e-04,-6.25,0.2,0.2,,-2.48109364449584,-6.56027891437496,0.000494977728690407,-6.0779916344049,0.216956385966683,0.242639889221596,0,1791.31636142189,-876.816993194065,437
-1.5,-5,-2e-04,-6.25,0.2,0.2,,-2.33019904690625,-4.17593382771818,0.000857806316579008,-9.60025006805289,0.215432455251611,0.222328547577623,0,1825.97920827379,-894.148416620014,429
-2.5,-4,-5e-05,-7.5,0.2,0.2,,-2.51021182996321,-4.10757171047996,0.000227703184709507,-5.93218772657841,0.214755751298266,0.242857559384727,0,1785.49369886165,-873.905661913947,332
-2.5,-5,1e-04,-5,0.2,0.2,,-2.51365539646991,-4.11516412310738,0.000227788643038732,-5.9400281320401,0.214835537964109,0.242633264873832,0,1785.69704298114,-874.007333973691,602
-2.5,-4,-2e-04,-8.75,0.2,0.2,,-2.60086290462719,-3.69346496477377,0.000448792312096077,-9.43883056798354,0.219575445787475,0.243470534543509,0,1809.29644351628,-885.807034241259,182
-2.5,-1,-2e-04,-8.75,0.2,0.2,,-3.03960061430382,-2.09593354749291,-2.35714439719671e-05,-32.0957460733525,0.240113281570335,0.241775951906303,0,1894.86864844411,-928.593136705173,197
-2,-3,-5e-04,-5,0.2,0.2,,-2.41889879538541,-4.96810973090487,0.000428847060615312,-5.92191291479245,0.215797811420812,0.242330968668928,0,1785.61219475956,-873.964909862899,513
-1.5,-5,-0.00035,-6.25,0.2,0.2,,-2.54654332971362,-4.16406963256896,0.000571418082945778,-9.76938754669133,0.219618365259104,0.242323691331112,0,1805.57535763875,-883.946491302495,404
-2.5,-5,-0.00035,-7.5,0.2,0.2,,-2.55990128033011,-4.21237014975631,0.000569104877661451,-10.2216862751008,0.220302835106209,0.242418612558478,0,1805.87346454323,-884.095544754736,277
-2,-3,-2e-04,-8.75,0.2,0.2,,-2.45521880870571,-5.77406885074612,0.000484628589160482,-6.04638669482878,0.216476083001816,0.24266433890695,0,1789.36076987281,-875.839197419526,188
-1,-2,-0.00035,-10,0.2,0.2,,-2.43312168842562,-4.96903408177964,0.000439477548338243,-6.03180719652479,0.216221566533728,0.242616497689775,0,1786.09521821258,-874.206421589411,45
-1.5,-4,-5e-04,-6.25,0.2,0.2,,-2.56712182052701,-4.02998785191404,0.000502266514152823,-8.61938913039624,0.219172566919494,0.24557366851068,0,1804.05757068018,-883.187597823208,384
-1.5,-5,-5e-04,-10,0.2,0.2,,-2.551333419541,-4.2535637960999,0.000576385757105334,-9.64211922651375,0.219569419020114,0.24263818380373,0,1805.1243071361,-883.720966051168,4
-1,-5,-2e-04,-6.25,0.2,0.2,,-2.54507078708095,-4.12953145491897,0.000564843099622537,-9.50871836989968,0.219461195434511,0.243869475055555,0,1805.37160218113,-883.844613573683,430
-2.5,-5,-0.00035,-5,0.2,0.2,,-2.55990128033011,-4.21237014975631,0.000569104877661451,-10.2216862751008,0.220302835106209,0.242418612558478,0,1805.87346454323,-884.095544754736,527
-2.5,-1,1e-04,-8.75,0.2,0.2,,-1.63262673592563,-2.42490405205133,-0.00029262423092311,-3.9746513902576,0.220815659561017,0.238193669466485,0,1799.26357191651,-880.790598441373,247
-1.5,-1,-2e-04,-10,0.2,0.2,,-2.5419383613621,-0.474867016984519,-0.00275382449018855,-10.8044893633682,0.254382460664098,0.244720208678322,0,1960.33088812023,-961.324256543237,74
-3,-3,-5e-04,-5,0.2,0.2,,-2.59794173439938,-7.52462942390115,0.000658832917965177,-9.01161503564466,0.219932657765661,0.242869961830253,0,1805.32752140532,-883.822573185779,511
-1,-4,-5e-05,-6.25,0.2,0.2,,-2.45663192880784,-6.04538411662723,0.000491216724587329,-6.01402303801951,0.216789541238194,0.242594809770924,0,1790.05323943916,-876.1854322027,460
-2,-5,-5e-05,-5,0.2,0.2,,-2.43841655683411,-5.51562859547866,0.000460245690629825,-5.91859106293176,0.215860200994098,0.244415515823828,0,1788.18356766621,-875.250596316225,578
-1.5,-3,-2e-04,-10,0.2,0.2,,-2.52082678787978,-3.05572394149261,0.000443492724445858,-10.1596245912559,0.221238680842775,0.24299409132595,0,1820.12609606307,-891.221860514653,64
-1,-5,-0.00035,-5,0.2,0.2,function cannot be evaluated at initial parameters,,,,,,,,,,530
-1.5,-2,-5e-04,-7.5,0.2,0.2,,-2.56411337064856,-4.86909946921117,0.000583459477243112,-8.36797125779851,0.219238820165734,0.242760338897537,0,1801.60589354391,-881.961759255077,269
-3,-3,1e-04,-6.25,0.2,0.2,,-2.19139865066573,-3.43309986110825,0.000103155654908356,-5.09595763967299,0.213969846544518,0.242731912373283,0,1776.20177464562,-869.259699805927,486
-2.5,-4,-0.00035,-10,0.2,0.2,,-2.66812536071873,-3.69565667026255,0.000393373821604072,-9.58307648963522,0.226427183353798,0.23229406861966,0,1814.895805085,-888.606715025621,32
-1,-2,-2e-04,-7.5,0.2,0.2,,-2.47759523313371,-1.49211071666755,9.08422194057449e-05,-8.30865409718176,0.237388266208348,0.251389084384747,0,1899.11712213327,-930.717373549756,320
-2,-4,-5e-04,-10,0.2,0.2,,-2.46413967876269,-6.67650259458171,0.000504084195435282,-6.01265058089378,0.216992242914825,0.242566087289464,0,1791.34020481946,-876.828914892849,8
-1.5,-5,-5e-05,-10,0.2,0.2,,-2.45221210126532,-3.55706942857503,0.000600205654120348,-10.5014693176049,0.218344666157854,0.23468370041466,0,1813.43216991468,-887.874897440458,79
-1,-2,-5e-05,-8.75,0.2,0.2,,-2.48827522740466,-1.75357003734839,0.000161630201039812,-8.45889034366405,0.230063680655642,0.253048191036124,0,1881.57109088432,-921.944357925278,220
-2,-1,1e-04,-10,0.2,0.2,,-1.94649897228272,-2.91464533314122,-9.01646872132708e-05,-4.51123161237287,0.215153578567878,0.245120687307178,0,1781.43039740273,-871.874011184483,123
-1,-3,-2e-04,-7.5,0.2,0.2,,-2.48045436049191,-1.89101730015178,0.000255345750914865,-9.80997227856731,0.237048038720159,0.250844904131581,0,1874.10732251471,-918.212473740475,315
-2,-4,-5e-04,-8.75,0.2,0.2,,-2.46413967876269,-6.67650259458171,0.000504084195435282,-6.01265058089378,0.216992242914825,0.242566087289464,0,1791.34020481946,-876.828914892849,133
-1,-1,-5e-04,-10,0.2,0.2,,-2.74015294377614,-1.6178214048525,2.87720086029398e-05,-12.287683214778,0.249638660249192,0.23696200104044,0,1901.99068381009,-932.154154388166,25
-3,-5,-5e-04,-10,0.2,0.2,,-2.2517660156663,-4.32532920084901,0.000424804031305584,-5.56935286737173,0.215701781290256,0.242587032798916,0,1783.07143924832,-872.694532107281,1
