a_log,h_log,log_w,sigma,sigma2,error,a_log.est,h_log.est,log_w.est,sigma.est,sigma2.est,converge,BIC,logLik,strtpt
-3,-1,-5,0.2,0.2,,-2.15412391190957,-3.27576025878131,-4.94544601041429,0.21410620813471,0.242782988270529,0,1770.51193348011,-869.554977142655,121
-1.5,-4,-7.5,0.2,0.2,,-2.15481506007068,-3.27478218260819,-4.9483688884467,0.214076987002953,0.242711801497557,0,1770.51168963648,-869.554855220842,59
-3,-3,-10,0.2,0.2,,-2.15484311509754,-3.27550235958117,-4.94769809208293,0.214057779886114,0.242717180829429,0,1770.51169733442,-869.554859069811,11
-1,-1,-8.75,0.2,0.2,,-2.15463493708009,-3.27451342813374,-4.94785201015493,0.214072334153997,0.242791405838977,0,1770.51175425045,-869.554887527826,50
-2,-5,-5,0.2,0.2,,-2.15512730684983,-3.27522918523543,-4.9489304705942,0.214060408889754,0.24270838894648,0,1770.51168780548,-869.55485430534,103
-1,-3,-10,0.2,0.2,,-2.15470674433329,-3.27410582056489,-4.94834608746882,0.214071531881488,0.242738017310848,0,1770.5116985776,-869.554859691402,15
-2,-2,-6.25,0.2,0.2,,-2.15414265711519,-3.27338102664443,-4.94758913101908,0.214093921086488,0.242787919794478,0,1770.511853003,-869.5549369041,93
-3,-2,-5,0.2,0.2,,-2.15518878948759,-3.27534705348446,-4.94892987365954,0.214061085090453,0.242733415521833,0,1770.5116776451,-869.554849225151,116
-2.5,-2,-10,0.2,0.2,,-2.15499641783563,-3.2749927171622,-4.94865062571304,0.214070755028243,0.242742688585758,0,1770.51167675897,-869.554848782085,17
-2,-1,-5,0.2,0.2,,-2.15516037071375,-3.27542780363679,-4.94965896333077,0.214076100833278,0.24273164040945,0,1770.51171772611,-869.554869265654,123
-1.5,-1,-6.25,0.2,0.2,,-2.15509287472561,-3.27607661607587,-4.94796149400875,0.21408473643802,0.242757869747059,0,1770.51172381769,-869.554872311447,99
-1.5,-3,-8.75,0.2,0.2,,-2.15505682422616,-3.27529920841944,-4.94820036964502,0.214071555501386,0.242749885934131,0,1770.51168508825,-869.554852946727,39
-3,-2,-7.5,0.2,0.2,,-2.15518878948759,-3.27534705348446,-4.94892987365954,0.214061085090453,0.242733415521833,0,1770.5116776451,-869.554849225151,66
-1.5,-2,-10,0.2,0.2,,-2.15482739567365,-3.27486160397418,-4.94867864405454,0.214070989237346,0.242700812584051,0,1770.51170760303,-869.554864204112,19
-2,-4,-8.75,0.2,0.2,,-2.15480340137337,-3.27467897949592,-4.94804449839274,0.214098903415527,0.242736698354704,0,1770.51170280961,-869.554861807406,33
-1,-3,-6.25,0.2,0.2,,-2.15470674433329,-3.27410582056489,-4.94834608746882,0.214071531881488,0.242738017310848,0,1770.5116985776,-869.554859691402,90
-3,-5,-7.5,0.2,0.2,,-2.15476298529047,-3.27321224643965,-4.94834635237682,0.214105009460451,0.242810272323822,0,1770.5118965141,-869.554958659647,51
-2.5,-2,-5,0.2,0.2,,-2.15499641783563,-3.2749927171622,-4.94865062571304,0.214070755028243,0.242742688585758,0,1770.51167675897,-869.554848782085,117
-1,-1,-7.5,0.2,0.2,,-2.15463493708009,-3.27451342813374,-4.94785201015493,0.214072334153997,0.242791405838977,0,1770.51175425045,-869.554887527826,75
-3,-5,-5,0.2,0.2,,-2.15476298529047,-3.27321224643965,-4.94834635237682,0.214105009460451,0.242810272323822,0,1770.5118965141,-869.554958659647,101
