"","a_log","h12","h_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","h12.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"41","-3","1e-04","-2","-0.5","-1","5e-04","0.005","5e-04","5e-04","-5","0.2","0.2","189721","NaN","-3.00771805266205","-1.99446925788308","-0.000319880628203164","-0.509151430383373","-1.00596509303956","0.000718770881565412","0.000485226292360424","0.00549179749700431","0.000404081177657207","-4.98202819922454","0.53425140929658","0.3468777171313","0","3703.57719855857","-1814.28874782573"
"42","-2.5","-2e-04","-1","-0.5","-1","0.001","5e-04","0.005","0.001","-10","0.2","0.2","143612","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"43","-2.5","-5e-05","-4","-2","-1","0.001","0.005","0.001","0.005","-15","0.2","0.2","79167","NaN","-2.4370893697516","-5.77801767872167","1.57957832531902e-05","-0.311487017145021","-1.09846265914099","0.000529770272022351","0.00316987614135202","0.00494284888213044","0.000237345019434654","-15.9211680981461","0.567925541146658","0.409670668758829","0","3370.57861294396","-1647.78945501842"
"44","-3","-2e-04","-3","-2","-3","0.005","0.005","0.001","0.001","-15","0.2","0.2","49561","NaN","-2.1314410037905","-2.58275462490336","-0.000154423452006425","-4.11540508639826","-2.6282662746124","0.00460734795501935","0.00175766066526633","0.00635525529779142","-0.000699641058546776","-13.4546097892788","0.478118600461541","0.281986336237515","0","3029.09754893895","-1477.04892301592"
"45","-2.5","1e-04","-3","-1","-1","0.005","5e-04","5e-04","0.001","-15","0.2","0.2","33197","NaN","-2.12875961151302","-3.6760668561416","-2.3279244021543e-05","-1.88260691730041","-2.98074685757582","0.000867379113137527","0.00393573760769205","0.0137708853315867","-0.00159204840051709","-13.759170011133","0.45991191796614","0.284749731740666","0","2974.78853782307","-1449.89441745798"
"46","-2","-5e-05","-2","-0.5","-3","0.001","0.001","5e-04","5e-04","-15","0.2","0.2","4843","NaN","-2.4159861097178","-0.483871277114544","2.79338592327603","-3.37587887617083","-4.6276234009015","0.00178958615042849","0.0251701527395293","0.0449160079748237","-0.00844350060438077","-14.5082894120204","0.525567708437408","0.280043335771941","0","3121.80318648869","-1523.40174179079"
"47","-2","-5e-04","-2","-0.5","-1","0.005","0.005","5e-04","5e-04","-15","0.2","0.2","9703","NaN","-1.81703669169355","-904.367447048203","0.0008208636459316","-108.555377801834","-4.15685563961639","1.37186889269453","5.29145547646395","0.0291696557962575","-0.00605405527947349","-1176.50952804385","0.524139823202074","0.279576780141535","0","3115.87480120224","-1520.43754914756"
"48","-3","-2e-04","-4","-0.5","-0.5","5e-04","0.001","0.001","0.005","-5","0.2","0.2","257536","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"49","-3","1e-04","-3","-0.5","-0.5","0.001","0.005","0.005","0.005","-15","0.2","0.2","89946","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"50","-1.5","1e-04","-1","-1","-3","0.005","5e-04","0.001","0.005","-15","0.2","0.2","73374","NaN","-0.0291273983551269","-4.16153494503063","3.38901793949835","-3.60997088493653","-4.41031398999579","0.00217997386701194","0.0310618061362625","0.0370540054204329","-0.00658525711792838","-13.4541566182688","0.524795008852311","0.280516106928876","0","3122.02679971769","-1523.51354840529"
"51","-1","-2e-04","-1","-2","-3","5e-04","0.001","0.001","0.001","-10","0.2","0.2","135115","NaN","1.97780579119499","3.05357522528586","1.61733227578474","-4.15517006613316","-4.87574230655462","0.00328738015065452","0.0516533053060731","0.0572639900356963","-0.0108616557881644","-12.7547571173122","0.525690475960822","0.280095671207098","0","3122.81119224951","-1523.9057446712"
"52","-2","-5e-04","-3","-0.5","-3","0.005","0.001","5e-04","5e-04","-15","0.2","0.2","5928","NaN","-2.69273580059853","-2.88348467091628","2.79984774939994","-3.32005671599912","-5.01012406222788","0.00169194940298125","0.0240017817339041","0.0649481113563794","-0.0125968966422556","-13.1605235773298","0.525215869311085","0.280127720012018","0","3121.35240220109","-1523.17634964699"
"53","-2","-5e-04","-4","-0.5","-0.5","0.001","0.001","5e-04","0.005","-15","0.2","0.2","66278","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"54","-2","-5e-04","-1","-1","-3","5e-04","5e-04","5e-04","0.001","-5","0.2","0.2","212853","NaN","-2.13906959061821","-1.6645401833946","-0.000387643933564147","-2.80997079485416","-2.73596099362919","0.00133058953727525","0.00156167601685013","0.00899448015849437","-0.000853424309599717","-4.7613274389182","0.47353637292359","0.280702507511845","0","3036.73110314915","-1480.86570012102"
"55","-2","-2e-04","-5","-2","-0.5","5e-04","5e-04","0.001","0.001","-15","0.2","0.2","41263","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"56","-1.5","-0.00035","-4","-0.5","-0.5","0.001","0.005","0.005","0.001","-5","0.2","0.2","241784","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
