"","a_log","h_log","log_w","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","log_w.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"57","-2.5","-4","-10","-0.5","-1","5e-04","0.005","0.005","0.001","-10","0.2","0.2","149132","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"58","-3","-5","-7.5","-2","-3","0.001","0.001","0.001","0.001","-10","0.2","0.2","136176","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"59","-2","-3","-10","-2","-3","5e-04","0.005","0.005","0.005","-10","0.2","0.2","178888","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"60","-1","-2","-6.25","-2","-0.5","0.001","5e-04","0.001","0.001","-10","0.2","0.2","133595","NaN","-2.37481467850361","-4.24662844467253","-15.3297583170442","-7.48133653368549","-4.83135897346938","-0.0111132700325054","0.0556352294283806","0.0540276575628196","-0.0100628599892497","-7.84126543680548","0.475849663418814","0.280152283668068","0","3019.57505098017","-1472.28767403653"
"61","-1.5","-1","-6.25","-2","-1","0.005","0.005","0.005","0.005","-10","0.2","0.2","181599","NaN","-2.29004542485731","-1.30969858251512","-8.32105539323899","-2.01595638457486","-3.57738877241194","0.000830628852726216","0.00627735342670114","0.0160388116774632","-0.00227542464486003","-5.44277946675822","0.488269147577413","0.282001937761331","0","3054.08255612954","-1489.54142661121"
"62","-1","-1","-8.75","-0.5","-0.5","5e-04","5e-04","0.005","5e-04","-5","0.2","0.2","203550","NaN","-87.0281754657506","37.4205454644929","6.64277161645127","-9.93538145119758","-9.83489256787033","2.48881181500499","3.72902024171029","7.55724704400718","-1.77352811393219","-9.57137915527673","0.539193729102743","0.279826187145639","0","3147.50020433772","-1536.2502507153"
"63","-1","-3","-8.75","-0.5","-1","5e-04","5e-04","0.001","5e-04","-10","0.2","0.2","101915","NaN","-3.21175050685225","7.04067076586661","-5.4774932600299","-2.74369725881774","-6.32918246950226","0.00119082863374335","0.0143297595263188","0.22334362541501","-0.0497798816802887","-16.5790703077931","0.526223095508288","0.280062644096574","0","3123.59674851136","-1524.29852280212"
"64","-2","-2","-6.25","-1","-1","5e-04","0.005","5e-04","5e-04","-5","0.2","0.2","189593","NaN","-1.32281995953139","-2.75778831143942","-4.54660987421464","-1.32579271823689","-2.55777098301247","0.000742762222128321","0.00392176005414303","0.00657797280911587","-0.000459948333306675","-5.73137910964785","0.451141148339006","0.28474098087212","0","2986.22992661614","-1455.61511185451"
"65","-1.5","-5","-10","-0.5","-0.5","5e-04","5e-04","5e-04","0.001","-15","0.2","0.2","31379","NaN","-2.05581022743233","-3.2631450897986","-8.22133243183782","-3.46960938873173","-3.21077691330316","0.00210683805937708","-0.00856557532545483","0.0138976475652956","-0.00176976253108393","-10.055612741006","0.4755646285799","0.28156786305338","0","3024.06492114121","-1474.53260911705"
"66","-3","-5","-5","-2","-1","0.005","0.005","0.005","0.005","-15","0.2","0.2","90476","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"67","-2","-3","-6.25","-1","-1","0.005","5e-04","0.001","0.005","-5","0.2","0.2","255963","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"68","-2.5","-2","-10","-2","-0.5","5e-04","0.001","0.005","0.001","-5","0.2","0.2","237017","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"69","-1","-5","-10","-2","-3","5e-04","5e-04","5e-04","0.005","-15","0.2","0.2","60755","NaN","-2.04911584681504","-7.55654865530605","-3.80671185191013","-3.8361321356111","-3.20252722210836","-0.00177193622317916","0.0361832613191277","0.0134758847172093","-0.00165096348869448","-14.8088562970125","0.498269338471508","0.281854101198283","0","3070.73712172038","-1497.86870940663"
"70","-1.5","-4","-5","-0.5","-0.5","0.001","0.001","0.001","0.005","-10","0.2","0.2","167609","NaN","-2.94836094170093","-4.53316838404525","1.0631367413634","-1.72071376122829","-4.07024247405936","0.000704424960787183","0.00730129241339525","0.0253705314506625","-0.0042817001149631","-13.0062081944641","0.541628964739264","0.281596396247911","0","3136.48403920233","-1530.74216814761"
"71","-1","-4","-6.25","-2","-3","5e-04","0.005","5e-04","5e-04","-10","0.2","0.2","97960","NaN","-1.22179009903425","-4.07645494604212","-5.26618950008142","-0.610164466648622","-4.39318951560747","0.000531246508669504","0.00260110442531972","0.0354292941093265","-0.00723575801216524","-10.3493690354113","0.424075874254601","0.28042898909193","0","2899.45018676555","-1412.22524192922"
"72","-2","-4","-7.5","-0.5","-3","0.005","0.001","5e-04","0.001","-10","0.2","0.2","127433","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"73","-3","-1","-8.75","-2","-1","5e-04","5e-04","0.001","0.001","-15","0.2","0.2","40921","NaN","-3.6296506462269","-1.34067433897977","-8.0280919871229","-2.59627567602241","-3.73616578428017","0.00107722602333817","0.0111951581789771","0.0217857886820257","-0.00324284285043977","-11.2091696533498","0.506506154122558","0.281054869059389","0","3084.48812270702","-1504.74420989995"
"74","-2","-5","-7.5","-2","-3","5e-04","5e-04","5e-04","0.001","-15","0.2","0.2","30428","NaN","-2.08949879259425","-3.91408708433497","-9.23661682320621","-2.03905333141063","-4.1905084035684","0.00067515568872376","0.00202763752751081","0.0293394502284378","-0.00491009006612573","-12.8247789026056","0.454690150814499","0.278780420548794","0","2961.98610407284","-1443.49320058286"
