"","a_log","h_log","log_w","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","log_w.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"79","-2","-1","-6.25","-2","-0.5","0.001","0.005","5e-04","0.005","-5","0.2","0.2","251723","NaN","-1.47349868198134","-1.67827652932153","-5.38825048860219","-0.845378244647889","-2.00557589899498","0.000694989827550188","0.00413857635505611","0.00622058458241975","-8.28777772559329e-05","-7.65083748727279","0.564911587132394","0.304354676114685","0","3153.09657308999","-1539.04843509144"
"80","-2","-3","-6.25","-2","-3","5e-04","5e-04","5e-04","0.005","-15","0.2","0.2","60838","NaN","-1.74222651138492","-4.53719353179095","-13.5974685890807","-0.818138942063108","-3.7998493098137","0.000514699432407185","0.00162820759282837","0.021724804555544","-0.00344256398294295","-8.92989204051096","0.424556584535624","0.280667219640721","0","2902.53776853287","-1413.76903281288"
"81","-2","-4","-7.5","-2","-1","0.001","0.005","0.001","0.001","-10","0.2","0.2","139933","NaN","-1.62422658369784","-3.13527174289172","-5.42826280223641","-1.54655564358405","-2.77372636997242","0.000642630666275052","0.00428691421450323","0.00770711341859581","-0.00106763275392183","-10.008212200982","0.451208229213981","0.283770291055168","0","2980.16233601872","-1452.5813165558"
"82","-2","-2","-8.75","-1","-3","5e-04","0.005","5e-04","0.005","-10","0.2","0.2","158793","NaN","-1.71276538533858","-3.865682836921","-4.86165201377804","-1.18325864731402","-2.94593604348906","0.000538050609971535","0.00419578691854279","0.0107464499617116","-0.00122223661772613","-9.7205354654261","0.444032587071944","0.284290254297507","0","2960.7097308392","-1442.85501396604"
"83","-1.5","-1","-7.5","-0.5","-0.5","0.001","0.005","0.001","0.001","-5","0.2","0.2","231699","NaN","-2.13042861547724","-3.39565272354275","-4.7192422501011","-5.00996753093581","-6.49411314637486","0.0106434977900989","0.0825153524990162","0.300535135836137","-0.0238469609144985","-5.36473537558772","0.490268579212195","0.285413574380394","0","3068.0371057222","-1496.51870140754"
"84","-1","-4","-5","-0.5","-3","0.005","0.005","0.001","0.001","-10","0.2","0.2","140985","NaN","-1.32333745168384","-3.70089835953955","-4.96940930760634","-0.899801347146612","-4.14799581570359","0.000571306351258466","0.00343814836970541","0.0285697816873865","-0.00503956414035325","-8.2018931990505","0.445653334042743","0.278812522168228","0","2932.39359475999","-1428.69694592644"
"85","-1","-1","-5","-2","-3","0.005","5e-04","5e-04","0.005","-5","0.2","0.2","245375","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"86","-1.5","-5","-10","-2","-0.5","0.001","5e-04","0.005","0.005","-10","0.2","0.2","174004","NaN","-1.7523735499349","-4.18402802496472","-8.79759592538248","-0.890936328494768","-3.15454513055973","0.000555342857082419","0.00175685531917258","0.0128020649725654","-0.00167119121711972","-6.29756053149132","0.426566591631417","0.284102801442078","0","2914.37497285165","-1419.68763497227"
"87","-2.5","-2","-5","-0.5","-0.5","0.001","0.001","0.001","0.001","-5","0.2","0.2","228367","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"88","-1.5","-4","-7.5","-0.5","-3","0.001","5e-04","5e-04","5e-04","-5","0.2","0.2","183684","NaN","-1.49083613776721","-4.24733783154968","-5.69392835453548","-0.732516687796196","-2.80956212054347","0.000514420706329705","0.00292384881426159","0.00972663268893433","-0.000848518029605402","-5.8948163402828","0.414954129115643","0.283773399890179","0","2925.03487042132","-1425.01758375711"
"89","-3","-5","-5","-2","-3","5e-04","5e-04","0.001","0.005","-15","0.2","0.2","70976","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"90","-2.5","-4","-10","-2","-0.5","0.001","5e-04","5e-04","0.005","-10","0.2","0.2","153757","NaN","-2.00638377515386","-2.61905833203535","-6.44237643459167","-2.39329478842967","-2.48798818037114","0.000968582207097192","0.00582091850430156","0.0082354125538435","-0.000579815193388102","-9.1719265722911","0.462622310676929","0.284328312026322","0","3021.60115432244","-1473.30072570766"
"91","-1.5","-3","-6.25","-0.5","-0.5","5e-04","0.001","5e-04","5e-04","-10","0.2","0.2","95589","NaN","-7.56602050088217","-7.40961970340408","27.4604517872614","-4.51590054443027","-5.55081047725916","0.00443309227006941","0.0730443237049684","0.109301234664112","-0.0219040447602216","20.2616763733723","0.525903689378375","0.28006858611135","0","3122.75281271381","-1523.87655490335"
"92","-1","-5","-7.5","-2","-0.5","0.005","0.001","0.005","0.001","-15","0.2","0.2","57055","NaN","-1.47918043372937","-2.90334829810747","-5.57658825886051","-1.20624016624413","-5.66397378803248","0.000634494380634808","0.00360254371345089","-0.028031767569876","-0.00554022537188214","-13.199973056578","0.455186722455251","0.299472600592384","0","3034.93421560219","-1479.96725634754"
"93","-1","-5","-10","-2","-0.5","5e-04","0.001","0.001","0.001","-5","0.2","0.2","226880","NaN","-5.68557986088497","-2.72668472080952","-5.3699761745261","-4.29329871882382","-4.28663263571458","0.00325940965213851","0.0592776524005933","0.0364277457338154","-0.00566194123477952","-4.14923756516863","0.524430036799874","0.279553051280883","0","3120.65030228859","-1522.82529969074"
"94","-1","-5","-6.25","-2","-0.5","5e-04","0.005","5e-04","0.005","-15","0.2","0.2","68330","NaN","-0.217783266663111","-2.93116648863117","-3.48052659808159","-2.11848529895489","-0.297982196133602","0.000989006630670139","0.00627143121936383","0.00461585471306278","0.000347327393694348","-17.9202983630021","0.437898360680895","0.516916208643186","0","3821.49875696686","-1873.24952702987"
"95","-2","-5","-7.5","-2","-3","0.005","0.001","5e-04","0.001","-15","0.2","0.2","36053","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"96","-1.5","-5","-8.75","-2","-0.5","0.005","0.001","0.001","0.005","-5","0.2","0.2","259529","NaN","-1.43417742463397","-3.12616040897157","-7.26004943081504","-1.7991842493531","-2.034506274289","0.000898645943029277","0.00146631291298662","0.00733333510614674","-0.000188386501007934","-5.04156338908767","0.537560729608384","0.280253649554195","0","3101.54574441274","-1513.27302075281"
"97","-1","-1","-10","-0.5","-3","0.005","0.001","0.001","0.001","-10","0.2","0.2","137525","NaN","-2.28001600841247","-3.13767517655982","-12.0398308406545","-3.87636181356764","-4.96236691878539","0.00237338844810978","0.0147168207766042","0.0614687728673087","-0.0125674850909187","-6.10427977374389","0.473842348903265","0.279692347487763","0","3014.93424511556","-1469.96727110422"
"98","-1.5","-2","-10","-1","-0.5","0.005","0.005","0.001","0.001","-15","0.2","0.2","50394","NaN","-1.51485088557919","-4.53141857622541","-6.41481755554912","-0.655671228011747","-3.32688863045563","0.000496187181663113","0.0023130838543049","0.0129325445731365","-0.00166661590062587","-11.3013244049495","0.421829669476455","0.279696466738891","0","2897.15970297958","-1411.08000003623"
