"","a_log","a12","h_log","kr_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","a12.est","h_log.est","kr_log.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"81","-2.5","1e-04","-4","-2.375","-0.5","-0.5","0.005","0.001","0.001","5e-04","-5","0.2","0.2","995172","NaN","-1.30080714009747","-0.000620397948664585","-3.12587985933309","-0.281878364400112","-1.04864022638192","-2.17040701091381","0.00037620073235757","0.00590386543247258","0.00920071591927733","-0.000143463090288833","-6.33062044915004","0.439843075404451","0.300140779560692","0","2981.70476173494","-1450.22754179279"
"82","-3","-0.00035","-4","-2.375","-2","-1","5e-04","5e-04","0.005","0.001","-5","0.2","0.2","1166406","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"83","-2","-5e-05","-1","-0.5","-0.5","-1","5e-04","0.001","5e-04","0.005","-5","0.2","0.2","1235618","NaN","-1.66865710603809","-0.000434102645272797","-0.422890694491974","0.0407572655168403","-1.36546665500944","-1.55380087007276","0.000636705586559184","0.00657905172081397","0.00644407874253906","5.54698528141948e-05","-5.11761787545297","0.478284446118374","0.297692598527713","0","3191.68353100879","-1555.21692642971"
"84","-2.5","-5e-04","-3","-0.5","-0.5","-0.5","5e-04","0.005","0.005","0.005","-10","0.2","0.2","899927","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"85","-2.5","1e-04","-2","-2.375","-2","-3","0.001","5e-04","0.005","0.005","-10","0.2","0.2","866472","NaN","-1.58139006832778","-0.000300405291379486","-2.68381176855515","-1.80578127937264","-1.61560450666356","-2.71319755282171","0.000696931228411442","0.00378888554653799","0.0104843890446432","-0.00088949667551702","-10.1367121699309","0.439024569337856","0.283494483738062","0","2967.78544184923","-1443.26788184993"
"86","-2","-2e-04","-1","-1.125","-0.5","-3","0.005","5e-04","0.001","0.005","-15","0.2","0.2","367363","NaN","-1.59702647457303","4.47521463072873e-05","-2.73274985147567","1.81800253629636","-4.87119350153091","-3.12705676467881","0.010445932876343","-0.0023083991580512","0.0128162792564163","-0.00156204975884214","-9.52609521351965","0.459473420700645","0.282853642211478","0","2992.97432043927","-1455.86232114495"
"87","-1.5","-5e-05","-1","-3","-2","-3","0.005","0.005","0.005","5e-04","-10","0.2","0.2","601994","NaN","-1.67182952083943","-0.000425994929997002","-0.879194490923588","-2.42208938625999","-2.42541187807314","-3.06227997395856","0.00397736158867729","0.0101626354584763","0.013270043574233","-0.00233052463668077","-9.71933095518908","0.560160709059142","0.308887733470703","0","3163.76246111622","-1541.25639148342"
"88","-3","-2e-04","-1","-2.375","-0.5","-0.5","0.001","0.005","0.001","0.005","-10","0.2","0.2","854611","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"89","-2.5","-5e-04","-4","-1.125","-1","-3","0.005","0.001","0.001","0.005","-10","0.2","0.2","839152","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"90","-1.5","-5e-05","-3","-3","-1","-1","0.005","5e-04","0.005","0.005","-10","0.2","0.2","874444","NaN","-1.62042513786559","-0.000150496861335076","-3.97153873135006","0.394007328650968","-1.79181211087182","-1.6086358353557","0.0009997042910073","0.00117425739040729","0.00502546264773295","2.96649844112127e-05","-10.0599777238623","0.420655213230433","0.30900004566882","0","3036.64468499239","-1477.69750342151"
"91","-2","-0.00035","-3","-1.125","-0.5","-0.5","5e-04","0.005","5e-04","0.005","-15","0.2","0.2","342933","NaN","-1.25994473929587","-0.000549709263711473","-2.99527146625716","-1.12101187033918","-0.292776372093475","-0.794957196569059","0.00059824463260017","0.00351008222689293","0.00474555112303768","0.000320904974974067","-13.8441375493467","0.442606233463029","0.377396464904504","0","3326.35070590387","-1622.55051387725"
"92","-1","-5e-04","-1","-3","-0.5","-1","0.001","5e-04","0.005","5e-04","-5","0.2","0.2","1021355","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"93","-1.5","-2e-04","-3","-3","-2","-0.5","5e-04","0.001","0.001","0.005","-5","0.2","0.2","1286314","NaN","-1.69378017982248","-0.000422480550118584","-3.09247229411298","-2.32107136962045","-1.99315177880239","-0.960220148552556","0.000827564123244402","0.00706435818699868","0.00455475255466524","0.000380744536215652","-5.89052049249595","0.551698349575028","0.38576155741","0","3293.39887247729","-1606.07459716396"
"94","-2.5","1e-04","-2","-2.375","-0.5","-1","5e-04","0.001","0.005","0.005","-15","0.2","0.2","425222","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"95","-3","-0.00035","-1","-1.125","-2","-1","0.005","0.005","0.001","0.001","-15","0.2","0.2","249856","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"96","-3","-5e-05","-4","-1.75","-2","-1","5e-04","5e-04","0.005","5e-04","-5","0.2","0.2","1014666","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"97","-1.5","1e-04","-4","-1.125","-2","-1","0.005","0.001","0.005","5e-04","-5","0.2","0.2","1042924","NaN","-1.59662483084707","-0.000407047249663558","-2.30515792821083","-1.43915243033667","-1.8257503964651","-2.22333717838871","0.000520903081068126","0.00834943470861356","0.0073284107451482","-0.000272932565409667","-4.18797158962675","0.461540002132217","0.286870978622178","0","3053.59351219479","-1486.17191702271"
"98","-2.5","-0.00035","-3","-1.125","-0.5","-1","0.005","0.001","0.001","0.001","-10","0.2","0.2","689807","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
