"","a_log","h_log","h12","log_w","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","h12.est","log_w.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"44","-2.5","-5","-5e-05","-5","-2","-1","0.005","5e-04","5e-04","0.005","-5","0.2","0.2","1228702","NaN","-2.53312649802387","-5.1413459371792","-0.105636193477184","-9.79999739078204","-1.97540640127825","-1.1345683298749","0.000785654508464032","0.010426269572296","0.00503349646058493","0.000201241645148394","-3.06813129054302","0.536109816737138","0.343601543221248","0","3358.60415935367","-1638.67724060215"
"45","-2.5","-2","-2e-04","-5","-1","-3","0.001","0.005","0.001","0.001","-5","0.2","0.2","1154317","NaN","-1.62377300313387","-3.01076108085941","-7.47002044300467e-05","-8.93404005454326","-0.816087296226351","-3.2943526161953","0.00064041363846262","0.00198124189636282","0.0161966960300237","-0.00185908184939739","-5.05887014745872","0.433513637251307","0.283921601403733","0","2976.10441458478","-1447.4273682177"
"46","-3","-5","-2e-04","-6.25","-1","-1","0.001","5e-04","0.005","0.005","-10","0.2","0.2","869176","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"47","-1.5","-5","1e-04","-6.25","-2","-0.5","0.001","0.005","5e-04","5e-04","-5","0.2","0.2","954854","NaN","-2.10312022869472","-5.63776258932576","0.261175420587975","-9.41276849084347","-2.54509953920117","-4.06881441403777","0.00100600992151674","0.0125231884560482","0.0265362596279565","-0.004650068573745","-3.53182830678576","0.522859170111457","0.280696070052576","0","3127.98371579428","-1523.36701882245"
"48","-2.5","-5","-0.00035","-5","-1","-3","0.001","0.005","0.005","0.005","-10","0.2","0.2","901152","NaN","-2.47299598973682","-5.01618484911702","-2.38439553817152e-05","-8.55121523274275","-1.18942242490965","-3.80674512316225","0.000421821568746415","0.00253946866854144","0.0230532146000349","-0.00199847916878471","-9.99801726681896","0.444603422508952","0.281813417514599","0","2983.35102847069","-1451.05067516066"
"49","-1.5","-1","-5e-05","-7.5","-2","-1","5e-04","0.005","5e-04","5e-04","-10","0.2","0.2","491599","NaN","-7.70492173256776","7.66223141234881","-0.147807065109476","-7.60542906781826","-4.44990440839691","-5.57876400073784","0.00419759134230314","0.0684214176361025","0.112157820394033","-0.0226157574629404","-8.69877385130001","0.525880906018236","0.280150249567046","0","3128.9679547739","-1523.85913831226"
"50","-1","-4","-0.00035","-6.25","-2","-0.5","0.001","0.005","0.001","0.001","-10","0.2","0.2","701660","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"51","-2","-3","1e-04","-10","-0.5","-0.5","0.005","0.001","0.001","5e-04","-10","0.2","0.2","539488","NaN","-174.67872597298","294.992915794104","33.5383928217032","-292.422768603791","-3.35232602966704","-8.77055355255061","0.00184569863924778","0.0242576078459073","2.15810699421821","-0.616399348004356","-213.912056913395","0.525915442214205","0.28062170540261","0","3130.86260005654","-1524.80646095358"
"52","-3","-3","-2e-04","-8.75","-2","-3","0.001","5e-04","0.005","5e-04","-15","0.2","0.2","107061","NaN","-2.06614642946003","-3.523331807142","-6.59121686654186e-05","-9.77160055369125","-2.44936217602387","-2.64492431526039","0.000886809037319662","-0.00072190647649554","0.00884743116872834","-0.000567213902753765","-14.5309237784645","0.457572595949931","0.287265926690644","0","2990.93787303046","-1454.84409744054"
"53","-1.5","-1","-2e-04","-7.5","-0.5","-0.5","0.001","5e-04","0.005","0.001","-15","0.2","0.2","264074","NaN","21.5225280049299","-16.8223501212794","20.8654177135999","-45.9190032111963","-4.03409658359104","-6.6615586037597","0.00300407756503297","0.0460789965988883","0.320007268296372","-0.0688172452811376","-6.31149629181248","0.525719669423285","0.280073190887645","0","3128.50739853521","-1523.62886019292"
"54","-1.5","-3","-2e-04","-5","-1","-1","0.001","0.005","5e-04","0.001","-15","0.2","0.2","194314","NaN","2.92889644156619","-2.978461592794","3.9599211552362","-9.98392514897665","-3.6180965972065","-1.0363165751462","0.00177036695539699","0.0357875325423931","0.00487770250488894","0.00022253603201852","-2.14548743440375","0.524693651553369","0.354252018482482","0","3371.3849323991","-1645.06762712486"
"55","-2","-5","1e-04","-8.75","-0.5","-1","0.001","0.001","0.001","0.001","-15","0.2","0.2","228353","NaN","-2.19004167879582","-3.05896642782773","-0.000106198458228059","-8.11889668599267","-4.35886301276937","-3.55832912789063","0.00591328580648818","-0.00288314461568607","0.0158508459208189","-0.00013329962301846","-11.4285844071565","0.471923739673317","0.284874828948946","0","3038.30237154211","-1478.52634669637"
"56","-1","-2","-0.00035","-6.25","-1","-3","5e-04","5e-04","5e-04","0.005","-15","0.2","0.2","304795","NaN","-0.0786689766312271","-4.25432479296722","2.67833690423728","-9.42729244079374","-3.07320905445381","-7.06959695793957","0.00142629853170867","0.0192277748811384","0.491710122619222","-0.10232794163858","-18.2532965810175","0.52494387682855","0.280007408394382","0","3127.11189872856","-1522.93111028959"
"57","-1","-2","-2e-04","-8.75","-1","-1","0.005","5e-04","0.001","0.001","-15","0.2","0.2","216445","NaN","-4.79823258564184","-13.0841067365631","20.9682881088128","1.20711039431996","-3.74244160966179","-4.68789228415142","0.00226201449543976","0.0354044277985057","0.0482343596342567","-0.00884487069403893","-29.2977333033358","0.525688351922356","0.280213630876122","0","3129.07888845427","-1523.91460515245"
"58","-2","-1","-0.00035","-8.75","-2","-3","5e-04","0.001","5e-04","0.005","-10","0.2","0.2","776423","NaN","-2.29626934235785","-0.828506100891172","-0.000877650736590989","-9.61222964561477","-2.20113745870669","-3.05834197761776","0.00113529699547449","0.00709201851427995","0.0131837027424133","-0.00164003509764631","-9.50865101024631","0.485341226980603","0.283650018354504","0","3076.24606150889","-1497.49819167976"
"59","-3","-4","-2e-04","-5","-0.5","-3","5e-04","0.005","0.005","5e-04","-15","0.2","0.2","136806","NaN","-1.86970138221165","-3.26287270934182","-7.64401218893225e-05","-11.864439407997","-1.2648414543187","-3.9238400224092","0.000699236712286732","0.00110896904112404","0.024999477950298","-0.00432344114887902","-15.0324451198041","0.437225114359459","0.279079090125639","0","2933.56923944004","-1426.15978064533"
"60","-2","-4","-2e-04","-10","-1","-0.5","0.001","5e-04","5e-04","0.005","-15","0.2","0.2","313808","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"61","-1.5","-5","-5e-04","-5","-1","-0.5","0.005","5e-04","5e-04","5e-04","-5","0.2","0.2","927379","NaN","-1.17506037031393","-2.96578562663908","-9.88641141124106e-05","-9.42274041789898","-0.992674674702001","-1.72811199321512","0.000841043860251898","-0.00062249911358958","0.00482001579478293","2.80945944209637e-05","-6.57487492046543","0.486554442722328","0.308432812071508","0","3133.11397168223","-1525.93214676643"
"62","-3","-5","-5e-04","-8.75","-1","-3","5e-04","5e-04","0.005","0.001","-10","0.2","0.2","709501","NaN","-1.75451669046855","-4.88173815220623","4.04826396442321e-06","-10.0789949496629","-0.830023788058271","-3.70519254493487","0.000457079415376332","0.00174031262199492","0.0253006088930017","-0.00353636263782374","-9.46862688065037","0.43428424935125","0.280178309148409","0","2914.67017173337","-1416.710246792"
"63","-1","-1","-5e-04","-5","-1","-1","5e-04","0.005","5e-04","0.005","-5","0.2","0.2","1251775","NaN","1.56399041612914","1.82753149146608","0.411717487807738","-8.62197348124631","-2.79510901132706","-4.88283654996478","0.00120234609040428","0.0151279751253662","0.0564947043356842","-0.0108785747759617","-5.1208077020979","0.525778422695844","0.279856672166916","0","3130.59724271921","-1524.67378228492"
"64","-1","-1","-5e-05","-8.75","-0.5","-1","5e-04","0.001","0.005","5e-04","-5","0.2","0.2","1032725","NaN","-0.11939326729636","-0.371141643440625","1.24917758397836","-8.53461390422224","-2.97432156736971","-4.4726679181506","0.00134984670633763","0.0176674288617305","0.0389122349847196","-0.00713758172437236","-2.89162899169079","0.524826259782922","0.280269329750264","0","3128.65228155212","-1523.70130170137"
"65","-3","-2","-5e-04","-6.25","-1","-3","0.001","5e-04","0.001","5e-04","-10","0.2","0.2","512891","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"66","-3","-4","1e-04","-8.75","-0.5","-3","0.001","0.005","0.001","0.005","-15","0.2","0.2","395231","NaN","-2.25103736734242","-3.11386105393398","-9.7256743949225e-05","-11.8925615348843","-5.56183039085965","-5.73168141777475","0.0132832751314637","-0.00771540715856413","0.138416545603827","-0.0235665121628594","-8.09331869724861","0.468879975649132","0.280209003162952","0","3011.1071387847","-1464.92873031766"
"67","-1.5","-3","-2e-04","-6.25","-1","-0.5","0.005","0.005","0.001","5e-04","-10","0.2","0.2","556064","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"68","-3","-1","-0.00035","-8.75","-0.5","-1","0.001","0.001","5e-04","0.001","-10","0.2","0.2","633296","NaN","-1.49513019587261","-13.0162869731013","0.546459598297578","-2.23901383071613","-2.93688126186649","-4.3612729117973","0.00142623931362916","0.0170935012852059","0.0363016473463369","-0.00608151962388605","-4.22219447800078","0.523408369533494","0.280594903482461","0","3124.45320695686","-1521.60176440374"
"69","-3","-4","-5e-04","-10","-1","-1","0.005","0.005","0.005","0.005","-5","0.2","0.2","1363756","function cannot be evaluated at initial parameters","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"70","-2","-1","-0.00035","-5","-2","-1","0.005","5e-04","0.001","5e-04","-15","0.2","0.2","64298","NaN","4.82935233675512","-5.21290125075288","0.735936829781206","-15.8666497665247","-3.84816884562365","-4.45435765084343","0.00248562550146898","0.0386380401649316","0.0386247957563213","-0.00693490110452491","-6.09979740161509","0.523865550945387","0.280299394470512","0","3125.95535679821","-1522.35283932442"
